Drug,N_CellLines,Pearson_r,P_value,NegCorr
TIVOZANIB,12,-0.05215916947140687,0.8721040249505344,True
Y-39983,12,-0.051588372853075506,0.8734936610162173,True
IDELALISIB,12,-0.05054445661949301,0.8760359796867963,True
PD-184352,12,-0.04939889048801427,0.8788270907039812,True
THAPSIGARGIN,11,-0.051806615997973204,0.8797602678299224,True
AZD8055,12,-0.04840064408091276,0.8812602990942752,True
JNK INHIBITOR VIII,12,0.048269132180522076,0.8815809277876292,False
IPA-3,11,0.05087798491241986,0.8819024333167301,False
TIPIFARNIB,11,0.044612880171089164,0.8963726955092038,False
BELINOSTAT,11,0.04299275361968448,0.9001194168465075,False
BDP-00009066,10,-0.044646377786071015,0.9025304893395139,True
"VENOTOCLAX, ABT-199, VENECLEXTA, GDC-0199",13,-0.037138497536291074,0.9041249224353095,True
PYRIDOSTATIN,10,0.04371562487308844,0.9045546114525215,False
NUTLIN-3A (-),12,0.02653875963345695,0.9066762443429566,False
THZ-2-102-1,12,0.0376589878150895,0.9074986059901782,False
JQ1,12,0.0260943127595959,0.9082327134768321,False
PANOBINOSTAT,13,0.03535277454788793,0.9087171556773614,False
JW-7-24-1,12,-0.03692713185156975,0.9092896589287502,True
GW-2580,12,0.03544421675846972,0.9129199412168949,False
"DMOG, DIMETHYLOXALYLGLCINE",11,-0.03626039160644773,0.9157075848117333,True
QUIZARTINIB,12,0.03193401213086558,0.9215191502093311,False
"ZOLEDRONATE, ZOLEDRONIC ACID, ZOMETA, RECLAST",7,0.0444759614099138,0.9245699190744606,False
AUY922,11,-0.020345038788181783,0.9302483543184736,True
AZD8186,10,0.03149188376745891,0.9311797830054802,False
BVD-523,10,-0.020228740151655076,0.9325405777055101,True
(5Z)-7-OXOZEAENOL,11,-0.028948597999816805,0.9326674539210065,True
OSI-027,12,0.026769330346094036,0.9341852541587912,False
"AMG-319, AMG319",10,-0.02996864436325571,0.9345024362340054,True
BRIVANIB,13,-0.024626754182840493,0.9363509828618005,True
GSK1070916,12,-0.024394403421821982,0.9400145055433802,True
TUBASTATIN A,11,-0.02364007238796908,0.9449968301428895,True
BORTEZOMIB,10,0.022029807752293795,0.9458210856232409,False
FILANESIB,13,0.018880991993543803,0.9511828818270947,False
TAK-715,12,0.01968186597550209,0.9515891663977811,False
APR-246,7,-0.026415021318427406,0.9551721102682683,True
GDC-0810,10,-0.02028402442823435,0.9556469482590276,True
FH535,11,0.01762711762420427,0.9589752515579881,False
"SCH772984, CS-1421",10,-0.018707008350672835,0.9590927368218783,True
BX-795,12,0.014185144157304624,0.965100610811768,False
C-75,13,-0.01328008600788877,0.9656548399990087,True
OBATOCLAX,11,-0.010569608480297227,0.966797995894073,True
LY2109761,7,0.014114489648788746,0.9760408848869204,False
GSK2606414,7,0.012260076187770419,0.9791882124216683,False
TRICHOSTATIN-A,13,0.003940084096211074,0.9898076361902577,False
LESTAURTINIB,12,0.002900891121355248,0.9928611683556343,False
AS601245,11,-0.002561275914850475,0.9940368588416807,True
