Entrez_ID,TCGA-09-1664-01,TCGA-61-2094-01,TCGA-25-1312-01,TCGA-13-1409-01,TCGA-24-1416-01,TCGA-29-1769-01,TCGA-13-1489-01,TCGA-13-1482-01,TCGA-13-1504-01,TCGA-13-1492-01,TCGA-36-2530-01,TCGA-25-2409-01,TCGA-13-1497-01,TCGA-61-1995-01,TCGA-13-2065-01,TCGA-61-1918-01,TCGA-61-2613-01,TCGA-23-1122-01,TCGA-24-1464-01,TCGA-25-1322-01,TCGA-24-1103-01,TCGA-24-2289-01,TCGA-13-1511-01,TCGA-24-1431-01,TCGA-36-1570-01,TCGA-13-1488-01,TCGA-24-1435-01,TCGA-30-1887-01,TCGA-23-1121-01,TCGA-24-1436-01,TCGA-13-2061-01,TCGA-36-2537-01,TCGA-24-1474-01,TCGA-13-1501-01,TCGA-24-1555-01,TCGA-24-1562-01,TCGA-25-1628-01,TCGA-24-1558-01,TCGA-29-1705-01,TCGA-24-1920-01,TCGA-30-1891-01,TCGA-61-2008-01,TCGA-24-1927-01,TCGA-36-2544-01,TCGA-24-2024-01,TCGA-29-1693-01,TCGA-13-1485-01,TCGA-24-2030-01,TCGA-29-1702-01,TCGA-24-2033-01,TCGA-24-2298-01,TCGA-24-1544-01,TCGA-61-1914-01,TCGA-25-1313-01,TCGA-29-1766-01,TCGA-24-2261-01,TCGA-25-1318-01,TCGA-36-2532-01,TCGA-13-2059-01,TCGA-25-2399-01,TCGA-29-1698-01,TCGA-29-1688-01,TCGA-13-1494-01,TCGA-13-1507-01,TCGA-29-1690-01,TCGA-25-1631-01,TCGA-13-1500-01,TCGA-29-1696-01,TCGA-29-1771-01,TCGA-13-2066-01,TCGA-29-1711-01,TCGA-13-1483-01,TCGA-24-1422-01,TCGA-29-1763-01,TCGA-25-2397-01,TCGA-29-2427-01,TCGA-29-1785-01,TCGA-61-2088-01,TCGA-25-1623-01,TCGA-36-1577-01,TCGA-29-1768-01,TCGA-36-1569-01,TCGA-36-2534-01,TCGA-36-2549-01,TCGA-36-2547-01,TCGA-36-1578-01,TCGA-36-2542-01,TCGA-59-2351-01,TCGA-24-2290-01,TCGA-59-2348-01,TCGA-59-2352-01,TCGA-61-1915-01,TCGA-24-1565-01,TCGA-59-2372-01,TCGA-24-1548-01,TCGA-29-1762-01,TCGA-61-1727-01,TCGA-25-1323-01,TCGA-36-1580-01,TCGA-61-1741-01,TCGA-61-1911-01,TCGA-13-1404-01,TCGA-61-1907-01,TCGA-25-1329-01,TCGA-24-1557-01,TCGA-61-1910-01,TCGA-29-1770-01,TCGA-13-1410-01,TCGA-61-2087-01,TCGA-29-2431-01,TCGA-61-1724-01,TCGA-29-1710-01,TCGA-36-1571-01,TCGA-24-1553-01,TCGA-13-1487-01,TCGA-25-2396-01,TCGA-36-2545-01,TCGA-25-2404-01,TCGA-24-1430-01,TCGA-29-1697-01,TCGA-13-2060-01
8751,0.2042,0.1347,-0.1291,0.257,0.0997,0.3869,,,,,,,,,,,,,,,0.5045,-0.0326,-0.0613,,,,,,,-0.016,-0.0068,0.3157,,,0.2584,-0.0169,-0.0718,,,0.133,0.452,0.0878,,,-0.1018,-0.0667,-0.3815,0.3768,-0.4229,-0.3628,,,,0.2074,-0.3125,-0.1634,-0.4552,-0.7062,0.9729,0.7862,-0.2041,,,,,,,,,,0.0386,-0.1346,-0.2328,,,,0.2631,0.8088,1.2286,0.3179,1.332,-0.1301,-0.0433,0.2201,0.0591,0.0974,0.2458,,,,,,,,,,-0.0862,-0.1346,-0.1,,,,-0.0304,-0.0737,-0.2724,,,,0.0266,0.0566,-0.1442,-0.4025,-0.0207,,,0.1262,1.1061,-0.0511,0.0648,0.1845,0.3284
6868,-0.0005,-0.2692,0.1454,-0.1276,0.0221,0.1836,0.2544,-0.034,0.0482,-0.0115,0.1245,0.2598,-0.1813,0.0513,-0.0075,0.1208,0.2095,-0.0801,-0.1583,0.0069,0.2553,0.1572,0.1278,-0.2329,-0.2743,-0.402,0.0738,0.0092,-0.2622,0.1871,-0.0639,-0.2308,-0.6074,-0.4376,-0.2437,-0.1471,0.0893,-0.3662,-0.0615,-0.3485,-0.1349,-0.2429,0.1589,0.2443,0.3947,0.1776,-0.0184,-0.1001,-0.2193,0.0503,-0.1289,0.0437,0.2823,0.2503,-0.0545,-0.133,-0.1723,-0.1037,0.1825,0.1944,0.2391,-0.0365,-0.1393,0.0139,0.0947,0.3785,-0.0912,0.1743,0.2156,-0.0413,0.495,0.1652,-0.0691,-0.0902,-0.4326,0.0183,0.0569,-0.1675,0.0959,-0.1616,0.1627,-0.0369,0.1811,-0.38,-0.1626,-0.0778,0.4327,-0.0788,0.0401,-0.0894,0.2605,-0.1162,0.0302,-0.2867,-0.0865,-0.2732,0.0356,-0.0496,0.0555,-0.0604,0.1211,-0.0301,-0.1392,0.3038,-0.0304,0.0687,-0.0226,-0.1494,-0.5151,-0.3058,-0.2599,0.0164,-0.091,0.1795,0.0263,-0.1097,0.0062,-0.0349,-0.0852,-0.3472,0.0529
10863,,,,,,,,,,,,,0.1816,0.1125,,,,,,,-0.4675,0.1154,0.6499,-0.271,0.018,-0.1975,0.014,0.2264,0.0171,0.442,-1.1987,-0.458,,,0.1968,-0.33,0.093,,,1.3637,-0.0106,-0.2126,,,,,,0.7517,0.4706,0.6347,,,,-0.1851,-0.1773,-0.3307,,,,,,,,,,,,1.1693,0.5953,-1.1064,0.5696,-0.2738,-0.4615,,,,,,,,,,0.6665,0.2872,-0.2601,0.1011,0.0982,,,,,,,-0.004,-0.0253,0.9429,,,,,,,-0.1144,0.7757,0.2472,0.0913,-0.4078,-0.0528,,,,-0.2623,0.1936,0.2132,0.6712,,,-0.2099,-0.0932,,
8754,,,,-0.5797,-0.5027,-0.0489,-0.0777,0.233,-0.0849,0.2434,0.0356,0.1867,,,,,,-0.4203,-0.4156,0.001,0.1862,-0.1638,0.7405,-0.3032,-0.9746,-0.2033,0.1981,-0.1876,-0.3165,0.0958,0.0678,-0.0983,-0.0177,0.417,-0.3546,0.2728,0.3567,-0.2109,0.0199,,,,0.1665,0.4223,-0.0975,0.7936,1.2183,-0.1048,0.7482,-0.1788,0.39,0.2983,0.0767,0.101,-0.2644,-0.6719,0.195,-0.3053,-0.239,-0.4335,-0.3863,0.7825,0.187,0.2286,,,,,,,0.3324,-0.2559,-0.1341,0.0908,-0.1382,-0.329,-0.7032,0.2686,0.4615,,,,-0.7984,-0.1049,-0.6061,0.2083,0.0429,-0.2584,-0.5633,-0.5869,-0.174,-0.2316,0.4844,-0.5765,-0.6823,-0.1037,-0.5337,-0.3805,-0.4181,0.4891,-0.1579,0.324,-0.3427,0.141,-0.2899,-0.0992,0.1286,0.1871,,,,-0.1564,-0.4294,0.062,0.1128,,,0.0664,0.1392,-0.0435,-0.0181
9510,,,,0.1201,-0.0754,-0.3215,-0.3653,0.0298,0.1645,,,,0.2475,-0.71,-0.2704,-0.2518,0.0405,0.2211,0.1367,0.052,,,,-0.3241,0.3017,0.0614,0.1985,0.6378,0.4059,0.0928,-0.5276,0.0435,,,-0.1619,-0.5608,-0.1173,-0.0767,-0.0048,,,,,,0.1121,1.6206,0.2358,,,,0.1108,-0.2373,0.9464,-0.4662,-0.0537,-0.2489,,,,,,,,,,,,-0.4218,-0.2683,-0.241,-0.3072,0.0278,-0.3172,0.0771,0.0881,-0.72,,,,,,,0.1365,0.3844,,,,0.1662,-0.0564,-0.1617,,,,-0.0347,-0.1583,-0.1251,,,,,,,,,,0.7257,-0.0466,0.3119,,,,0.1547,0.3666,,,-0.0749,0.1653,0.3562,-0.1965,-0.3231,-0.3514
170690,-0.1508,-0.1409,-0.1091,,,,,,,,,,0.4276,-0.0778,0.197,-0.2167,0.7526,,,,,,,-0.2908,-0.1787,-0.1688,0.4308,0.5198,-0.1056,,,,-0.1268,1.4718,0.3792,0.1799,0.0125,,,-0.2102,1.0385,0.0331,,,,,,,,,0.8434,1.3127,0.8063,0.0676,0.438,0.1398,0.0062,-0.5403,-0.7423,0.0218,0.7539,,,,,,,-0.2947,0.6029,-0.5804,-0.3616,0.3601,0.0736,,,,,,,-0.1474,1.568,0.9733,,,,,,,,,0.2899,0.328,-0.8716,,,,-1.6339,-0.112,1.0978,,,,-0.2884,0.3627,-0.0251,,,,,,,,,0.0567,0.0735,0.0785,-0.3777,,,,
92949,,,,,,,-0.0622,0.1254,0.1983,-1.478,-1.3414,0.784,,,0.4325,-0.1004,0.808,0.5279,1.1241,0.0441,,,,,,,0.4572,0.2081,0.2156,,,,-0.2465,1.5408,-0.393,0.4223,0.2617,,,-0.3052,0.8793,-0.292,-0.5672,-1.1442,-0.1664,0.1127,0.4166,-0.3448,-0.4365,-0.2164,,,,-0.3721,0.2403,-0.3239,0.5036,-1.1923,-1.0058,,,-0.6845,0.2709,0.0144,1.4699,-0.1357,0.5999,,,,0.3254,0.6212,1.9031,,,,0.4648,-1.3124,0.9932,-0.0432,1.1063,0.792,0.4971,0.2585,,,,,,,,,,-0.2128,0.132,-0.5897,-0.3402,0.3988,0.5986,0.1093,1.2529,0.4182,-1.3497,0.2107,-0.914,-0.2525,0.0974,-0.1775,,,,,,-0.1332,-0.0753,1.5854,0.2635,-0.1289,0.1574,,
11033,,,,0.6477,0.2521,-0.0437,0.1031,0.1219,0.7922,-0.8532,-0.2244,0.4397,-0.3183,-0.2153,0.3896,0.7896,0.2043,-0.3556,-0.0135,0.1871,0.1234,-0.1892,-0.0671,0.5961,-0.2499,-0.2652,-0.3168,-0.1057,-0.1251,-0.0965,-0.3206,0.2033,,,-0.3121,-0.0993,0.0195,,,,,,,,0.5242,0.4724,0.2683,-1.0814,-0.7295,-0.7633,-0.7394,-0.0969,-0.3639,-0.2079,-0.5802,0.044,-0.3597,0.3181,0.0831,-0.4369,-0.2755,-0.3939,-0.1433,0.3179,0.2081,0.5953,0.1118,0.1903,0.643,0.0745,0.1206,-0.1641,-0.1068,0.2302,0.0402,0.3592,0.6482,-1.0666,-0.5156,-0.0935,0.5636,0.246,-0.401,1.006,-0.1087,-0.2071,-0.251,0.1128,-0.0949,0.2029,-0.9971,-0.2234,-0.1977,,,,-0.417,-0.1509,0.3265,-0.7769,0.6511,-0.4667,-0.5889,-0.0955,0.0365,-0.1162,-0.05,-0.3763,-0.108,-0.2866,-0.0746,0.4055,-0.3299,0.409,0.0056,,,,,-1.0604,-0.6681
55803,-0.5154,0.5881,-0.1705,,,,-0.2896,0.6974,0.7908,-0.5985,-0.4277,0.0668,0.0405,0.3259,0.3558,0.0394,0.7304,0.1896,0.5273,0.0038,-0.4688,0.2657,0.0437,0.0263,-0.1821,0.0651,0.42,0.1909,-0.1378,-0.1816,-0.2403,-0.2953,0.5339,0.3848,-0.4752,0.009,0.2176,,,0.0587,0.1099,0.1948,-0.0626,-0.2835,0.0799,-0.0144,0.2794,-0.4695,-0.7568,-0.232,,,,0.0892,-0.1877,0.351,0.0151,-0.0173,-0.11,-0.1117,-0.123,0.5556,-0.1484,-0.0667,-0.1138,0.1459,0.0373,,,,,,,-0.1083,-0.0839,0.8153,0.6057,-0.0185,0.8122,,,,,,-0.3577,0.09,-0.5071,0.3005,0.0293,-0.1392,-0.2111,0.2717,0.42,-0.7339,-0.4494,-0.7925,0.6114,-0.4202,-0.0031,,,,-0.0996,0.2581,-0.1364,,,,-0.1958,-0.0169,-0.0279,0.5493,-0.4573,0.24,-0.1624,,,,,-0.4608,0.5116
103,-0.1644,-0.1191,-0.1448,0.267,0.0035,0.1242,0.2116,0.1362,-0.0552,0.2903,0.1279,0.057,0.2645,-0.2152,-0.0396,0.0436,-0.3215,-0.02,0.1161,0.2131,0.0446,-0.243,0.1933,-0.0343,0.1364,-0.1413,0.1255,0.0918,0.018,0.0896,0.1184,-0.0575,-0.1362,-0.1857,-0.21,-0.1641,-0.1038,0.0535,-0.184,0.0097,-0.3211,-0.1167,0.0052,-0.2479,0.0947,0.1921,-0.0158,0.0402,-0.0094,-0.0992,-0.2567,-0.0316,0.0791,0.0205,0.0855,0.1512,0.1648,0.1848,-0.0514,0.0252,0.1989,0.03,-0.1232,0.114,-0.1541,-0.006,-0.1065,0.1922,-0.2551,-0.0531,0.6343,-0.1006,-0.0898,-0.1349,-0.3303,-0.0137,0.1848,-0.32,-0.018,-0.2033,-0.4385,0.0828,0.2234,-0.2819,0.0751,-0.013,-0.0982,-0.2766,0.0493,0.2113,0.2754,-0.2305,0.0899,-0.3074,0.1664,-0.1693,-0.2058,0.1029,-0.238,0.2664,0.1339,0.0057,0.3725,-0.0064,0.1468,0.1233,-0.079,0.4416,-0.0685,-0.0469,0.3061,0.0005,0.1775,-0.3072,0.0368,-0.0335,0.3154,0.0923,-0.121,0.2047,0.421
104,,,,0.1296,-0.219,-0.2729,-0.013,-0.0558,0.2826,-0.2127,-0.3936,0.0421,-0.6374,-0.1422,-0.211,-0.3767,0.0757,0.0959,0.2881,-0.1441,0.1161,0.3871,-0.1988,-0.2322,-0.0238,0.3512,0.2943,0.3202,0.0741,0.4788,-0.5115,-0.1538,0.4133,0.0089,-0.032,0.0208,0.0308,-0.8345,0.2992,0.08,-0.0438,-0.3198,0.2245,0.0019,-0.0985,0.1325,0.0347,1.0003,-0.1467,0.2433,,,,-0.4209,-0.0659,-0.4193,0.4151,0.1971,-0.1146,0.0576,0.0498,-0.1714,0.1016,-0.2127,0.2208,0.1247,0.3509,0.7294,1.4348,0.0103,0.0615,0.1469,0.0919,0.6713,0.1527,-0.0149,,,,0.3849,1.1733,0.2253,0.8001,0.4395,0.0476,0.0714,-0.0375,,,,-0.297,-0.1617,-0.0693,,,,0.2481,0.0907,0.2162,0.0086,-0.5352,0.0191,-0.02,0.2274,-0.0567,0.2924,0.0272,0.1441,-0.5696,0.4427,0.4593,0.1537,0.1705,-0.6779,-0.2946,0.1406,0.196,-0.1931,0.028,,
57143,,,,0.2617,0.0775,-0.3067,,,,,,,0.4917,-0.3559,,,,-0.8308,-0.0808,-0.4614,0.4512,-0.0836,-0.009,-0.2611,0.2757,-0.1046,,,,,,,,,0.3848,-0.575,-0.3249,,,0.0471,-0.306,-0.2069,,,-0.2296,0.0841,0.1306,0.6813,0.0059,0.7033,0.0595,-0.2623,-0.1585,,,,0.6097,0.2553,-0.0291,-0.2722,-0.1168,,,,0.1571,0.2107,-0.1429,,,,0.0405,0.128,-0.0014,,,,,,,,,,,,-0.117,0.5359,-0.1297,,,,0.5098,0.2671,-0.1729,,,,,,,-0.0732,0.3727,0.3888,-0.0224,-0.373,-0.1108,0.2471,0.4333,-0.207,,,,,,-0.0418,-0.0529,-0.0313,0.201,-0.2469,-0.6076,,
203054,,,,-0.504,-0.123,-0.5349,0.2131,0.0495,-0.0312,-0.0641,-0.0199,0.0292,0.1928,-0.1556,,,,0.1971,-0.0941,-0.0109,0.1805,-0.1904,0.0532,-1.2959,-0.2237,-0.7551,0.2217,-0.0823,-0.9101,0.454,-0.5479,-0.0813,-0.7485,0.0706,-0.0531,-0.5655,-0.6229,-0.2391,-0.3511,,,,-0.1139,0.2573,-0.0721,0.2608,0.1179,0.4402,-0.08,-0.3649,-0.0518,0.038,0.3086,0.3097,0.0501,-0.2715,1.0431,0.1609,0.3045,-0.2061,-0.4967,0.6642,-0.2759,-0.3725,0.3953,0.419,0.0867,0.7046,0.4222,-0.2191,0.3766,0.8745,-0.3258,0.0796,-0.4522,0.2767,,,,0.2617,-0.3368,-0.1258,0.5446,0.344,-0.49,-0.0184,0.955,0.2584,0.3839,0.1228,0.2122,-0.0027,0.3978,0.012,0.0994,0.1493,-0.1369,-0.4364,0.3332,,,,0.4545,-0.1518,0.0092,0.5042,0.179,-0.1015,-0.5248,-0.1169,-0.1845,-0.777,-0.0135,0.1888,-0.0559,-0.5364,0.3583,0.2541,0.1408,-0.4116,-0.4311
113,,,,0.3798,-0.1421,0.0519,,,,,,,-0.1803,-0.1525,,,,,,,0.1255,0.6068,-0.2396,-0.1667,-0.0114,0.1943,0.7413,-0.0674,-0.803,,,,,,0.0213,-0.3602,0.3634,,,-0.0043,-0.7946,-1.0917,0.5186,-0.5921,,,,,,,-0.036,-0.6326,-0.4559,0.0468,-0.1185,-0.2582,,,,0.0835,-0.3368,0.2879,0.4002,-0.0832,-0.0509,0.0313,-0.0115,,,,,,,-0.2458,-0.1834,-0.0308,,,,,,,-0.0571,0.0947,-0.7627,-0.2994,-0.1287,,,,,,,,,,,,,-0.1276,-0.2125,-0.4806,0.0822,-0.555,-0.0188,-0.1717,0.2369,0.1154,-0.2256,-0.1459,0.0335,0.1119,-0.7785,-0.084,0.0772,,,0.2357,0.3034,-1.3811,-0.1009
118,0.1406,-0.3553,-0.0092,0.4494,0.1242,0.1596,-0.1293,0.3072,0.0504,0.1213,0.7737,-0.2763,-0.3255,0.0544,-0.0083,0.2402,0.6218,-0.0821,-0.142,0.4103,-0.0492,0.0221,0.1886,0.1379,-0.1804,0.2729,-0.2885,-0.0358,-0.5354,0.0914,-0.1116,0.3392,0.3083,0.0858,-0.2928,-0.1674,0.1568,-0.2152,-0.1626,0.0951,0.053,-0.1243,0.2685,0.4195,0.0123,-0.3409,-0.2606,-0.0819,0.2129,0.2408,-0.0908,0.2338,-0.2972,0.0965,0.0187,0.1255,-0.0659,-0.2803,-0.5122,0.0333,-0.2084,-0.2848,-0.0676,-0.1594,0.0414,-0.2235,0.1513,-0.2516,0.138,0.0508,0.2227,0.0073,-0.1827,0.0081,0.5138,0.0457,0.0316,0.3207,0.3285,-0.3546,-0.0321,0.3811,-0.1393,0.3734,0.3183,0.0806,-0.3764,0.1207,-0.3029,-0.1741,0.2276,0.084,-0.1559,0.3268,0.0215,-0.0979,-0.2624,0.0048,-0.0093,0.3747,-0.3336,-0.0736,0.423,0.2984,-0.0846,-0.3995,-0.3135,-0.1695,-0.3927,0.5257,-0.1738,-0.1732,0.031,0.3071,-0.0308,0.5647,-0.0491,0.1083,0.22,-0.0327,0.34
119,-0.2652,-0.1396,-0.3969,0.4377,-0.1011,0.0647,0.4328,0.5354,-0.1278,-0.0971,0.4502,-0.1957,-0.3533,-0.5466,-0.3218,0.0234,0.5389,0.2033,0.1353,0.0066,-0.2061,0.5271,-0.6362,0.3522,0.0347,0.2514,0.3051,-0.4362,-0.8767,0.0344,-0.2872,-0.0134,1.2176,0.1609,-0.1631,0.1093,0.0211,0.057,0.2193,-0.164,-0.1794,-0.6044,0.7039,0.4987,-0.0757,-0.2784,-0.5479,-0.2257,0.3238,0.5335,-0.1236,0.0374,-0.3865,-0.2132,0.3431,-0.3693,-0.415,-0.5767,-0.8162,0.4999,-0.2082,-0.5205,0.0029,-0.542,0.0659,-0.1426,0.0914,-0.4424,-0.2597,0.6436,-0.1527,-0.2117,-0.0713,0.0403,1.1255,0.1619,-0.2659,0.2098,0.4591,0.6072,0.8471,0.7311,-0.0594,0.5415,-0.385,-0.2905,0.2929,-0.2494,-0.5356,-0.1626,-0.886,-0.5173,-0.8266,-0.0685,0.2061,0.0244,-0.1509,0.0543,0.2508,0.2916,-0.0628,0.139,-0.2792,0.2367,-0.2549,-0.824,0.1919,-0.9616,-0.5793,-0.5808,0.2612,-0.3167,0.4632,-0.1683,-0.4077,0.4272,0.7576,-0.0927,0.5539,0.1034,-0.447
120,-0.0109,-0.5158,0.0985,0.3913,0.1826,0.0025,-0.3046,0.0069,-0.0215,0.1997,0.8521,-0.3297,-0.4325,0.2746,-0.0502,0.1783,0.5097,-0.0195,-0.2343,0.2942,-0.028,-0.1099,0.3306,0.1294,-0.175,0.2011,-0.279,-0.0964,-0.5088,0.0575,-0.1366,0.166,-0.2283,-0.1414,-0.1802,-0.1033,0.1351,-0.2638,-0.2054,0.1151,0.0192,-0.1698,0.3011,0.4046,0.1685,-0.439,-0.2616,0.0498,0.1599,0.2757,0.0573,0.1597,-0.1993,0.1247,-0.0735,0.1946,-0.038,-0.2739,-0.6097,-0.1888,-0.1683,-0.2799,-0.1327,-0.329,0.0145,-0.2001,0.0161,-0.201,0.1017,-0.1112,0.173,0.0392,-0.1469,-0.0351,0.3254,-0.0476,-0.0741,0.2905,0.0208,-0.393,-0.0305,0.2235,-0.2314,0.323,0.4212,0.182,-0.3379,-0.2768,-0.3093,-0.2602,0.1234,0.1696,-0.0732,0.3213,0.0235,-0.0838,-0.2029,0.0257,0.0447,0.3768,-0.2564,-0.0266,0.5172,0.2183,-0.1971,-0.3641,-0.348,-0.1293,-0.3172,0.7111,-0.2975,-0.2026,-0.2297,0.4442,-0.0356,0.4139,-0.3432,0.1098,-0.0677,0.0173,0.349
125,-1.2093,-1.5949,-1.6995,0.4528,-0.9338,1.2771,-0.6811,0.3879,0.2027,-0.7721,-1.6562,-1.9471,-1.0,-0.8738,1.4548,-0.2006,2.4704,0.9843,-0.7966,0.3489,-1.9001,-1.1138,-2.372,0.8058,-0.3536,1.9382,-1.3274,1.1007,-1.0219,-1.5382,-1.399,-1.9952,-0.6871,0.2773,-0.7022,0.8288,0.9279,-1.3255,-0.7093,-0.0963,-1.3494,-1.4989,-0.8952,-0.1814,-0.8857,-0.5916,1.4162,-2.4038,-2.2076,-2.338,-0.7603,-1.6914,-2.1348,0.1319,1.4555,0.7526,-1.4129,-1.6885,-1.2833,0.5929,0.5523,0.9119,-0.7326,0.1472,-0.6864,-0.6525,1.8386,-1.7378,-1.5207,-1.696,-2.4052,-0.1243,-2.0975,-0.5947,-0.5686,1.7457,-0.8641,-1.1919,1.0632,-0.7743,1.6937,1.1231,-0.8565,-0.3367,-2.7898,-1.9497,-1.9667,-1.2334,-1.1853,0.2543,-2.047,-1.6607,-2.0962,-1.674,-1.8436,-1.7167,-1.5122,-1.1414,-0.2734,-1.5969,-1.9755,-0.5765,-0.8992,1.4949,-0.313,-0.9169,0.6791,0.9262,-0.8561,1.746,-0.3386,0.8972,-0.8601,-0.3044,1.1513,2.1234,0.37,0.1218,1.3878,-1.4798,-1.0704
126,,,,-0.0459,-0.2628,0.7898,,0.9612,0.7185,,,,-0.1457,-0.1529,0.9829,-0.4321,1.4647,0.1951,-0.3288,0.1526,,,,0.1585,0.024,0.956,-1.4352,0.8633,0.2516,,,,0.4803,0.3856,0.1419,-0.291,0.3044,,,0.1472,-0.2956,-0.1522,0.5015,0.2781,-0.3642,-0.183,1.771,,,,,,,-0.245,-0.1581,-0.1351,,,,0.9453,1.4932,0.6241,0.2897,0.2854,-0.6234,-0.4082,0.8602,,,,-0.7924,-0.5535,-0.8062,-0.3076,0.0376,0.449,,,,,,,-0.2101,-0.3597,,,,,,,,,,-0.3235,-0.5772,-0.1175,,,,,,,-0.5686,0.3126,-0.1821,-0.5224,0.7722,0.1882,0.4765,1.0058,-0.0357,0.5141,0.1192,-0.2945,0.4718,0.751,0.1868,-0.1362,0.841,-0.3875,-0.2455
128,0.0702,-0.3106,-0.278,0.1361,0.031,-0.3271,0.1176,0.2448,-0.1025,-0.7551,-0.6105,-0.1046,-0.2453,0.0236,-0.4392,-0.1389,0.1973,-0.1945,-0.0243,0.2648,-0.4491,-0.0344,0.0708,-0.0976,-0.2895,0.1202,-0.2364,0.1085,0.1296,-0.1827,0.0616,0.4275,0.5446,0.0704,-0.0848,0.0524,0.2064,0.0424,-0.1477,-0.8436,-0.1194,-0.4857,-0.3843,-0.2321,-0.0123,0.125,0.4135,0.1603,0.3965,-0.0325,0.0893,0.3021,-0.2939,0.4815,0.2807,-0.5249,-0.2413,-0.2784,-0.2252,0.1653,-0.0697,-0.2772,-0.0651,0.3165,0.1644,-0.3143,0.0379,0.5161,0.6037,0.1333,0.4349,0.0274,-0.0334,-0.0367,0.4257,0.3795,-0.0159,0.4395,-0.0254,0.1556,0.3408,0.4178,-0.4193,0.4296,0.1007,0.4694,0.0925,0.0327,0.0251,-0.1796,0.1225,0.2269,0.4739,0.5583,-0.1283,-0.0336,0.116,0.1513,0.0129,-0.1067,-0.032,-0.0828,-0.226,-0.2494,-0.1019,-0.2562,-0.2467,-0.1728,0.0316,0.8693,-0.1088,0.0824,-0.7321,0.3808,0.1815,0.6092,0.1568,0.2733,-0.1642,-0.5261,0.2891
55256,-0.0446,-0.0314,0.2959,0.2214,-0.1038,-0.2764,0.0143,-0.2682,-0.1882,0.3662,0.6764,0.2761,0.4052,-0.2034,-0.7191,-0.3112,0.1508,-0.0854,-0.5792,0.4181,-0.2601,-0.4511,-0.2706,0.3583,-0.0945,-0.3148,-0.274,0.1466,-0.2516,-0.354,0.2802,0.4276,-0.5395,0.1485,0.0634,-0.3895,0.2668,0.4084,-0.0024,-0.1848,-0.4032,-0.1881,0.3561,0.0639,0.1829,-0.6916,-0.4205,0.4057,0.7815,-0.3872,-0.3401,0.88,0.2615,-0.3675,0.4378,-0.1314,-0.2532,0.0651,0.5264,0.0821,0.3792,-1.1441,0.1615,0.078,-0.107,0.1206,-0.124,-0.3648,-0.243,0.4281,0.7216,-0.0783,0.0352,0.2542,-0.5877,-0.537,0.2717,0.4252,-0.1958,0.2915,-0.0819,-0.6614,-0.2027,-0.614,-0.1878,-0.6875,-0.2076,0.0717,-0.2559,0.1297,0.2682,-0.0417,-0.2752,0.7517,0.0553,0.2443,-0.4576,0.5505,0.4136,0.5313,0.0086,0.1428,0.5428,-0.7199,-0.2897,0.047,0.0002,0.1279,-0.1319,-0.1867,-0.6385,-0.368,0.8914,-0.1185,0.2335,-0.6123,-0.532,0.0226,-0.1926,0.3944,-0.2397
10974,-0.6248,-1.8293,-1.2062,1.362,0.4582,-0.5711,-0.5776,-1.0907,-0.2252,-1.3243,-0.7834,0.3143,-1.0962,-0.6176,-0.0617,0.553,0.0537,0.6964,0.473,0.1959,-0.5355,-1.6451,-1.5062,-0.7107,0.1502,0.3723,-1.2803,-0.2284,-1.6584,-0.9961,-0.8705,-1.462,-0.5343,-0.8132,0.1481,0.1679,-0.7842,1.6658,0.3564,-1.3867,0.6707,-0.8134,-1.3414,-1.1779,-0.1112,1.2136,0.4385,-2.1214,-1.579,-0.3957,-0.109,-1.1948,-1.3403,0.4619,-0.1566,1.023,0.6655,1.2027,0.4254,-0.229,-1.2547,0.0971,-0.4332,-1.6998,0.7608,-1.169,0.3107,-0.2349,-0.2918,-1.1006,-1.7824,-0.894,0.013,-1.2281,0.7582,0.0233,-1.1319,-1.5438,-0.2524,-2.4378,-0.6395,-0.8944,-0.3543,0.2354,-0.3224,0.9236,-0.255,-1.1066,-1.0349,-0.3519,-1.0143,0.6547,0.737,-1.57,-1.8637,-1.7634,-1.9436,-0.5627,-1.5319,-0.907,-0.2685,-1.0061,0.2461,-0.6336,-0.3685,0.8584,0.4801,-0.4849,0.6875,0.1057,0.9017,0.017,-1.3332,-0.3728,-0.5878,0.7184,0.1372,0.3444,0.882,-2.256,-1.8136
