Biomarker_AMP,Biomarker_AMP_HGNC,BiomarkerCluster,BiomarkerCluster_HGNC,TargetGene_AMP,TargetGene_AMP_HGNC,OncogeneAddiction,Beta,T-stat,P-value,EffectSize,CI_Lower,CI_Upper,n_Lines,MeanCNA,MeanEffect,PredictedEffect_CNA2,MeanEffect_CNA6plus,DeltaEffect_CNA6minusPred2,FDR,Pair,Biomarker_Unified,Biomarker_Unified_HGNC,TargetGene_Unified,TargetGene_Unified_HGNC,CNA_P_one,CNA_Q,CNA_EffectSize,CNA_Delta,Expr_P_one,Expr_EffectSize,Expr_Delta,Validated
5912,RAP2B,"51714, 5912","SELENOT, RAP2B",4605,MYBL2,FALSE,-0.1197038529,-6.855203661,7.12E-12,-0.4751935523,-0.1539282541,-0.0854794517,17,4.117647059,-0.4623875345,-0.2088970224,-0.6957401901,-0.4868431677,1.97E-08,5912_4605,5912,RAP2B,4605,MYBL2,1.74E-10,3.98E-07,-0.4673035497,-0.4904662968,0.03074389741,-0.7596905845,-0.31400704,TRUE
23094,SIPA1L3,23094,SIPA1L3,2491,CENPI,FALSE,-0.06850088154,-5.124376163,2.99E-07,-0.2432464301,-0.09470099965,-0.04230076343,17,4.041842194,-0.7387755694,-0.5989075791,-1.044724179,-0.4458166001,0.0002233040163,23094_2491,23094,SIPA1L3,2491,CENPI,2.18E-05,0.01124545527,-0.2336707775,-0.4021792699,0.01860482695,-0.6248196798,-0.3465787144,TRUE
23094,SIPA1L3,23094,SIPA1L3,7919,DDX39B,FALSE,-0.1609658144,-7.610072128,2.74E-14,-0.355844619,-0.2024223464,-0.1195092824,17,4.041842194,-0.7709075815,-0.4422407898,-1.440828024,-0.9985872337,1.25E-10,23094_7919,23094,SIPA1L3,7919,DDX39B,3.87E-14,1.37E-10,-0.3401289533,-1.010705389,0.04188211725,-0.6032121686,-0.7981286498,TRUE
10051,SMC4,"10051, 3840, 51068, 8706","SMC4, KPNA4, NMD3, B3GALNT1",132660,LIN54,FALSE,-0.102927098,-4.284172391,1.83E-05,-0.379547102,-0.1500151669,-0.05583902898,17,4.588235294,-0.290485736,-0.02408618835,-0.5739113634,-0.5498251751,0.005870519443,10051_132660,10051,SMC4,132660,LIN54,5.59E-05,0.0233491405,-0.3769071354,-0.5047452399,0.001996773837,-0.7498067291,-0.3428067014,TRUE
64754,SMYD3,64754,SMYD3,4146,MATN1,FALSE,-0.03405468759,-3.71534789,0.0002029243096,-0.1950014493,-0.05201961663,-0.01608975855,17,4.240221607,-0.2219107337,-0.1456206867,-0.4593342502,-0.3137135634,0.03563471168,64754_4146,64754,SMYD3,4146,MATN1,5.42E-12,1.58E-08,-0.2085051877,-0.335322885,0.01797504433,-0.6628047144,-0.3627705915,TRUE
10653,SPINT2,"10653, 64073, 90522, 94274","SPINT2, C19orf33, YIF1B, PPP1R14A",54458,PRR13,FALSE,-0.0645960289,-4.297171805,1.73E-05,-0.2727266976,-0.09405863732,-0.03513342049,17,4.041842194,-0.6337313847,-0.5018364872,-0.8981078582,-0.396271371,0.00562651714,10653_54458,10653,SPINT2,54458,PRR13,5.75E-07,0.0005600493445,-0.2871010825,-0.4380374069,0.04838742356,-0.2060097871,-0.3794740522,TRUE
10653,SPINT2,"10653, 64073, 90522, 94274","SPINT2, C19orf33, YIF1B, PPP1R14A",163131,ZNF780B,FALSE,-0.05592115315,-5.065483067,4.07E-07,-0.2556789214,-0.07755846685,-0.03428383946,17,4.041842194,-0.1265252934,-0.01234312333,-0.4607341614,-0.4483910381,0.0002850872958,10653_163131,10653,SPINT2,163131,ZNF780B,2.56E-07,0.0002939203327,-0.2447538836,-0.4259002681,0.04294371936,-0.1746968797,-0.3799213086,TRUE
23012,STK38L,23012,STK38L,2122,MECOM,FALSE,-0.03081264168,-4.042667256,5.28E-05,-0.08526421442,-0.04575121172,-0.01587407164,17,5.969975112,-0.2706140109,-0.1482885903,-0.4379214999,-0.2896329096,0.01295524958,23012_2122,23012,STK38L,2122,MECOM,3.10E-10,6.69E-07,-0.08653006625,-0.3976391245,3.58E-05,-0.6354899446,-0.4377377638,TRUE
23012,STK38L,23012,STK38L,51646,YPEL5,FALSE,-0.04146599016,-6.800130435,1.05E-11,-0.08367591331,-0.05341750316,-0.02951447716,17,5.969975112,-0.8559260301,-0.6913070812,-1.073802066,-0.3824949846,2.79E-08,23012_51646,23012,STK38L,51646,YPEL5,2.32E-08,3.56E-05,-0.07907380178,-0.4441505597,1.20E-07,-0.6154388965,-0.5102448532,TRUE
6829,SUPT5H,6829,SUPT5H,151648,SGO1,FALSE,-0.03535789483,-4.72740793,2.27E-06,-0.09727445715,-0.05001713335,-0.0206986563,17,5.142457067,-1.095177156,-0.9840664894,-1.455480369,-0.4714138793,0.001160103678,6829_151648,6829,SUPT5H,151648,SGO1,1.17E-05,0.006586720232,-0.09296084807,-0.4343362125,0.0003603369352,-0.5809320929,-0.4844158347,TRUE
6829,SUPT5H,6829,SUPT5H,284459,ZNF875,FALSE,-0.0386282735,-8.568924135,1.04E-17,-0.1466544851,-0.0474636913,-0.0297928557,17,5.142457067,0.08974411405,0.2111318051,-0.1767726369,-0.387904442,8.78E-14,6829_284459,6829,SUPT5H,284459,ZNF875,3.60E-16,1.74E-12,-0.1407546892,-0.3654857627,0.03085537997,-0.6747493373,-0.3780029175,TRUE
79718,TBL1XR1,79718,TBL1XR1,132660,LIN54,FALSE,-0.08784099209,-4.385355195,1.16E-05,-0.3239165841,-0.127100111,-0.04858187322,17,4.352941176,-0.290485736,-0.08380104873,-0.5544346709,-0.4706336222,0.004245666156,79718_132660,79718,TBL1XR1,132660,LIN54,1.09E-05,0.006217863194,-0.3344204783,-0.4268397338,6.35E-09,-0.6831910598,-0.3156122988,TRUE
92609,TIMM50,92609,TIMM50,151648,SGO1,FALSE,-0.03535789483,-4.72740793,2.27E-06,-0.09727445715,-0.05001713335,-0.0206986563,17,5.142457067,-1.095177156,-0.9840664894,-1.455480369,-0.4714138793,0.001160103678,92609_151648,92609,TIMM50,151648,SGO1,1.17E-05,0.006586720232,-0.09296084807,-0.4343362125,0.0203881497,-0.5073924042,-0.4313559828,TRUE
92609,TIMM50,92609,TIMM50,284459,ZNF875,FALSE,-0.0386282735,-8.568924135,1.04E-17,-0.1466544851,-0.0474636913,-0.0297928557,17,5.142457067,0.08974411405,0.2111318051,-0.1767726369,-0.387904442,8.78E-14,92609_284459,92609,TIMM50,284459,ZNF875,3.60E-16,1.74E-12,-0.1407546892,-0.3654857627,0.02461018481,-0.7406252356,-0.3577668836,TRUE
96764,TGS1,"137695, 96764","TMEM68, TGS1",29035,HAPSTR1,FALSE,-0.06233699232,-8.713938604,2.93E-18,-0.1979458434,-0.07635800686,-0.04831597778,17,5.122473525,-0.290340671,-0.09569506289,-0.5255832461,-0.4298881832,2.83E-14,96764_29035,96764,TGS1,29035,HAPSTR1,1.13E-05,0.006429418872,-0.1868134774,-0.4445376109,0.01747575497,-0.8661632526,-0.4561747996,TRUE
7328,UBE2H,7328,UBE2H,1017,CDK2,FALSE,-0.228789226,-4.938526586,7.87E-07,-0.3898598099,-0.3195893129,-0.1379891391,17,3.058823529,-1.123273504,-0.8810260883,-1.860536101,-0.9795100129,0.0004839620239,7328_1017,7328,UBE2H,1017,CDK2,9.99E-09,1.65E-05,-0.4016164331,-1.046868011,0.021090079,-0.5073658118,-0.8753283749,TRUE
7328,UBE2H,7328,UBE2H,5422,POLA1,FALSE,-0.1146151232,-4.089715426,4.32E-05,-0.3947152133,-0.1695435204,-0.05968672594,17,3.058823529,-0.9948971428,-0.8735399536,-1.432218187,-0.5586782333,0.0111201418,7328_5422,7328,UBE2H,5422,POLA1,4.46E-07,0.0004639276969,-0.4685508243,-0.6238951326,0.04214781823,-0.3807663002,-0.5056379069,TRUE
254048,UBN2,254048,UBN2,6625,SNRNP70,FALSE,-0.1449764467,-4.332972647,1.47E-05,-0.4426208119,-0.2105546622,-0.07939823117,17,3.441176471,-1.143112615,-0.9341759712,-1.515014639,-0.5808386673,0.005021829289,254048_6625,254048,UBN2,6625,SNRNP70,5.99E-05,0.02457212414,-0.435604782,-0.5345662822,0.007950809879,-0.82777666,-0.5166679976,TRUE
7534,YWHAZ,7534,YWHAZ,102157402,AK6,FALSE,-0.1570410301,-4.68103811,2.85E-06,-0.3544627963,-0.2227945565,-0.09128750367,17,3.941176471,-1.059285764,-0.7544414112,-1.500929717,-0.7464883054,0.001396000249,7534_102157402,7534,YWHAZ,102157402,AK6,2.02E-06,0.001598812321,-0.3755842672,-0.7569422979,0.001095059433,-0.8941947811,-0.893041565,TRUE
29028,ATAD2,"11244, 29028","ZHX1, ATAD2",5073,PARN,FALSE,-0.06952300966,-5.085071501,3.67E-07,-0.3036108838,-0.09631960338,-0.04272641594,17,5.272719532,-0.2573039011,-0.02977458941,-0.4522662897,-0.4224917003,0.0002642737668,29028_5073,29028,ATAD2,5073,PARN,4.94E-07,0.0005020615369,-0.2905562934,-0.4452755804,0.03476249094,-0.4508989487,-0.3710192681,TRUE
29028,ATAD2,"11244, 29028","ZHX1, ATAD2",9136,RRP9,FALSE,-0.09853831487,-4.020267298,5.81E-05,-0.2903962193,-0.1465777943,-0.05049883542,17,5.272719532,-0.9337315672,-0.6112432994,-1.202576332,-0.5913330328,0.01392218158,29028_9136,29028,ATAD2,9136,RRP9,0.0001216553129,0.0418504013,-0.2751426897,-0.5419686314,0.005508659517,-0.6548287697,-0.54790135,TRUE
