Gene,Gene_HGNC,Sample,CNA,Protein
10409,BASP1,TCGA-24-1474-01,1,-0.8708
10409,BASP1,TCGA-24-1544-01,1,-0.1001
10409,BASP1,TCGA-24-1548-01,-1,-0.2142
10409,BASP1,TCGA-24-1553-01,1,1.1198
10409,BASP1,TCGA-24-1555-01,1,-0.58
10409,BASP1,TCGA-24-1557-01,2,0.2324
10409,BASP1,TCGA-24-1558-01,0,-0.6965
10409,BASP1,TCGA-24-1562-01,0,0.0631
10409,BASP1,TCGA-24-1565-01,0,-0.6842
10409,BASP1,TCGA-24-1920-01,0,-1.0896
10409,BASP1,TCGA-24-1927-01,0,-0.169
10409,BASP1,TCGA-24-2024-01,0,-0.563
10409,BASP1,TCGA-24-2030-01,1,1.6635
10409,BASP1,TCGA-24-2033-01,0,1.1059
10409,BASP1,TCGA-24-2261-01,0,-0.2414
10409,BASP1,TCGA-24-2289-01,1,0.4149
10409,BASP1,TCGA-24-2290-01,0,-1.5832
10409,BASP1,TCGA-24-2298-01,1,0.2
10409,BASP1,TCGA-25-1312-01,-1,-0.5331
10409,BASP1,TCGA-25-1313-01,1,0.9574
10409,BASP1,TCGA-25-1318-01,1,0.0841
10409,BASP1,TCGA-25-1322-01,2,0.5859
10409,BASP1,TCGA-25-1323-01,-1,0.778
10409,BASP1,TCGA-25-1329-01,1,0.2931
10409,BASP1,TCGA-25-1623-01,1,1.7476
10409,BASP1,TCGA-25-1628-01,0,0.8497
10409,BASP1,TCGA-25-1631-01,1,-0.129
10409,BASP1,TCGA-25-2396-01,1,-0.546
10409,BASP1,TCGA-25-2397-01,1,-1.0354
10409,BASP1,TCGA-25-2399-01,0,-0.2846
10409,BASP1,TCGA-25-2404-01,1,0.6138
10409,BASP1,TCGA-29-1688-01,2,-0.1146
10409,BASP1,TCGA-29-1690-01,0,0.7247
10409,BASP1,TCGA-29-1693-01,0,-0.1307
10409,BASP1,TCGA-29-1696-01,1,-0.6287
10409,BASP1,TCGA-29-1697-01,1,-0.256
10409,BASP1,TCGA-29-1698-01,0,0.3151
10409,BASP1,TCGA-29-1702-01,-1,-0.1725
10409,BASP1,TCGA-29-1705-01,0,0.2129
10409,BASP1,TCGA-29-1710-01,0,0.6198
10409,BASP1,TCGA-29-1711-01,0,-0.8975
10409,BASP1,TCGA-29-1762-01,0,-1.1876
10409,BASP1,TCGA-29-1763-01,1,0.7485
10409,BASP1,TCGA-29-1766-01,2,0.8292
10409,BASP1,TCGA-29-1768-01,1,1.0906
10409,BASP1,TCGA-29-1769-01,1,-0.1416
10409,BASP1,TCGA-29-1770-01,2,1.1548
10409,BASP1,TCGA-29-1771-01,0,-0.5748
10409,BASP1,TCGA-29-1785-01,0,0.4947
10409,BASP1,TCGA-29-2427-01,0,0.4443
10409,BASP1,TCGA-29-2431-01,0,0.7685
10409,BASP1,TCGA-30-1887-01,1,0.5595
10409,BASP1,TCGA-30-1891-01,1,0.1507
10409,BASP1,TCGA-36-1569-01,1,0.6489
10409,BASP1,TCGA-36-1570-01,0,-0.0728
10409,BASP1,TCGA-36-1571-01,0,-0.6479
10409,BASP1,TCGA-36-1577-01,0,-0.5101
10409,BASP1,TCGA-36-1578-01,1,-1.9384
10409,BASP1,TCGA-36-1580-01,-1,0.7942
10409,BASP1,TCGA-36-2530-01,0,-1.6609
10409,BASP1,TCGA-36-2532-01,0,-1.1368
10409,BASP1,TCGA-36-2534-01,0,-1.1098
10409,BASP1,TCGA-36-2537-01,0,-0.3237
10409,BASP1,TCGA-36-2542-01,0,-0.5476
10409,BASP1,TCGA-36-2544-01,-1,-0.5516
10409,BASP1,TCGA-36-2545-01,0,-0.3945
10409,BASP1,TCGA-36-2547-01,0,-1.2671
10409,BASP1,TCGA-36-2549-01,0,-0.5323
10409,BASP1,TCGA-59-2348-01,1,-0.6766
10409,BASP1,TCGA-59-2351-01,1,0.3188
10409,BASP1,TCGA-59-2352-01,-1,-0.1204
10409,BASP1,TCGA-59-2372-01,0,-0.831
10409,BASP1,TCGA-61-1724-01,1,-0.6653
10409,BASP1,TCGA-61-1727-01,0,-0.093
10409,BASP1,TCGA-61-1741-01,-1,0.2746
10409,BASP1,TCGA-61-1907-01,0,-1.2882
10409,BASP1,TCGA-61-1910-01,0,-1.0046
10409,BASP1,TCGA-61-1911-01,0,0.068
10409,BASP1,TCGA-61-1914-01,1,-0.2383
10409,BASP1,TCGA-61-1915-01,0,-0.5392
10409,BASP1,TCGA-61-1918-01,1,-0.6933
10409,BASP1,TCGA-61-1995-01,0,0.0457
10409,BASP1,TCGA-61-2008-01,1,-0.1286
10409,BASP1,TCGA-61-2087-01,1,-1.362
10409,BASP1,TCGA-61-2088-01,0,-0.9369
10409,BASP1,TCGA-61-2094-01,0,-0.0406
10409,BASP1,TCGA-61-2613-01,0,1.0811
10430,TMEM147,TCGA-09-1664-01,-1,-0.1859
10430,TMEM147,TCGA-13-1404-01,-1,0.018
10430,TMEM147,TCGA-13-1409-01,0,-0.1154
10430,TMEM147,TCGA-13-1410-01,2,0.0928
10430,TMEM147,TCGA-13-1482-01,1,0.1916
10430,TMEM147,TCGA-13-1483-01,-1,0.0161
10430,TMEM147,TCGA-13-1485-01,0,0.1458
10430,TMEM147,TCGA-13-1487-01,-1,0.0444
10430,TMEM147,TCGA-13-1488-01,0,0.4818
10430,TMEM147,TCGA-13-1489-01,-1,-0.0644
10430,TMEM147,TCGA-13-1492-01,1,-0.1744
10430,TMEM147,TCGA-13-1494-01,-1,0.1671
10430,TMEM147,TCGA-13-1497-01,-1,0.9259
10430,TMEM147,TCGA-13-1501-01,0,0.3853
10430,TMEM147,TCGA-13-1504-01,1,0.339
10430,TMEM147,TCGA-13-1507-01,-1,0.3797
10430,TMEM147,TCGA-13-1511-01,1,0.3955
10430,TMEM147,TCGA-13-2060-01,-1,0.0518
10430,TMEM147,TCGA-13-2061-01,1,-0.1134
10430,TMEM147,TCGA-13-2065-01,0,-0.498
10430,TMEM147,TCGA-23-1121-01,1,0.6136
10430,TMEM147,TCGA-23-1122-01,0,0.2307
10430,TMEM147,TCGA-24-1103-01,0,-0.2007
10430,TMEM147,TCGA-24-1416-01,0,-0.1282
10430,TMEM147,TCGA-24-1422-01,0,0.3729
10430,TMEM147,TCGA-24-1430-01,0,-0.0862
10430,TMEM147,TCGA-24-1431-01,1,-0.0919
10430,TMEM147,TCGA-24-1435-01,0,0.3596
10430,TMEM147,TCGA-24-1436-01,1,0.2779
10430,TMEM147,TCGA-24-1464-01,-1,0.0909
10430,TMEM147,TCGA-24-1474-01,1,-0.0353
10430,TMEM147,TCGA-24-1544-01,0,-0.0452
10430,TMEM147,TCGA-24-1553-01,1,-0.3551
10430,TMEM147,TCGA-24-1555-01,0,-0.2727
10430,TMEM147,TCGA-24-1557-01,1,-0.0555
10430,TMEM147,TCGA-24-1562-01,0,0.1759
10430,TMEM147,TCGA-24-1920-01,1,0.247
10430,TMEM147,TCGA-24-2024-01,0,0.1283
10430,TMEM147,TCGA-24-2030-01,1,-0.157
10430,TMEM147,TCGA-24-2033-01,1,-0.1456
10430,TMEM147,TCGA-24-2261-01,1,0.3979
10430,TMEM147,TCGA-24-2289-01,1,0.4323
10430,TMEM147,TCGA-24-2290-01,0,0.2647
10430,TMEM147,TCGA-24-2298-01,1,-0.1708
10430,TMEM147,TCGA-25-1312-01,1,0.7097
10430,TMEM147,TCGA-25-1313-01,0,-0.0915
10430,TMEM147,TCGA-25-1322-01,2,-0.1026
10430,TMEM147,TCGA-25-1323-01,1,0.533
10430,TMEM147,TCGA-25-1329-01,1,-0.086
10430,TMEM147,TCGA-25-1623-01,1,0.9415
10430,TMEM147,TCGA-25-1628-01,1,-0.3759
10430,TMEM147,TCGA-25-2397-01,1,-0.1356
10430,TMEM147,TCGA-25-2404-01,0,0.2883
10430,TMEM147,TCGA-29-1688-01,0,-0.1272
10430,TMEM147,TCGA-29-1693-01,0,0.1593
10430,TMEM147,TCGA-29-1697-01,1,-0.0915
10430,TMEM147,TCGA-29-1702-01,0,0.2101
10430,TMEM147,TCGA-29-1710-01,2,0.884
10430,TMEM147,TCGA-29-1711-01,0,0.1221
10430,TMEM147,TCGA-29-1763-01,2,0.0258
10430,TMEM147,TCGA-29-1766-01,1,-0.0764
10430,TMEM147,TCGA-29-1768-01,0,-0.1593
10430,TMEM147,TCGA-29-1769-01,-1,0.1304
10430,TMEM147,TCGA-29-1770-01,1,-0.1059
10430,TMEM147,TCGA-29-1785-01,1,0.5033
10430,TMEM147,TCGA-29-2427-01,1,0.2771
10430,TMEM147,TCGA-29-2431-01,0,-0.5223
10430,TMEM147,TCGA-30-1887-01,1,0.3694
10430,TMEM147,TCGA-30-1891-01,-1,0.4481
10430,TMEM147,TCGA-36-1569-01,-1,0.1501
10430,TMEM147,TCGA-36-1570-01,0,0.3787
10430,TMEM147,TCGA-36-1571-01,1,0.3545
10430,TMEM147,TCGA-36-1577-01,0,0.2536
10430,TMEM147,TCGA-36-1578-01,1,-0.1241
10430,TMEM147,TCGA-36-1580-01,-1,0.0732
10430,TMEM147,TCGA-36-2530-01,-1,0.1609
10430,TMEM147,TCGA-36-2537-01,1,-0.1609
10430,TMEM147,TCGA-36-2542-01,-1,0.3068
10430,TMEM147,TCGA-36-2547-01,0,-0.2483
10430,TMEM147,TCGA-59-2348-01,1,0.4331
10430,TMEM147,TCGA-59-2351-01,1,0.7476
10430,TMEM147,TCGA-61-1724-01,0,0.7461
10430,TMEM147,TCGA-61-1727-01,0,0.5344
10430,TMEM147,TCGA-61-1741-01,2,0.0305
10430,TMEM147,TCGA-61-1907-01,-1,-0.0712
10430,TMEM147,TCGA-61-1910-01,0,-0.1089
10430,TMEM147,TCGA-61-1911-01,1,0.6364
10430,TMEM147,TCGA-61-1914-01,1,0.0824
10430,TMEM147,TCGA-61-1918-01,-1,0.0032
10430,TMEM147,TCGA-61-1995-01,0,-0.3054
10430,TMEM147,TCGA-61-2008-01,0,0.1032
10430,TMEM147,TCGA-61-2087-01,1,0.1622
10430,TMEM147,TCGA-61-2088-01,-1,-0.2141
10430,TMEM147,TCGA-61-2094-01,0,0.6267
10430,TMEM147,TCGA-61-2613-01,0,-0.0663
10434,LYPLA1,TCGA-09-1664-01,0,-0.0353
10434,LYPLA1,TCGA-13-1404-01,1,0.216
10434,LYPLA1,TCGA-13-1409-01,0,-0.4012
10434,LYPLA1,TCGA-13-1410-01,1,0.1919
10434,LYPLA1,TCGA-13-1482-01,0,-0.1377
10434,LYPLA1,TCGA-13-1483-01,0,-0.0247
10434,LYPLA1,TCGA-13-1485-01,1,0.2752
10434,LYPLA1,TCGA-13-1487-01,1,-0.1001
10434,LYPLA1,TCGA-13-1488-01,1,0.0048
10434,LYPLA1,TCGA-13-1489-01,1,0.231
10434,LYPLA1,TCGA-13-1492-01,0,-0.0842
10434,LYPLA1,TCGA-13-1494-01,1,0.0429
10434,LYPLA1,TCGA-13-1497-01,1,0.3111
10434,LYPLA1,TCGA-13-1500-01,1,-0.0244
10434,LYPLA1,TCGA-13-1501-01,1,-0.0794
10434,LYPLA1,TCGA-13-1504-01,1,-0.0941
10434,LYPLA1,TCGA-13-1507-01,0,0.0398
10434,LYPLA1,TCGA-13-1511-01,0,-0.0884
10434,LYPLA1,TCGA-13-2059-01,1,0.1884
10434,LYPLA1,TCGA-13-2060-01,1,0.0201
10434,LYPLA1,TCGA-13-2061-01,1,0.1546
10434,LYPLA1,TCGA-13-2065-01,1,0.0441
10434,LYPLA1,TCGA-23-1121-01,1,0.1787
10434,LYPLA1,TCGA-23-1122-01,0,-0.1172
10434,LYPLA1,TCGA-24-1103-01,0,-0.0583
10434,LYPLA1,TCGA-24-1416-01,1,0.4207
10434,LYPLA1,TCGA-24-1422-01,0,-0.1878
10434,LYPLA1,TCGA-24-1430-01,1,-0.1836
10434,LYPLA1,TCGA-24-1431-01,-1,-0.0239
10434,LYPLA1,TCGA-24-1435-01,0,-0.0314
10434,LYPLA1,TCGA-24-1436-01,1,0.225
10434,LYPLA1,TCGA-24-1464-01,1,0.1044
10434,LYPLA1,TCGA-24-1474-01,1,0.3203
10434,LYPLA1,TCGA-24-1544-01,2,0.5732
10434,LYPLA1,TCGA-24-1548-01,-1,-0.5071
10434,LYPLA1,TCGA-24-1553-01,2,0.1587
10434,LYPLA1,TCGA-24-1555-01,1,0.3516
10434,LYPLA1,TCGA-24-1557-01,0,-0.0298
10434,LYPLA1,TCGA-24-1558-01,1,-0.0767
10434,LYPLA1,TCGA-24-1562-01,0,-0.0825
10434,LYPLA1,TCGA-24-1565-01,-1,-0.3684
10434,LYPLA1,TCGA-24-1920-01,0,0.1068
10434,LYPLA1,TCGA-24-1927-01,1,0.2869
10434,LYPLA1,TCGA-24-2024-01,0,-0.1121
10434,LYPLA1,TCGA-24-2030-01,1,0.105
10434,LYPLA1,TCGA-24-2033-01,0,-0.0455
10434,LYPLA1,TCGA-24-2261-01,-1,-0.4855
10434,LYPLA1,TCGA-24-2289-01,1,0.3439
10434,LYPLA1,TCGA-24-2290-01,1,0.5203
10434,LYPLA1,TCGA-24-2298-01,1,0.7798
10434,LYPLA1,TCGA-25-1312-01,1,0.2495
10434,LYPLA1,TCGA-25-1313-01,1,0.2121
10434,LYPLA1,TCGA-25-1318-01,1,0.0725
10434,LYPLA1,TCGA-25-1322-01,2,0.6024
10434,LYPLA1,TCGA-25-1323-01,1,-0.1862
10434,LYPLA1,TCGA-25-1329-01,1,0.2414
10434,LYPLA1,TCGA-25-1623-01,1,0.3392
10434,LYPLA1,TCGA-25-1628-01,1,-0.1929
10434,LYPLA1,TCGA-25-1631-01,0,0.1432
10434,LYPLA1,TCGA-25-2396-01,1,-0.0541
10434,LYPLA1,TCGA-25-2397-01,0,0.2325
10434,LYPLA1,TCGA-25-2399-01,1,0.1213
10434,LYPLA1,TCGA-25-2404-01,0,-0.0129
10434,LYPLA1,TCGA-29-1688-01,0,0.1586
10434,LYPLA1,TCGA-29-1690-01,0,-0.2161
10434,LYPLA1,TCGA-29-1693-01,1,0.1986
10434,LYPLA1,TCGA-29-1696-01,0,0.4138
10434,LYPLA1,TCGA-29-1697-01,1,-0.1624
10434,LYPLA1,TCGA-29-1698-01,1,-0.4615
10434,LYPLA1,TCGA-29-1702-01,1,0.1835
10434,LYPLA1,TCGA-29-1705-01,0,0.0401
10434,LYPLA1,TCGA-29-1710-01,-1,-0.2124
10434,LYPLA1,TCGA-29-1711-01,0,0.0681
10434,LYPLA1,TCGA-29-1762-01,0,0.0265
10434,LYPLA1,TCGA-29-1763-01,1,0.0323
10434,LYPLA1,TCGA-29-1766-01,1,-0.1829
10434,LYPLA1,TCGA-29-1768-01,1,-0.2493
10434,LYPLA1,TCGA-29-1769-01,0,-0.231
10434,LYPLA1,TCGA-29-1770-01,-1,-0.138
10434,LYPLA1,TCGA-29-1771-01,0,0.3609
10434,LYPLA1,TCGA-29-1785-01,0,-0.125
10434,LYPLA1,TCGA-29-2427-01,1,0.4913
10434,LYPLA1,TCGA-29-2431-01,0,-0.1342
10434,LYPLA1,TCGA-30-1887-01,2,0.5263
10434,LYPLA1,TCGA-30-1891-01,0,-0.2211
10434,LYPLA1,TCGA-36-1569-01,-1,-0.3707
10434,LYPLA1,TCGA-36-1570-01,1,0.2244
10434,LYPLA1,TCGA-36-1571-01,1,-0.0433
10434,LYPLA1,TCGA-36-1577-01,0,0.074
10434,LYPLA1,TCGA-36-1578-01,1,0.2427
10434,LYPLA1,TCGA-36-1580-01,1,-0.0522
10434,LYPLA1,TCGA-36-2530-01,0,0.1134
10434,LYPLA1,TCGA-36-2532-01,0,-0.1621
10434,LYPLA1,TCGA-36-2534-01,0,-0.0783
10434,LYPLA1,TCGA-36-2537-01,0,-0.0462
10434,LYPLA1,TCGA-36-2542-01,0,0.1122
10434,LYPLA1,TCGA-36-2544-01,0,0.0597
10434,LYPLA1,TCGA-36-2545-01,0,0.0665
10434,LYPLA1,TCGA-36-2547-01,-1,-0.461
10434,LYPLA1,TCGA-36-2549-01,1,0.2714
10434,LYPLA1,TCGA-59-2348-01,1,-0.0355
10434,LYPLA1,TCGA-59-2351-01,1,0.0386
10434,LYPLA1,TCGA-59-2352-01,1,-0.1425
10434,LYPLA1,TCGA-59-2372-01,0,-0.3336
10434,LYPLA1,TCGA-61-1724-01,0,0.054
10434,LYPLA1,TCGA-61-1727-01,2,1.163
10434,LYPLA1,TCGA-61-1741-01,1,-0.4171
10434,LYPLA1,TCGA-61-1907-01,0,-0.0078
10434,LYPLA1,TCGA-61-1910-01,0,0.0268
10434,LYPLA1,TCGA-61-1911-01,1,0.384
10434,LYPLA1,TCGA-61-1914-01,1,0.4146
10434,LYPLA1,TCGA-61-1915-01,0,-0.0058
10434,LYPLA1,TCGA-61-1918-01,0,-0.073
10434,LYPLA1,TCGA-61-1995-01,0,-0.1392
10434,LYPLA1,TCGA-61-2008-01,0,-0.0393
10434,LYPLA1,TCGA-61-2087-01,0,0.3094
10434,LYPLA1,TCGA-61-2088-01,1,-0.1114
10434,LYPLA1,TCGA-61-2094-01,0,-0.0874
10434,LYPLA1,TCGA-61-2613-01,0,-0.1819
10436,EMG1,TCGA-09-1664-01,0,0.1608
10436,EMG1,TCGA-13-1404-01,0,0.2568
10436,EMG1,TCGA-13-1409-01,0,0.0687
10436,EMG1,TCGA-13-1410-01,-1,-0.1413
10436,EMG1,TCGA-13-1482-01,0,-0.0412
10436,EMG1,TCGA-13-1483-01,0,0.193
10436,EMG1,TCGA-13-1485-01,1,-0.2444
10436,EMG1,TCGA-13-1487-01,0,0.1204
10436,EMG1,TCGA-13-1488-01,-1,-0.0852
10436,EMG1,TCGA-13-1489-01,1,0.5178
10436,EMG1,TCGA-13-1492-01,0,-0.0261
10436,EMG1,TCGA-13-1494-01,-1,0.0126
10436,EMG1,TCGA-13-1497-01,-1,0.2449
10436,EMG1,TCGA-13-1500-01,0,0.0313
10436,EMG1,TCGA-13-1501-01,2,0.0628
10436,EMG1,TCGA-13-1504-01,1,0.041
10436,EMG1,TCGA-13-1507-01,-1,0.1713
10436,EMG1,TCGA-13-1511-01,0,0.0541
10436,EMG1,TCGA-13-2059-01,1,0.2699
10436,EMG1,TCGA-13-2060-01,1,0.2286
10436,EMG1,TCGA-13-2061-01,-1,-0.356
10436,EMG1,TCGA-13-2065-01,1,0.2375
10436,EMG1,TCGA-23-1121-01,1,0.1063
10436,EMG1,TCGA-23-1122-01,1,-0.3419
10436,EMG1,TCGA-24-1103-01,0,-0.2049
10436,EMG1,TCGA-24-1416-01,0,-0.2709
10436,EMG1,TCGA-24-1422-01,1,0.0601
10436,EMG1,TCGA-24-1430-01,1,-0.4913
10436,EMG1,TCGA-24-1431-01,0,0.3499
10436,EMG1,TCGA-24-1435-01,-1,-0.6394
10436,EMG1,TCGA-24-1436-01,1,0.0376
10436,EMG1,TCGA-24-1464-01,1,0.182
10436,EMG1,TCGA-24-1474-01,1,0.2723
10436,EMG1,TCGA-24-1544-01,1,-0.3672
10436,EMG1,TCGA-24-1548-01,1,0.2544
10436,EMG1,TCGA-24-1553-01,2,0.4349
10436,EMG1,TCGA-24-1555-01,0,0.08
10436,EMG1,TCGA-24-1557-01,-1,-0.094
10436,EMG1,TCGA-24-1558-01,1,0.0967
10436,EMG1,TCGA-24-1562-01,-1,0.0552
10436,EMG1,TCGA-24-1565-01,1,-0.1665
10436,EMG1,TCGA-24-1920-01,1,-0.0789
10436,EMG1,TCGA-24-1927-01,0,0.3872
10436,EMG1,TCGA-24-2024-01,1,0.2537
10436,EMG1,TCGA-24-2030-01,1,0.0586
10436,EMG1,TCGA-24-2033-01,1,0.1144
10436,EMG1,TCGA-24-2261-01,0,0.0133
10436,EMG1,TCGA-24-2289-01,2,0.301
10436,EMG1,TCGA-24-2290-01,0,-0.0432
10436,EMG1,TCGA-24-2298-01,1,0.182
10436,EMG1,TCGA-25-1312-01,1,0.3349
10436,EMG1,TCGA-25-1313-01,1,-0.6056
10436,EMG1,TCGA-25-1318-01,1,0.029
10436,EMG1,TCGA-25-1322-01,0,-0.0786
10436,EMG1,TCGA-25-1323-01,1,0.098
10436,EMG1,TCGA-25-1329-01,0,0.1673
10436,EMG1,TCGA-25-1623-01,0,-0.2226
10436,EMG1,TCGA-25-1628-01,0,-0.4645
10436,EMG1,TCGA-25-1631-01,0,-0.0821
10436,EMG1,TCGA-25-2396-01,1,-0.1047
10436,EMG1,TCGA-25-2397-01,1,0.2424
10436,EMG1,TCGA-25-2399-01,0,0.154
10436,EMG1,TCGA-25-2404-01,-1,-0.0964
10436,EMG1,TCGA-29-1688-01,-1,-0.2674
10436,EMG1,TCGA-29-1690-01,1,-0.2327
10436,EMG1,TCGA-29-1693-01,0,-0.4103
10436,EMG1,TCGA-29-1696-01,0,-0.149
10436,EMG1,TCGA-29-1697-01,1,0.4192
10436,EMG1,TCGA-29-1698-01,1,0.5974
10436,EMG1,TCGA-29-1702-01,1,0.0668
10436,EMG1,TCGA-29-1705-01,0,-0.162
10436,EMG1,TCGA-29-1710-01,1,-0.1874
10436,EMG1,TCGA-29-1711-01,-1,0.2885
10436,EMG1,TCGA-29-1762-01,0,-0.1948
10436,EMG1,TCGA-29-1763-01,1,0.2282
10436,EMG1,TCGA-29-1766-01,1,0.1783
10436,EMG1,TCGA-29-1768-01,1,-0.2814
10436,EMG1,TCGA-29-1769-01,2,0.3317
10436,EMG1,TCGA-29-1770-01,-1,-0.3752
10436,EMG1,TCGA-29-1771-01,0,-0.4863
10436,EMG1,TCGA-29-1785-01,0,-0.281
10436,EMG1,TCGA-29-2427-01,-1,-0.3112
10436,EMG1,TCGA-29-2431-01,-1,-0.2477
10436,EMG1,TCGA-30-1887-01,1,-0.1675
10436,EMG1,TCGA-30-1891-01,1,0.0919
10436,EMG1,TCGA-36-1569-01,1,0.0544
10436,EMG1,TCGA-36-1570-01,0,0.2416
10436,EMG1,TCGA-36-1571-01,1,0.8412
10436,EMG1,TCGA-36-1577-01,1,0.2981
10436,EMG1,TCGA-36-1578-01,-1,-0.037
10436,EMG1,TCGA-36-1580-01,1,0.0545
10436,EMG1,TCGA-36-2530-01,0,-0.2403
10436,EMG1,TCGA-36-2532-01,0,0.3386
10436,EMG1,TCGA-36-2534-01,0,-0.4232
10436,EMG1,TCGA-36-2537-01,0,-0.2411
10436,EMG1,TCGA-36-2542-01,2,-0.3196
10436,EMG1,TCGA-36-2544-01,1,0.125
10436,EMG1,TCGA-36-2545-01,0,0.0637
10436,EMG1,TCGA-36-2547-01,1,0.1954
10436,EMG1,TCGA-36-2549-01,2,0.2895
10436,EMG1,TCGA-59-2348-01,1,-0.0668
10436,EMG1,TCGA-59-2351-01,1,-0.1761
10436,EMG1,TCGA-59-2352-01,2,-0.0738
10436,EMG1,TCGA-59-2372-01,1,0.0145
10436,EMG1,TCGA-61-1724-01,0,-0.2196
10436,EMG1,TCGA-61-1727-01,-1,-0.3384
10436,EMG1,TCGA-61-1741-01,1,0.4502
10436,EMG1,TCGA-61-1907-01,1,0.7007
10436,EMG1,TCGA-61-1910-01,-1,0.6562
10436,EMG1,TCGA-61-1911-01,-1,-0.1185
10436,EMG1,TCGA-61-1914-01,0,0.2221
10436,EMG1,TCGA-61-1915-01,1,-0.1156
10436,EMG1,TCGA-61-1918-01,0,0.0896
10436,EMG1,TCGA-61-1995-01,0,-0.1336
10436,EMG1,TCGA-61-2008-01,-1,0.2153
10436,EMG1,TCGA-61-2087-01,0,0.0249
10436,EMG1,TCGA-61-2088-01,0,0.274
10436,EMG1,TCGA-61-2094-01,0,0.0467
10436,EMG1,TCGA-61-2613-01,1,-0.1775
10437,IFI30,TCGA-09-1664-01,0,-0.0905
10437,IFI30,TCGA-13-1404-01,0,0.0268
10437,IFI30,TCGA-13-1409-01,1,-0.9904
10437,IFI30,TCGA-13-1410-01,1,0.221
10437,IFI30,TCGA-13-1482-01,1,0.3274
10437,IFI30,TCGA-13-1483-01,-1,-0.0325
10437,IFI30,TCGA-13-1485-01,0,-0.2849
10437,IFI30,TCGA-13-1487-01,-1,-0.0775
10437,IFI30,TCGA-13-1488-01,0,0.1379
10437,IFI30,TCGA-13-1489-01,1,-0.8079
10437,IFI30,TCGA-13-1492-01,-1,0.2301
10437,IFI30,TCGA-13-1494-01,0,-0.0931
10437,IFI30,TCGA-13-1497-01,1,-0.2682
10437,IFI30,TCGA-13-1500-01,-1,-0.2813
10437,IFI30,TCGA-13-1501-01,1,-0.1217
10437,IFI30,TCGA-13-1504-01,-1,-0.3279
10437,IFI30,TCGA-13-1507-01,-1,0.14
10437,IFI30,TCGA-13-1511-01,0,-0.0915
10437,IFI30,TCGA-13-2059-01,1,-0.5335
10437,IFI30,TCGA-13-2060-01,-1,0.4505
10437,IFI30,TCGA-13-2061-01,1,0.1164
10437,IFI30,TCGA-13-2065-01,0,0.338
10437,IFI30,TCGA-23-1121-01,1,0.6261
10437,IFI30,TCGA-23-1122-01,1,0.3046
10437,IFI30,TCGA-24-1103-01,0,-0.4772
10437,IFI30,TCGA-24-1416-01,1,-0.5616
10437,IFI30,TCGA-24-1422-01,1,-0.0853
10437,IFI30,TCGA-24-1430-01,0,0.4811
10437,IFI30,TCGA-24-1431-01,1,-0.0419
10437,IFI30,TCGA-24-1435-01,1,0.0962
10437,IFI30,TCGA-24-1436-01,1,0.0827
10437,IFI30,TCGA-24-1464-01,-1,0.2431
10437,IFI30,TCGA-24-1474-01,1,-0.238
10437,IFI30,TCGA-24-1544-01,-1,0.0312
10437,IFI30,TCGA-24-1548-01,1,-0.0818
10437,IFI30,TCGA-24-1553-01,1,-0.1489
10437,IFI30,TCGA-24-1555-01,1,-0.0089
10437,IFI30,TCGA-24-1557-01,1,-0.1628
10437,IFI30,TCGA-24-1558-01,1,-0.0585
10437,IFI30,TCGA-24-1562-01,0,-0.0972
10437,IFI30,TCGA-24-1565-01,0,0.1377
10437,IFI30,TCGA-24-1920-01,1,-0.4289
10437,IFI30,TCGA-24-1927-01,0,0.1589
10437,IFI30,TCGA-24-2024-01,0,-0.668
10437,IFI30,TCGA-24-2030-01,-1,-0.5851
10437,IFI30,TCGA-24-2033-01,2,-0.2838
10437,IFI30,TCGA-24-2261-01,1,0.6105
10437,IFI30,TCGA-24-2289-01,-1,0.1654
10437,IFI30,TCGA-24-2290-01,-1,0.0227
10437,IFI30,TCGA-24-2298-01,1,-0.1944
10437,IFI30,TCGA-25-1312-01,1,-0.0623
10437,IFI30,TCGA-25-1313-01,-1,0.1932
10437,IFI30,TCGA-25-1318-01,1,0.0248
10437,IFI30,TCGA-25-1322-01,0,0.201
10437,IFI30,TCGA-25-1323-01,1,-0.047
10437,IFI30,TCGA-25-1329-01,1,-0.101
10437,IFI30,TCGA-25-1623-01,1,1.8155
10437,IFI30,TCGA-25-1628-01,1,0.0239
10437,IFI30,TCGA-25-1631-01,0,-0.2768
10437,IFI30,TCGA-25-2396-01,-1,0.5834
10437,IFI30,TCGA-25-2397-01,0,-0.115
10437,IFI30,TCGA-25-2399-01,2,0.6157
10437,IFI30,TCGA-25-2404-01,-1,-0.0947
10437,IFI30,TCGA-29-1688-01,0,-0.0284
10437,IFI30,TCGA-29-1690-01,0,0.2995
10437,IFI30,TCGA-29-1693-01,0,-0.6907
10437,IFI30,TCGA-29-1696-01,0,-0.7183
10437,IFI30,TCGA-29-1697-01,1,-0.4625
10437,IFI30,TCGA-29-1698-01,1,0.0636
10437,IFI30,TCGA-29-1702-01,1,-0.5473
10437,IFI30,TCGA-29-1705-01,0,-0.6677
10437,IFI30,TCGA-29-1710-01,1,0.5765
10437,IFI30,TCGA-29-1711-01,1,-0.3263
10437,IFI30,TCGA-29-1762-01,0,-0.0462
10437,IFI30,TCGA-29-1763-01,-1,-0.2361
