Gene
A1BG
A2M
A2ML1
AACS
AAGAB
AARS2
AARSD1
AASS
AATF
ABAT
ABCA2
ABCB10
ABCB6
ABCB7
ABCC1
ABCC10
ABCC4
ABCD1
ABCE1
ABHD11
ABHD12
ABHD14B
ABHD16A
ABHD17B
ABHD4
ABI1
ABL1
ABLIM1
ABR
ABRACL
ABT1
ACACA
ACAD10
ACAD8
ACADS
ACADSB
ACADVL
ACAP1
ACAT1
ACAT2
ACBD3
ACBD7
ACE
ACIN1
ACLY
ACO1
ACO2
ACOT13
ACOT7
ACOT9
ACOX2
ACOX3
ACP1
ACP2
ACP5
ACSF3
ACSL1
ACSL5
ACSM3
ACSS1
ACTA1
ACTB
ACTBL2
ACTL8
ACTN1
ACY1
ACYP1
ADAM28
ADAM9
ADAMTSL1
ADAP1
ADAP2
ADARB1
ADCK1
ADD1
ADK
ADPGK
AFAP1
AFAP1L2
AFG3L2
AFM
AGA
AGAP1
AGO1
AGO3
AGPAT1
AGPAT2
AGPAT3
AGPAT4
AGPAT5
AGR2
AGR3
AGRN
AGT
AGTRAP
AHCYL2
AHDC1
AHNAK2
AHR
AHSA1
AIF1
AIF1L
AIMP2
AK1
AK2
AK3
AKAP10
AKAP11
AKAP12
AKAP13
AKAP17A
AKAP8
AKAP8L
AKR1C2
AKR1C3
AKR7A2
AKT1
ALB
ALDH1A1
ALDH1A3
ALDH1B1
ALDH1L2
ALDH2
ALDH3A2
ALDH4A1
ALDH5A1
ALDH6A1
ALDH7A1
ALDOA
ALDOC
ALG1
ALG11
ALG12
ALKBH2
ALKBH4
ALKBH5
ALPL
AMDHD2
ANAPC10
ANAPC2
ANAPC5
ANAPC7
ANG
ANGEL2
ANGPTL2
ANK1
ANK2
ANKIB1
ANKLE2
ANKMY2
ANKRD13A
ANKRD17
ANKRD28
ANKRD54
ANKRD6
ANKS1A
ANKZF1
ANP32A
ANPEP
ANTXR2
ANXA1
ANXA2
ANXA3
ANXA7
AOC3
AP1B1
AP1G1
AP1G2
AP1M1
AP1M2
AP1S2
AP2A2
AP2B1
AP2S1
AP3B1
AP3D1
AP3M1
AP3M2
AP3S1
AP4S1
AP5Z1
APAF1
APBB1IP
APBB2
APC
APEH
APEX1
APIP
APLP2
APMAP
APOA1
APOA4
APOB
APOBEC3B
APOBEC3C
APOBEC3F
APOBEC3G
APOC1
APOC2
APOC3
APOE
APOH
APOL1
APOL2
APOL3
APOM
APOO
APOOL
APPL1
APPL2
APRT
APTX
AQR
ARAF
ARCN1
ARF4
ARF5
ARF6
ARFGAP2
ARFGAP3
ARFGEF1
ARFIP1
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP17
ARHGAP18
ARHGAP21
ARHGAP27
ARHGAP32
ARHGAP4
ARHGAP5
ARHGAP6
ARHGAP8
ARHGAP9
ARHGDIB
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF12
ARHGEF16
ARHGEF18
ARHGEF28
ARHGEF40
ARHGEF6
ARHGEF7
ARID1A
ARID1B
ARID2
ARID3A
ARIH1
ARL1
ARL14EP
ARL15
ARL2BP
ARL4C
ARL5B
ARL6IP1
ARL6IP4
ARL6IP5
ARL8A
ARL8B
ARMC1
ARMC10
ARMC6
ARPC3
ARPC4
ARPC5L
ARPP19
ARRDC1
ARSA
ARSB
ARSD
ARVCF
ASAH1
ASAP2
ASAP3
ASB9
ASCC1
ASCC2
ASCC3
ASF1A
ASF1B
ASH2L
ASL
ASMTL
ASS1
ATAD1
ATAD2B
ATE1
ATF7IP
ATG101
ATG12
ATG13
ATG2B
ATG4B
ATG5
ATG7
ATG9A
ATL1
ATP11A
ATP11C
ATP13A1
ATP2A2
ATP2A3
ATP2B1
ATP2B2
ATP2B4
ATP6AP1
ATP6V0A1
ATP6V0A2
ATP6V0C
ATP6V0D1
ATP6V1B2
ATP6V1E1
ATP6V1F
ATP6V1H
ATP8B1
ATP9B
ATPAF2
ATRN
ATXN10
ATXN2
ATXN3
AVEN
AZU1
B2M
B3GALT6
B4GALT1
BABAM1
BACH1
BAG1
BAG2
BAG3
BAG4
BAG5
BAG6
BAP1
BAZ1B
BBOX1
BCAM
BCAP29
BCAP31
BCAR1
BCAS3
BCCIP
BCKDHA
BCKDHB
BCL2L13
BCL2L2
BCL7A
BCL7B
BCL9L
BCLAF1
BCOR
BCR
BCS1L
BECN1
BEND3
BGN
BID
BIN2
BIN3
BIVM-ERCC5
BLOC1S1
BLOC1S3
BLOC1S4
BLOC1S6
BMP2K
BNIP3
BNIP3L
BOD1L1
BPHL
BPNT1
BPTF
BRAP
BRAT1
BRCA2
BRCC3
BRD1
BRD2
BRD4
BRF1
BRI3BP
BRK1
BRMS1L
BRPF1
BSDC1
BSG
BST1
BST2
BTBD1
BTBD9
BTD
BTF3
BTN2A1
BTN3A3
BUB1B
BUB3
BUD13
BYSL
BZW2
C11orf96
C12orf43
C12orf57
C15orf40
C15orf48
C17orf49
C17orf75
C18orf21
C18orf32
C19orf53
C1GALT1C1
C1QA
C1QB
C1QC
C1R
C1RL
C1S
C1orf116
C1orf174
C1orf198
C1orf35
C2
C2CD2
C2CD2L
C3orf38
C4BPA
C4BPB
C6orf132
C6orf47
C7orf50
C8G
C9orf72
CA5B
CAAP1
CAB39L
CABIN1
CABLES1
CACNA2D1
CACTIN
CACUL1
CAD
CADM1
CADM4
CADPS2
CALB2
CALML5
CALR
CALU
CAMK1
CAMK1D
CAMK2D
CAMK2G
CAMKK2
CAMP
CAMSAP1
CAMSAP2
CAMSAP3
CAND2
CAPN7
CAPRIN1
CAPZA2
CAPZB
CARD8
CARD9
CARHSP1
CARM1
CARS2
CASC3
CASP3
CASP7
CASP9
CAST
CASZ1
CAT
CAV1
CAV2
CBFB
CBL
CBLL1
CBR1
CBR3
CBR4
CC2D1A
CCAR2
CCDC112
CCDC124
CCDC134
CCDC167
CCDC22
CCDC25
CCDC28A
CCDC43
CCDC47
CCDC51
CCDC61
CCDC85C
CCDC88C
CCDC97
CCNB1
CCNDBP1
CCNH
CCNK
CCNYL1
CCT8
CD151
CD163
CD180
CD276
CD2AP
CD2BP2
CD34
CD36
CD38
CD4
CD44
CD46
CD55
CD59
CD63
CD68
CD81
CD82
CD9
CD99
CD99L2
CDA
CDC123
CDC16
CDC37
CDC37L1
CDC40
CDC42
CDC42BPA
CDC42BPB
CDC42EP1
CDC42EP4
CDC5L
CDCA7L
CDCP1
CDH1
CDH11
CDH13
CDH2
CDH3
CDH5
CDIPT
CDK11B
CDK12
CDK16
CDK18
CDK19
CDK2AP1
CDK4
CDK5RAP2
CDK6
CDK7
CDK9
CDKN1B
CDKN2A
CDKN2AIP
CDS1
CDS2
CDYL
CELF1
CELF2
CELSR1
CENPB
CENPC
CENPF
CENPH
CENPV
CEP135
CEP192
CEP290
CEP41
CEP44
CES2
CETN2
CFB
CFD
CFDP1
CFHR2
CFP
CGGBP1
CGREF1
CHAF1A
CHAMP1
CHCHD1
CHCHD4
CHCHD7
CHD1
CHD2
CHD3
CHD4
CHD8
CHEK1
CHEK2
CHERP
CHI3L1
CHID1
CHKB
CHL1
CHMP1A
CHMP1B
CHMP2A
CHMP2B
CHMP4A
CHMP4C
CHMP5
CHMP7
CHP1
CHST14
CHSY1
CHTF18
CIB1
CIC
CINP
CIRBP
CISD3
CIT
CIZ1
CKAP2
CKAP4
CKAP5
CKB
CKMT2
CLASP2
CLASRP
CLCN3
CLCN7
CLDN10
CLDN3
CLDN4
CLDN6
CLDN7
CLEC16A
CLEC4M
CLGN
CLIC1
CLIC2
CLIC3
CLIC4
CLIC5
CLIP1
CLIP2
CLK3
CLMN
CLN5
CLN6
CLPTM1
CLSTN1
CLTA
CLTC
CLU
CLUAP1
CLUH
CLYBL
CMA1
CMC2
CMC4
CMIP
CMPK2
CMTM3
CMTR1
CNDP2
CNIH4
CNKSR1
CNN1
CNN2
CNOT1
CNOT10
CNOT3
CNOT7
CNP
CNPY3
COA3
COASY
COG1
COG2
COG3
COG4
COG5
COG6
COG8
COL16A1
COL18A1
COL2A1
COL4A1
COL4A2
COL5A1
COL5A3
COL6A1
COL6A2
COL6A3
COL7A1
COL8A2
COLEC12
COLGALT1
COMMD10
COMMD3
COMMD3-BMI1
COMMD4
COMMD9
COMP
COMT
COPB1
COPE
COPG2
COPRS
COPS2
COPS3
COPS4
COPS5
COPS7A
COPS8
COQ3
COQ5
COQ6
COQ7
CORO1A
CORO1C
CORO7
COTL1
COX19
COX4I1
COX5A
COX6A1
COX7C
CPB2
CPD
CPE
CPNE2
CPPED1
CPSF2
CPSF3
CPXM1
CPXM2
CPZ
CRABP1
CRB2
CRBN
CREB1
CREBBP
CRELD1
CRELD2
CRIP1
CRIP2
CRISP3
CRISPLD2
CRK
CRKL
CRLF3
CRMP1
CRNKL1
CROT
CRTAP
CRTC1
CRTC3
CRYL1
CSK
CSNK1G3
CSNK2A1
CSNK2B
CSPG4
CSRP1
CST3
CSTB
CSTF3
CTBP1
CTBP2
CTCF
CTDP1
CTDSP1
CTDSPL2
CTIF
CTNNBIP1
CTPS2
CTSB
CTSD
CTSG
CTSH
CTU2
CUL4A
CUL4B
CUL7
CUTA
CUX1
CWC25
CWC27
CXADR
CXXC1
CYB5A
CYB5B
CYB5R1
CYB5R3
CYBA
CYBB
CYP27A1
CYP2S1
CYP4F11
CYP7B1
CYTH2
CYTH4
D2HGDH
DAAM2
DAB2IP
DACH1
DAD1
DAG1
DAGLB
DAPK2
DAPK3
DAXX
DAZAP1
DCAF11
DCAF16
DCAF7
DCDC2
DCK
DCLK2
DCP1A
DCP1B
DCP2
DCPS
DCTD
DCTN2
DCTN6
DCTPP1
DCUN1D3
DCUN1D4
DDA1
DDAH2
DDB2
DDHD2
DDI2
DDOST
DDR1
DDRGK1
DDX17
DDX19A
DDX19B
DDX24
DDX28
DDX39A
DDX39B
DDX3X
DDX42
DDX47
DDX49
DDX5
DDX51
DDX52
DDX55
DDX59
DDX6
DDX60
DDX60L
DECR2
DEF6
DEFB1
DEGS1
DENND1A
DENND4C
DENR
DEPDC5
DERA
DES
DFFA
DFFB
DGCR8
DGKZ
DHFR
DHODH
DHPS
DHRS1
DHRS11
DHRS13
DHRS2
DHRS3
DHRS4
DHRS7B
DHRSX
DHTKD1
DHX15
DHX29
