Gene,Entrez ID,Regression Coefficient (Effect Size),P-value,Sample Size,R-squared
WWOX,51741,0.17080151209677422,0.00014533490659159173,104,0.13252991403636938
ARID4B,51742,0.09620014059304702,3.1569725019922683e-06,119,0.17006886480964567
RSF1,51773,0.15011532258064506,1.910018993491874e-08,119,0.23744305644979025
PEPD,5184,0.13278165004156273,6.357007762365153e-09,119,0.2513087526837906
PFKP,5214,0.14842029096477796,0.004353583056725574,119,0.06740482291018302
ATP6V1B2,526,0.12533828295419133,5.455981335292036e-05,119,0.13043082673985396
SERPINB6,5269,0.13157620315944166,0.0034969029212732557,119,0.07058565073878564
ATP6V1C1,528,0.18620098814229247,1.278067125327694e-08,119,0.24253341829804698
PIK3CA,5290,0.11827940513109671,1.8969730779738669e-06,115,0.18268526994452694
PIK3CB,5291,0.12603464831290914,0.0006169423028634772,114,0.09980523832731936
PIK3R2,5296,0.12344835428571432,1.9586328741104554e-05,117,0.147170283734815
PI4KB,5298,0.16864977232924686,1.1017419910487917e-08,119,0.24440658828933293
PIN1,5300,0.2164047813996602,1.0003952980311981e-26,119,0.6256965903413436
PLEC,5339,0.2598543799772468,5.913002069470605e-11,119,0.3077108279623728
PLSCR1,5359,0.1946733015160022,0.01713401398873253,119,0.04760587609861311
CHRAC1,54108,0.12586593910291388,0.00153486414678623,116,0.08462521200940754
DCUN1D1,54165,0.21648973772858512,1.2967930398238045e-16,119,0.4442766403248477
POLR2H,5437,0.18933272683163516,7.779605207312166e-13,119,0.3563418154632556
POLR2I,5438,0.0672366798490023,0.005391675781866848,119,0.06430207947653888
XRN1,54464,0.10978862506902266,3.842915561866389e-08,119,0.22851194845043776
PLEKHA5,54477,0.24927664424514204,8.228963262226723e-11,119,0.3038597058078636
MTMR12,54545,0.23360713028169014,3.2775145563336394e-11,119,0.3145364566917259
DDX49,54555,0.11741785639522714,0.0003514133667354691,117,0.10556261724516114
EGLN1,54583,0.10065122816593886,0.00336890039998705,119,0.07112708203480977
TRIT1,54802,0.12883744959677418,0.003948281068166396,78,0.1041867767002993
GATAD2A,54815,0.12657066796790287,9.666289675953728e-07,119,0.18611442157374924
ESRP1,54845,0.20689281934087067,1.1161814816015903e-11,119,0.3268326005655726
FBXL12,54850,0.1312903379549393,0.0008510034355177638,70,0.1519507960441976
CC2D1A,54862,0.23936480819245778,1.199492166749135e-15,119,0.422970604365561
NSUN2,54888,0.21702727272727257,8.617825344192833e-14,119,0.3797778596217857
NCAPG2,54892,0.14932248587570626,8.916505546070862e-05,109,0.13424448417365475
CDKAL1,54901,0.20181198273954415,1.854914669541979e-13,117,0.37678537734974926
YTHDF1,54915,0.20018869426751598,5.7563085646165246e-08,119,0.22330767352905156
CHCHD3,54927,0.0620508733624454,0.021690545312511224,119,0.04423065778017188
TMEM161A,54929,0.12278132747933886,0.00018561477752232714,109,0.12293877997684477
PIGX,54965,0.13624110942249237,0.00024854586821480634,103,0.12501982073268303
PAK1IP1,55003,0.20107989163154716,3.911960976722933e-10,119,0.2854213839268025
TTC38,55020,0.2092477401129943,0.00023355123114351844,119,0.10971707788844265
PPP1R2,5504,0.2041380374862183,5.027656469600408e-17,119,0.45311640177823376
OXR1,55074,0.2042047892720305,1.6578021563189868e-09,119,0.2679367542628225
GPATCH1,55094,0.22403749999999992,4.4731337780759295e-11,114,0.32235589773460926
SAMD4B,55095,0.2323527310257225,8.25933159462054e-15,119,0.4038484073382622
WDR70,55100,0.14814032044491526,1.5013455454410889e-06,119,0.18017505689724234
RBM28,55131,0.18159141961918526,2.685143056223315e-08,119,0.23310331090385505
ELP3,55140,0.1260677992607336,1.333022745136889e-06,119,0.18178261430098863
FAIM,55179,0.1261536,0.003633100563221458,117,0.07120946764630876
PPP2R2A,5520,0.3433422830923249,5.947788175202535e-19,119,0.4927115966554212
MAP1S,55201,0.21446309626128054,3.708063946464626e-15,119,0.4118589171676428
GOLPH3L,55204,0.2125968739439,6.75696187957835e-08,119,0.2212347398806327
CCDC25,55246,0.254916363377879,5.2546877229640035e-15,119,0.40838480425504065
KLHL26,55295,0.1079978866474544,0.005767182573062477,79,0.09482033276740065
CCDC91,55297,0.2769335244417623,1.407067075964472e-13,119,0.374628168987432
C5orf22,55322,0.23030748244192328,7.71967058563898e-06,119,0.15777982062572926
ABCF3,55324,0.20891040664100086,4.1896803718328195e-15,119,0.41064423586742715
AGPAT5,55326,0.17545202588632525,6.728197641735605e-05,119,0.12746351825469493
LSG1,55341,0.12777220670391065,8.640612830423718e-09,119,0.2474636788866842
PPT1,5538,0.22834866143317237,3.74745213468605e-06,119,0.1677233035509922
PRCP,5547,0.12210823468328144,0.005547908594072839,119,0.06388782597693765
PARL,55486,0.2837536212704523,6.02811367987417e-11,119,0.307486721236082
ETNK1,55500,0.24079050197570612,5.429167850247995e-08,114,0.2328383571454289
RBM38,55544,0.16538726572958493,0.0009881900201981128,119,0.08892070966523813
MED29,55588,0.13581375537684678,0.00031698525729998214,111,0.11264236584123677
TRMT1,55621,0.2530626426989266,3.98732205878016e-11,119,0.31227591072968075
POMGNT1,55624,0.14798380281690143,9.821311433481149e-05,116,0.12510826233882066
CHD7,55636,0.13286557501904045,0.008406417484797878,84,0.08167756184991393
PRKACA,5566,0.15122934782608702,3.4149209947034015e-08,119,0.2300268908114278
MFN1,55669,0.14439855625170253,3.88693099577163e-06,119,0.1672227171697429
TRMU,55687,0.22678465553235896,9.269382327162958e-06,101,0.18089061359354075
MAP7D1,55700,0.1496148275862069,6.949278262188757e-06,119,0.1592320359778897
ASF1B,55723,0.23364609038737444,1.8069287063838333e-05,105,0.1641683256872285
ARFGAP1,55738,0.22485709483368732,4.72071676446624e-10,119,0.2831681730536587
NUP133,55746,0.055317108650875337,0.007928196579618041,119,0.05871556192284344
AGK,55750,0.1930259933380918,1.418702158365828e-09,119,0.2698414947119263
INTS9,55756,0.11190081395348839,0.00023517741403838115,113,0.11521253565745637
PRKCI,5584,0.19236057457212719,7.28431469634475e-07,119,0.18991195395005322
ITFG2,55846,0.09386353996737357,0.027276317647074635,101,0.04826895229604944
USE1,55850,0.17468133347031026,6.489148473894033e-07,117,0.194454614757414
ACOT13,55856,0.17715515743756782,7.5981616228650284e-06,119,0.15799909199290674
PBK,55872,0.20538634714242515,0.0021877858516729733,113,0.08142134086651309
PRKCSH,5589,0.17667706242158096,2.667573959006559e-10,119,0.28999160529312373
CMAS,55907,0.38630477528089885,5.961843631754443e-09,119,0.25211051831333386
BIN3,55909,0.09122333333333339,0.026336753359215145,63,0.07830656024825067
DMAP1,55929,0.06916114150708776,0.00751545994331714,119,0.05948942537758872
SLC50A1,55974,0.1820629255989911,0.013220399420268012,59,0.1029543780658565
PPAN,56342,0.09232255740657364,0.000316265510211471,119,0.10536372794181903
ZC3HAV1,56829,0.0856777791878173,0.0001884669138221721,119,0.11279012032460312
GRIPAP1,56850,0.06809361913357398,0.0010730965324910054,119,0.087726866459785
UBQLN4,56893,0.19429883548983376,1.4471522206233719e-09,119,0.26959893172747906
WRNIP1,56897,0.1855667523879501,4.111154199806075e-10,119,0.284826535683499
MCCC1,56922,0.10079393239299615,0.0056504433659553535,119,0.06362227270773202
ENY2,56943,0.04735922300706355,0.04851254171076886,119,0.032856337160209526
OTUD7B,56957,0.20017884962134871,9.72766991320227e-07,113,0.19507424130937934
BBX,56987,0.12932933509633543,0.0001787913834932105,117,0.11540839095576694
CCNL1,57018,0.08258656139220108,0.03810471005489648,111,0.03885833266686456
PSMC4,5704,0.03820874220872624,0.0007124777122354026,119,0.09365380128309864
PSMD2,5708,0.08084813197476953,5.398466816969064e-06,119,0.16271225914594045
PSMD8,5714,0.03906634154141349,0.005915228051028401,119,0.06295828730672104
SLC44A2,57153,0.19447390699830072,3.2615259543341385e-08,119,0.2306158354716178
ACTR3B,57180,0.12211915433403803,0.015767560611829035,96,0.06043236476869107
PBXIP1,57326,0.26285169187898094,7.946486283070035e-06,119,0.15737948451492434
MRS2,57380,0.22920686603600848,1.8624357986408285e-06,74,0.2722975532044708
GATAD2B,57459,0.10934489339752407,1.6637438517893283e-05,119,0.14711558953699344
PTK2,5747,0.23352775000000006,1.8191707556384273e-15,119,0.41889414857104246
ZNF512B,57473,0.2638900741489721,7.911896847291135e-09,119,0.24856931276928085
ESYT2,57488,0.13644039592316745,1.0530723308930875e-08,119,0.24497582926459804
CGN,57530,0.1883799299474605,9.882990529897265e-05,119,0.12200317222181711
PTK7,5754,0.08925797919433379,0.008523990184712487,119,0.0576672283836559
NCEH1,57552,0.15798218517497936,0.0035325399146890653,119,0.07043844007880595
DOCK6,57572,0.12641881067961164,2.1736878773492806e-05,119,0.1433793812176316
ZNF687,57592,0.075800290866783,0.013408359659218475,114,0.053359757566636135
PTMS,5763,0.20495358214928963,2.4851341141858797e-06,119,0.17333342590106704
GRAMD1A,57655,0.13179109096938213,4.452919790468575e-05,112,0.14118989791334868
PTPN6,5777,0.1121123129115945,0.0009205263029692814,119,0.08994763787176285
SUGP1,57794,0.1291423305714893,4.3214119917931383e-10,119,0.28422866742527353
CCAR2,57805,0.26377486983154663,2.4095959853208446e-18,119,0.48054096838411875
PTPRA,5786,0.1659897477931904,1.9167361704622785e-10,119,0.2939152484066955
PTPRF,5792,0.18032601880877744,1.1429058900213195e-05,119,0.15234293450444547
PTX3,5806,0.3533230410447762,0.0018753017054840857,105,0.09000378498666117
PEX5,5830,0.12413628745024095,2.5273377484872018e-08,119,0.23387659806016148
EPS15L1,58513,0.15896010776292147,1.2757176891820426e-10,119,0.2987198517582399
WIZ,58525,0.19780204751131225,2.9737640167778515e-09,113,0.2727749418221945
BCAT1,586,0.21692354822205182,0.02886545194591866,119,0.040162680050341404
RAB2A,5862,0.16700018652076587,2.9461488178559157e-10,119,0.2888085643381576
RAB6A,5870,0.13459792878752613,8.874722271388509e-08,119,0.21769743690903298
RAD23A,5886,0.24480553034123384,2.735146404539317e-17,119,0.4587230433297801
RAP2B,5912,0.10299551609990976,0.03684537193774085,119,0.03671212200306728
RASA2,5922,0.08026499315381104,0.004408781997073076,114,0.07012799331866693
RB1,5925,0.2919359437250995,1.595947380765633e-08,119,0.23972296891829836
KDM5A,5927,0.06087039561416502,0.03803581830275509,110,0.03924011143434902
UBL5,59286,0.18951192331351233,2.0023126679647384e-14,101,0.4479160156608065
RBP1,5947,-0.16275909636745722,0.0357545504940423,119,0.037135597148776234
RECQL,5965,0.1602754374158815,1.4131308179977583e-07,119,0.21162930357763798
UPF1,5976,0.14281853512705533,5.0715384148169265e-17,119,0.45303595625136994
BCL2L1,598,0.1512896385542169,0.004173297213883336,119,0.06801865322610712
RFC4,5984,0.13423282674772033,1.9633046486249305e-05,119,0.14480334147638196
RFX1,5989,0.17464443612774447,4.017637388367912e-10,117,0.2892797560218866
RFX5,5993,0.14638607247796287,0.0015043486596153265,114,0.08637892684905091
RHEB,6009,0.2378422110552764,8.568166607336253e-14,119,0.3798383173103417
EXOC4,60412,0.03928543622624227,0.007932970775495814,119,0.05870684988788155
CCDC90B,60492,0.19705659259259264,1.885547046848436e-09,119,0.26635905515561775
FASTKD5,60493,0.16272790668348042,3.7266377819030705e-05,119,0.13581059981282062
MRPS12,6183,0.06929842696629208,0.006313331462572908,119,0.06201418408129189
BDH1,622,0.30571085709733925,4.3758616712121e-08,119,0.22684260915938959
RREB1,6239,0.09367409638554221,0.0005431889156127603,116,0.10001773467644082
S100A1,6271,0.5509474256475856,0.0004054278928468643,119,0.10178983448107959
S100A6,6277,0.224703693636073,0.036242376206596,119,0.03694458976801773
S100A13,6284,0.2717058842340902,0.00013652882150582888,119,0.11739826673535525
SBF1,6305,0.14025441409691625,6.57051530240363e-06,116,0.16386715203761537
BICD1,636,0.25575926614812305,1.2909518373716583e-06,119,0.1822157092621134
SDHA,6389,0.12388873587570622,2.6011701852559878e-05,119,0.14086384627905113
SH2D4A,63898,0.22124605796198188,5.0098309306778695e-06,119,0.16373979247638903
BLOC1S5,63915,0.07705979017347048,0.000927311176711242,116,0.09210295878118469
MCUR1,63933,0.18134380696424401,1.5756602172736325e-07,117,0.21345142372439185
KIF13A,63971,0.08955729691876746,0.013770915586736009,107,0.05640483166272747
C19orf33,64073,0.46602636198223285,1.0928881463589166e-05,104,0.1734891033957494
GOLPH3,64083,0.1729582219419924,5.1078576611338e-08,119,0.22485025330644193
RRAGC,64121,0.15273220910623947,1.0217252368965394e-09,119,0.2738408206680233
TFB2M,64216,0.24355623910336227,2.692508499546751e-10,117,0.29411317451798413
TRA2B,6434,0.09916004283137968,2.6095510263228652e-06,119,0.17266778772802482
NOM1,64434,0.1852966853207061,1.7554506322613548e-06,113,0.18676068454921735
SHC1,6464,0.12890536296900493,0.001405627877159484,117,0.08521410341129643
C6orf132,647024,0.17409792022792026,0.00028750508798190417,106,0.11930688667090183
WDR13,64743,0.06058167701863353,0.00804033777601222,119,0.058512307316741285
SMYD3,64754,0.2302587585481326,3.9900701321934415e-07,115,0.2042061728990543
FNDC3B,64778,0.09862379983726607,0.00549304297946071,119,0.06403195314275112
DEPTOR,64798,0.18381231660930986,2.8667024863673005e-05,119,0.13949976100530548
ST6GAL1,6480,0.15515311158798292,0.0018379175820829124,119,0.07992434191052711
ST3GAL1,6482,0.1657790010741138,0.02086560631602319,88,0.060520780491020276
ELOVL1,64834,0.2433775390345222,7.065943908464441e-08,110,0.2367497901314327
PPP1R3G,648791,0.2064678947368421,0.0043403227536105635,84,0.0949969679540269
KRI1,65095,0.2536089696777266,3.718876964108679e-15,119,0.41182998127785053
INTS3,65123,0.06630748265609515,0.014894008747491968,119,0.04961773063606967
WNK1,65125,0.16446318129988596,1.9745780481276378e-08,119,0.2370205088829226
SLC2A1,6513,0.24738227202130036,0.000944413616156724,119,0.08957676718056551
SLC4A2,6522,0.14970883620689657,4.345681611913798e-05,119,0.1336445369698871
C8orf33,65265,0.20469093260525933,4.2479697255472073e-05,104,0.1521765385655297
GPR89A,653519,0.09879452173913046,0.004899835411565762,119,0.06568961734770917
HLTF,6596,0.20291911029218218,6.297690447051241e-09,119,0.25142591959147065
SMARCA4,6597,0.06584732899943471,0.02152695037933983,119,0.04433878380207956
MTMR9,66036,0.08017924028268553,0.018182273477325827,98,0.05673813329065136
SNTB1,6641,0.1665514755857628,6.514158438935774e-06,119,0.1601242271466703
BNIP3L,665,0.1312159090909091,0.02241765320055136,54,0.09625831088580694
SPAG1,6674,0.19909004711425213,0.00460418825521576,73,0.10762759543870004
BPHL,670,0.27921989355845106,6.081340475264135e-10,119,0.280121022666148
SQLE,6713,0.16944552845528452,0.00044482784733013695,119,0.1004535809707835
BRAF,673,0.11618829398538506,0.0004854745877827733,107,0.10993321855426486
SSBP1,6742,0.24830338475708036,5.3230812916669706e-11,119,0.3089312712765533
SSR1,6745,0.1345563541870954,3.222535037545197e-08,119,0.23076988722827152
SUPT5H,6829,0.18245154990700554,2.1916849496081662e-11,119,0.3191548273490248
BST2,684,0.2449724177666039,1.176747667024337e-06,119,0.18346555177826296
TAF2,6873,0.055800710253141504,0.025618935667442933,117,0.04257312645492051
TAF4,6874,0.1075346169772257,0.00496975329812477,107,0.07272323796976277
TARBP1,6894,0.26840229276895944,1.3006057565716245e-07,103,0.2421209988728431
TBCE,6905,0.1294693045256968,2.3215663524339785e-05,119,0.14245780899993055
TCEA1,6917,0.17676856151990347,7.553404565496362e-07,119,0.18942587826969337
PRDX2,7001,0.16531106695975656,1.3841255681749366e-05,119,0.14968007069614742
TFRC,7037,0.21577954796030868,0.00041947286715968883,119,0.10129926318934912
THBS3,7059,0.12168005349636997,0.04034135250101675,119,0.035437346404279535
SEC62,7095,0.20322021660649825,2.9154960796625294e-09,119,0.2609942047166972
TPD52L2,7165,0.2543261206606,2.3803964455483772e-11,119,0.31820930911335676
TPI1,7167,0.18089075445267166,2.4146176283342788e-08,119,0.23445865418322942
TPM4,7171,0.11762837914156629,0.0031489892245115053,119,0.07210722404707459
TPMT,7172,0.1847961595273264,3.551423577479043e-05,119,0.1364886256801643
TRIO,7204,0.1477988691852995,9.128346890447563e-08,119,0.2173310406959913
TRPS1,7227,0.16490372905357567,0.0003663611017307057,113,0.10853878998958455
TSNAX,7257,0.10463955696202527,0.0008115650852307612,119,0.09177071909489043
MROH1,727957,0.3930186708860763,6.754112097598069e-15,117,0.41124744678179204
TYK2,7297,0.0881559322033898,0.012015606021994906,77,0.0811871363457245
UBE2H,7328,0.18234399641577065,3.1532041514678807e-06,119,0.17008518503999748
SLC35A2,7355,0.10138849085365853,0.0033108553659868603,87,0.09705738794793617
USF2,7392,0.09712110507246378,8.714721606014749e-05,117,0.12581200935919434
UVRAG,7405,0.07068476073619634,0.011100151045718576,113,0.05669162555977747
WRN,7486,0.11156714665485158,0.034853834731183767,81,0.055136318415058505
YWHAZ,7534,0.2826349447513811,6.738563970908773e-16,119,0.4285686538829565
CA8,767,0.20404176367869606,0.03497419300266595,114,0.0390927054982908
ZNF121,7675,0.2592787124463518,9.660218157268439e-09,102,0.28157095455919523
ZNF146,7705,0.13914762812872464,0.00021355477286337936,68,0.18880508960007059
ZYX,7791,0.0746107421875,0.041780913135771196,119,0.03494533084687235
DDA1,79016,0.07453635972461273,0.02030054109108859,116,0.04634304039081072
ERI3,79033,0.15032157423526482,8.651876524383783e-06,119,0.15620291095570427
ALG8,79053,0.12601024753792914,0.041762191598030664,105,0.03962945485322811
C1orf50,79078,0.2734207653550863,8.007185840870058e-14,117,0.38570474485034467
ALG12,79087,0.26350922818791944,4.538043028439263e-06,68,0.2744947493950546
DEK,7913,0.16449076809453467,1.5645466733577838e-06,119,0.1796170126628608
DERL1,79139,0.16019888082274647,8.531922611054227e-06,109,0.1697587269294858
ALDH5A1,7915,0.2310837785016287,1.3168135054071504e-05,119,0.1503739182002748
C1orf35,79169,0.14849013581129383,3.761774899043829e-05,116,0.13900270932443182
RBM42,79171,0.16348988180515758,0.00021135155007796465,119,0.11114883866165082
CRELD2,79174,0.15113436376707406,0.008072104262223437,116,0.05995296878045464
ATP13A3,79572,0.07375211492418202,0.01222731091862993,100,0.062354275777895984
PLEKHF2,79666,0.18480975515463915,2.023678112199497e-06,117,0.1789104686731563
COLGALT1,79709,0.17378790069138914,7.876739094848351e-06,119,0.15750137591163316
PPCS,79717,0.26930909696028404,1.0199374051114724e-08,119,0.24537840016527823
TBL1XR1,79718,0.2012522617773019,8.949130071236441e-10,119,0.2754496781159531
NARS2,79731,0.2602549029417649,6.462823335834269e-14,119,0.3827814572395404
SNIP1,79753,0.13569023982701003,8.217600205705873e-10,119,0.2764832368860445
GSDMD,79792,0.2202291009463723,6.626372436163333e-07,119,0.19117930003806005
ARHGEF5,7984,0.24372322766570598,4.859222613819266e-15,116,0.41732392544700425
LPCAT1,79888,0.15073752938410903,0.0002029319802780867,119,0.11173123509847993
TUSC3,7991,0.17920267119961136,0.017226586545374113,93,0.0607596540130243
PYROXD1,79912,0.14713430623471888,0.0019425699391747062,109,0.08621967760582971
KIAA0319L,79932,0.2658870860927153,7.626370332553564e-11,117,0.3091465416615097
SLC35E1,79939,0.14834003524945766,9.068779703315679e-06,105,0.17482521545288554
GRHL2,79977,0.13621913477537434,0.000233291571197762,119,0.10973303095231035
DOCK5,80005,0.12959785261102977,0.002440642106528064,108,0.08337198263373846
TARS2,80222,0.3195058731265249,1.4198881276377726e-11,119,0.32410366433391424
PAAF1,80227,0.0807335341102527,0.018946353057879103,114,0.048184329876650445
TRABD,80305,0.12715979166666663,0.0015322908351940055,99,0.09880076428973861
FLAD1,80308,0.11216751592356686,0.0013934024135700536,119,0.08394109977025666
DNAJC5,80331,0.19215901584091685,2.6381096548939703e-06,119,0.17251942070787318
USP5,8078,0.23014718831298786,2.7803248761577367e-16,119,0.4370600982501769
MLF2,8079,0.15853186194182722,4.707975374655995e-05,117,0.13466552835550627
SH3BP5L,80851,0.165488474350433,0.0021390442813982915,58,0.15617767649437386
FXR1,8087,0.19015448283913136,6.557402175652704e-13,119,0.35819238874287884
ACTN4,81,0.2314864669247602,8.166260536591416e-16,119,0.42670900982842075
SLC25A32,81034,0.17974968076616127,0.0001615692521601969,93,0.1455093520342915
CLPTM1L,81037,0.2140403679653679,5.35953587526635e-11,117,0.31329602267865775
CALR,811,0.12890996334555152,4.802543094688501e-06,119,0.1643205158803196
HM13,81502,0.24549856938483547,8.119440984814558e-07,119,0.18845684733868873
TXNDC5,81567,0.15955364777407322,0.00010758270206015737,119,0.12079525605728658
CLPB,81570,0.10997368534482757,1.5188522202541451e-06,119,0.18001819216542614
SNX27,81609,0.1235121541155866,3.835190470579592e-07,119,0.19846745279018763
ANP32E,81611,0.15897316138027184,0.0010385949838005444,119,0.08820022967140506
SHARPIN,81858,0.16590367463026165,6.629318448762123e-06,119,0.15988249917815867
QTRT1,81890,0.13179935707220572,1.5842949427835121e-07,117,0.21337882653010642
PICALM,8301,0.06373028662420382,0.00835694633343347,119,0.05795351275088945
EPPK1,83481,0.30361115859449195,8.341522917098396e-07,119,0.18809474256292136
CASP2,835,0.12831747709654687,3.052676420479542e-07,117,0.20462396873746302
TMUB1,83590,0.18178034523342496,2.9023870077160977e-09,113,0.27308618141246244
SELENOO,83642,0.14717410207939502,0.010496661839222227,106,0.06130922278478301
TRAPPC9,83696,0.07376478135906382,0.0003530873887337152,119,0.10377973903465298
RIOK1,83732,0.2335666112784297,3.569322940452024e-11,114,0.3250343318759773
TATDN1,83940,0.20979386706258568,2.574662087792783e-07,119,0.20374332031755893
DTNBP1,84062,0.09837231031714179,4.9093601505621345e-05,119,0.1319229008944629
ANKRD27,84079,0.1803725,7.530025045467387e-05,75,0.19438091873026364
ANXA9,8416,0.21009185077870332,0.049050958575693505,117,0.03326406918551983
MAF1,84232,0.17702018129170333,1.9661613823839574e-07,112,0.2189789388884602
TMEM126A,84233,0.1657611111111111,2.7223376499980644e-09,119,0.2618404082501169
MRI1,84245,0.2820044622425631,1.075893777265599e-12,119,0.3528170503156345
FYTTD1,84248,0.1604582842122032,4.17367050480146e-06,119,0.1662470460827511
FBXW9,84261,0.21365475877912693,3.15762728326867e-07,85,0.2716132816188471
NTPCR,84284,0.3146883954533439,1.5447449735243332e-10,119,0.29646545268344127
WDR83,84292,0.06040994702766334,0.03294173630758074,91,0.05009838113165488
UTP23,84294,0.18256678000251853,5.233012673573057e-05,106,0.14621241639003413
PDCD2L,84306,0.182825431455552,5.826809789376486e-06,89,0.2113832682231649
ACBD6,84320,0.1452972727272728,0.00010352827660759892,119,0.12134219202171026
GNPAT,8443,0.12226792152704137,0.00043502673926342796,119,0.10077466757560083
CUL1,8454,0.11560691275167788,4.064319030607985e-13,119,0.36334465588961695
ZGPAT,84619,0.2767285964604871,9.633859828541705e-09,116,0.2517031262876769
GTPBP3,84705,0.22064188243526936,0.0003566849090934253,67,0.1792923211923102
CDC42BPA,8476,0.14867641991924627,3.877261860932089e-05,119,0.13525246949268432
LRCH3,84859,0.09282624595469252,0.00013239916511371085,119,0.11783658036356526
PARP10,84875,0.22501251422070537,1.95892126861388e-12,119,0.34625382194406973
C1orf198,84886,0.09332366508247136,0.0330870621854609,117,0.03888459049126625
ALG10,84920,0.2013449008498584,1.292390408178975e-05,117,0.1530528012149237
NUDCD1,84955,0.22097025227043382,7.431209248891916e-19,119,0.49079343961470956
PPFIBP1,8496,0.13916905336147117,0.00010652153097208364,119,0.12093640861945865
RBM17,84991,0.0670794275075634,0.0008890482310822961,119,0.09045126275661342
PPFIA1,8500,0.17738863343360542,2.42523268776904e-12,119,0.34389971730142876
RHPN2,85415,0.3108033906399237,4.5695364091750105e-11,119,0.3107001260021427
HELZ2,85441,0.1423895923167386,0.006774166462659847,111,0.0653401211786181
TSPYL5,85453,0.2305756443634469,0.0035884906643569156,119,0.07021028982546229
GFM1,85476,0.23849272540983613,6.538337350063275e-09,119,0.250957143478983
ACTL6A,86,0.13188503747323335,2.503746408485367e-07,119,0.20411197577771967
RFXANK,8625,0.11648767833981838,0.002380078004277921,54,0.16406123982090182
AKR1C3,8644,0.17556617427835747,0.002602116325733612,116,0.0767780145037803
EIF3G,8666,0.07295114813147233,1.3536734568659166e-05,119,0.1499897429192416
STX10,8677,0.1421045474325501,2.04617822297518e-05,107,0.15939232814858317
DGAT1,8694,0.15808063708759956,1.100915771702381e-06,119,0.18436340763275894
B3GALNT1,8706,0.27700558490566024,0.031542682944041285,54,0.08584923164420466
URI1,8725,0.10740139549978366,8.44607545203129e-05,115,0.12835745871934834
EED,8726,0.1041670304365239,0.0027686346805549347,119,0.0739763506075799
RIPK1,8737,0.1154935033951183,7.979903542994739e-08,119,0.2190780612606713
TNFSF10,8743,0.3921268260641092,9.804718628143845e-06,81,0.22041622318121512
PABPC4,8761,0.21922622659176041,6.76420385493208e-10,119,0.27883704594033276
FADD,8772,0.10016120322122216,0.0018157448088558991,116,0.08212811893443162
PEX11B,8799,0.15444460869565219,8.486641355094736e-05,119,0.12416881890060516
TRIM24,8805,0.10984390962671906,0.00347316985045941,119,0.0706845237262852
GMPS,8833,0.15707014795474322,3.1354973604069198e-06,119,0.17016212944353837
FCGBP,8857,-0.1082111404435058,0.024581452508122343,119,0.0424462845488609
EIF2B3,8891,0.10656500249003982,6.133564270878139e-06,119,0.16095425284528675
EIF2B5,8893,0.06339039942252161,0.01510474747179061,119,0.04941578478385977
AP1M1,8907,0.0743107011070111,0.000196929100060099,119,0.11216128292138361
CCNE1,898,0.3201172323759791,0.0003082063716174809,48,0.24878130034381563
SELENBP1,8991,0.26612179532577906,0.0006466181061186594,119,0.09505553074736928
KLC4,89953,0.16638165117308548,8.803210692369601e-08,119,0.21780261122604672
OTULIN,90268,0.1654521488397639,2.5636900613939447e-07,116,0.2085806201680438
SAMD1,90378,0.14845300707547174,0.0037494032160261224,69,0.11866958765466684
ZNF622,90441,0.11580820283370612,0.00040636348488781943,117,0.10343863691151622
ERI1,90459,0.2770324977210576,2.5568072828545684e-15,111,0.4382239276695249
YIF1B,90522,0.09952009448818898,0.006739954605440101,87,0.08320412465851545
LMF2,91289,0.18130681896255593,0.0007811578298609713,119,0.09232309475125511
PRPF3,9129,0.07680792959219239,0.004607339034151707,119,0.06658269769256464
PDCD5,9141,0.2479964171974523,1.1176654399606868e-11,119,0.3268175640016686
DYRK1B,9149,0.23418699678933066,2.1777416019469506e-06,91,0.22386507109012133
EBAG9,9166,0.22273866006953735,9.784917773523353e-08,103,0.24626200830977285
CHMP7,91782,0.1956578378378378,5.83817034453431e-10,112,0.2955968250728648
ARHGEF2,9181,0.128199498027967,0.0001387339533047683,119,0.11716956762898323
SLC33A1,9197,0.2528541222254252,3.011784119446879e-10,117,0.29276295539242825
ZC3HAV1L,92092,0.1304747588832488,3.408981052967462e-05,119,0.13706467337210992
MTDH,92140,0.20824869098232265,2.85433216831494e-15,119,0.41445359247035995
DLG5,9231,0.15161744227994225,4.758056213703079e-07,83,0.2701873084398114
TIMM50,92609,0.27192758059516425,2.9629951040645254e-18,119,0.4787182932340762
COPB2,9276,0.07284506154308018,0.002082286501522044,119,0.07811248437144724
CD9,928,0.15304020192307694,1.8238508351912872e-05,119,0.14583292659774627
TRIP13,9319,0.390085993408663,2.8669547427574864e-12,119,0.3420493971227182
HAUS8,93323,0.1741070362473348,0.0017088437788247584,68,0.13945505174043638
MVB12A,93343,0.15425060758432846,5.224481813979322e-08,119,0.22455908207357733
ARMC6,93436,0.1510260850880962,1.3062640354354388e-07,119,0.21265795972119406
KIF3B,9371,0.13067726130653276,9.720941227925384e-05,119,0.12223838605755588
CDYL,9425,0.21187844131455394,9.482972524870913e-12,119,0.32867493818964155
PPP1R14A,94274,0.4192020101171458,2.2460457289927955e-06,97,0.21078349607286384
ITM2B,9445,0.24439744126166718,8.838938636372857e-07,119,0.18731704573778973
