Gene,Regression Coefficient (Effect Size),P-value,Sample Size,R-squared
54555,0.1174178563952271,0.0003514133667354,117,0.1055626172451611
54583,0.1006512281659388,0.003368900399987,119,0.0711270820348097
54802,0.1288374495967741,0.0039482810681663,78,0.1041867767002993
54815,0.1265706679679028,9.666289675953728e-07,119,0.1861144215737492
54845,0.2068928193408706,1.1161814816015904e-11,119,0.3268326005655726
54850,0.1312903379549393,0.0008510034355177,70,0.1519507960441976
54862,0.2393648081924577,1.199492166749135e-15,119,0.422970604365561
54888,0.2170272727272725,8.617825344192833e-14,119,0.3797778596217857
54892,0.1493224858757062,8.916505546070862e-05,109,0.1342444841736547
54901,0.2018119827395441,1.854914669541979e-13,117,0.3767853773497492
54915,0.2001886942675159,5.7563085646165246e-08,119,0.2233076735290515
54927,0.0620508733624454,0.0216905453125112,119,0.0442306577801718
54929,0.1227813274793388,0.0001856147775223,109,0.1229387799768447
54965,0.1362411094224923,0.0002485458682148,103,0.125019820732683
55003,0.2010798916315471,3.911960976722933e-10,119,0.2854213839268025
55020,0.2092477401129943,0.0002335512311435,119,0.1097170778884426
5504,0.2041380374862183,5.027656469600408e-17,119,0.4531164017782337
55074,0.2042047892720305,1.6578021563189866e-09,119,0.2679367542628225
55094,0.2240374999999999,4.4731337780759295e-11,114,0.3223558977346092
55095,0.2323527310257225,8.259331594620541e-15,119,0.4038484073382622
55100,0.1481403204449152,1.5013455454410889e-06,119,0.1801750568972423
55131,0.1815914196191852,2.6851430562233152e-08,119,0.233103310903855
55140,0.1260677992607336,1.333022745136889e-06,119,0.1817826143009886
55179,0.1261536,0.0036331005632214,117,0.0712094676463087
5520,0.3433422830923249,5.9477881752025355e-19,119,0.4927115966554212
55201,0.2144630962612805,3.708063946464626e-15,119,0.4118589171676428
55204,0.2125968739439,6.75696187957835e-08,119,0.2212347398806327
55246,0.254916363377879,5.254687722964004e-15,119,0.4083848042550406
55295,0.1079978866474544,0.0057671825730624,79,0.0948203327674006
55297,0.2769335244417623,1.407067075964472e-13,119,0.374628168987432
55322,0.2303074824419232,7.71967058563898e-06,119,0.1577798206257292
55324,0.2089104066410008,4.18968037183282e-15,119,0.4106442358674271
55326,0.1754520258863252,6.728197641735605e-05,119,0.1274635182546949
55341,0.1277722067039106,8.640612830423718e-09,119,0.2474636788866842
5538,0.2283486614331723,3.74745213468605e-06,119,0.1677233035509922
5547,0.1221082346832814,0.0055479085940728,119,0.0638878259769376
55486,0.2837536212704523,6.02811367987417e-11,119,0.307486721236082
55500,0.2407905019757061,5.429167850247995e-08,114,0.2328383571454289
55544,0.1653872657295849,0.0009881900201981,119,0.0889207096652381
55588,0.1358137553768467,0.0003169852572999,111,0.1126423658412367
55621,0.2530626426989266,3.98732205878016e-11,119,0.3122759107296807
55624,0.1479838028169014,9.821311433481148e-05,116,0.1251082623388206
55636,0.1328655750190404,0.0084064174847978,84,0.0816775618499139
5566,0.151229347826087,3.4149209947034015e-08,119,0.2300268908114278
55669,0.1443985562517025,3.88693099577163e-06,119,0.1672227171697429
55687,0.2267846555323589,9.269382327162958e-06,101,0.1808906135935407
55700,0.1496148275862069,6.949278262188757e-06,119,0.1592320359778897
