Biomarker_AMP,BiomarkerCluster,TargetGene_AMP,OncogeneAddiction,Beta,T-stat,P-value,EffectSize,CI_Lower,CI_Upper,n_Lines,MeanCNA,MeanEffect,PredictedEffect_CNA2,MeanEffect_CNA6plus,DeltaEffect_CNA6minusPred2,FDR,Pair,Biomarker_Unified,TargetGene_Unified,CNA_P_one,CNA_Q,CNA_EffectSize,CNA_Delta,Expr_P_one,Expr_EffectSize,Expr_Delta,Validated
51773,51773,503834,False,-0.0213203412172913,-6.943416385690304,3.827291795278524e-12,-0.1203888743103806,-0.0273385746924023,-0.0153021077421802,17,6.341184806967629,-0.1172593059498278,-0.0247037645779571,-0.3369460659300425,-0.3122423013520853,1.133778654813378e-08,51773_503834,51773,503834,6.370104723483236e-12,1.845836854620288e-08,-0.1143672556359233,-0.314160853905894,0.000416918519346,-0.7429004169871757,-0.3003053273243817,True
51773,51773,147965,False,-0.0236222556370242,-9.177508615933178,4.411801704550581e-20,-0.1077758814702357,-0.0286670637891829,-0.0185774474848656,17,6.341184806967629,-0.2888699717693653,-0.1863213944916101,-0.5621626976335137,-0.3758413031419035,4.600397403816709e-16,51773_147965,51773,147965,2.3412887738335208e-20,2.7445367436467813e-16,-0.1040419854006978,-0.3799216993820119,8.32498262604952e-09,-0.7657162369372562,-0.3775582250264988,True
51773,51773,22992,False,-0.0213522441955455,-5.054373670435155,4.318054602448538e-07,-0.0800836446288311,-0.0296321285770994,-0.0130723598139915,17,6.341184806967629,-0.6154279217986002,-0.5227338837022353,-0.872431885617152,-0.3496980019149167,0.0002993778457841,51773_22992,51773,22992,4.354464543838956e-09,7.889779862974381e-06,-0.0892138613180749,-0.3611498569179591,9.566841918795633e-05,-0.5840003346280063,-0.3472701778679037,True
51773,51773,6183,False,-0.0325744993310407,-4.454373885032084,8.413836809201023e-06,-0.0890511974974296,-0.046907567715309,-0.0182414309467723,17,6.341184806967629,-0.4851673143087787,-0.3437553927182875,-0.809751515750557,-0.4659961230322695,0.0033410173286826,51773_6183,51773,6183,6.806257692497341e-06,0.0042811582227521,-0.08544069145939,-0.4829003484958006,0.0074491757980162,-0.5436622676063707,-0.4584000783294855,True
51773,51773,54460,False,-0.0261183730721971,-3.666868366967296,0.0002455391100868,-0.0842694258077319,-0.040078806181124,-0.0121579399632701,17,6.341184806967629,-0.9401986945504596,-0.8268140101867247,-1.1744055610376585,-0.3475915508509335,0.0407569907616668,51773_54460,51773,54460,0.0001155874571669,0.039994190669133,-0.0821475813259542,-0.3604542040759713,0.0351948881487074,-0.4977355518056182,-0.3354610672018739,True
51773,51773,51649,False,-0.0200221135967368,-4.149576099733567,3.330915395020991e-05,-0.0581607250922124,-0.0294791329646895,-0.0105650942287841,17,6.341184806967629,-0.4994695441990697,-0.4125498488495355,-0.7514197360245669,-0.3388698871750313,0.0091450904853274,51773_51649,51773,51649,6.365095650318532e-05,0.0257020303348879,-0.0578003068670769,-0.3536660722407225,0.010600618839996,-0.3586140939897589,-0.3361394161253274,True
51773,51773,4605,False,-0.0204564212743318,-5.7271881931452375,1.0210887664370549e-08,-0.0812067385983143,-0.0274570379116996,-0.0134558046369639,17,6.341184806967629,-0.462387534487011,-0.3735824292459524,-0.7122796870182944,-0.3386972577723419,1.2705707267597923e-05,51773_4605,51773,4605,9.942084775449803e-09,1.647896962384935e-05,-0.0787457969924174,-0.3377086499971323,0.0004523656510606,-0.5057579883294333,-0.3237443351669588,True
51773,51773,7849,False,-0.0564119826553361,-3.905900253952116,9.38752318373285e-05,-0.0861439790975766,-0.08471927344933,-0.0281046918613422,17,6.341184806967629,-0.9158601685259526,-0.6709653264916859,-1.510220193795203,-0.8392548673035167,0.0200755148170448,51773_7849,51773,7849,9.902892288789576e-05,0.0360886023958407,-0.0811947598394368,-0.8356396805128109,0.0221199923311777,-0.4604382866560552,-0.7694126359078116,True
51773,51773,55015,False,-0.0186025463106,-4.312748525955119,1.6123747741484803e-05,-0.0732199147712826,-0.027056626248275,-0.010148466372925,17,6.341184806967629,-0.443680044140323,-0.3629229527258343,-0.6689595926774113,-0.306036639951577,0.0053544604171776,51773_55015,51773,55015,8.446538852945817e-06,0.0051755321573665,-0.0740826641006296,-0.322783415887925,0.0005766434781582,-0.5746340851033829,-0.3258196985697602,True
51773,51773,253260,False,-0.0247070034480462,-6.067430814295831,1.299725769066236e-09,-0.1088119793786681,-0.0326881141366067,-0.0167258927594857,17,6.341184806967629,-0.4244820364297008,-0.3172243684353457,-0.6638827992295927,-0.346658430794247,2.124273426712037e-06,51773_253260,51773,253260,2.19692901914539e-09,4.186470103345543e-06,-0.1031443161309985,-0.342854548751527,0.0008193519499371,-0.6404226995538785,-0.3225545205386738,True
51773,51773,6598,False,-0.0254478233385908,-7.435046621052461,1.0453108910847265e-13,-0.0842043713158929,-0.0321561628784329,-0.0187394837987487,17,6.341184806967629,-0.9223945088604178,-0.8119208048125311,-1.2033803714329805,-0.3914595666204493,4.291322208885104e-10,51773_6598,51773,6598,8.546313573182245e-13,2.8136428116673195e-09,-0.0799948587535113,-0.3583333113297491,7.059256935835872e-05,-0.605808233215557,-0.3592172326735157,True
51773,51773,23293,False,-0.0426821438089497,-6.131403580356736,8.710712136662358e-10,-0.0930741547194643,-0.0563259145299815,-0.0290383730879179,17,6.341184806967629,-1.0350255247201696,-0.8497344504879495,-1.3923489450829267,-0.5426144945949772,1.5395046879797291e-06,51773_23293,51773,23293,2.152990124699792e-11,5.5339285107541095e-08,-0.0955577030372771,-0.6087975835137557,0.0003776540101794,-0.6381594918997571,-0.5844831852729734,True
51773,51773,10440,False,-0.0517882478552406,-5.443685798105729,5.218924309539599e-08,-0.1051496905581434,-0.0704342726963558,-0.0331422230141254,17,6.341184806967629,-0.3878870846132758,-0.163064729844631,-0.8273687682263264,-0.6643040383816954,5.086002697125043e-05,51773_10440,51773,10440,2.5778091406883023e-08,3.941470176112413e-05,-0.1052337489670521,-0.6978404073474938,0.0038917151054128,-0.6467828956119394,-0.6518697809114714,True
51773,51773,114034,False,-0.0302357587312482,-4.9886091268121335,6.081555453310729e-07,-0.0609943478399667,-0.0421150213978662,-0.0183564960646303,17,6.341184806967629,-0.7187744888069909,-0.587515472375757,-1.1774861203891258,-0.5899706480133688,0.0003933951480042,51773_114034,51773,114034,2.1003656912977905e-06,0.0016547844458748,-0.0589099773430626,-0.5974922357341734,0.0001676925241001,-0.4275798872036681,-0.5925978010458375,True
51773,51773,9804,False,-0.0187396832875481,-5.140495167749853,2.7401537166459217e-07,-0.07649595366181,-0.0258847351019551,-0.0115946314731411,17,6.341184806967629,-0.6162604068541333,-0.534907978478844,-0.9347585577916352,-0.3998505793127913,0.0002094787249065,51773_9804,51773,9804,1.9558110931475094e-07,0.0002390458438672,-0.0713228935785187,-0.3764660630019785,8.593787831361353e-05,-0.4238587663193534,-0.3590101979894989,True
51773,51773,163131,False,-0.0251100261846303,-12.35036663855181,4.848993755688112e-35,-0.1148063666096327,-0.0290949076390082,-0.0211251447302523,17,6.341184806967629,-0.1265252933981109,-0.0175180292228344,-0.3611947743627656,-0.3436767451399312,1.8058137645558094e-30,51773_163131,51773,163131,2.1373638516272016e-30,3.518346469242178e-26,-0.1101310382672258,-0.3249095669895388,0.0007237760197531,-0.6732355483322454,-0.3032485557785603,True
528,528,102157402,False,-0.1427579586842423,-4.599336837941138,4.238379996567608e-06,-0.3222239767378383,-0.2035929154152702,-0.0819230019532143,17,4.0588235294117645,-1.059285763697982,-0.7653723193480713,-1.5009297165811644,-0.7355573972330931,0.0019299398535637,528_102157402,528,102157402,1.0802631918914495e-06,0.0009628704432297,-0.3344337770845758,-0.7426107050681241,0.0033000706119594,-0.7456921090552291,-0.7371269131300598,True
5359,5359,4605,False,-0.1157274404843149,-4.813463511884214,1.4833669547373816e-06,-0.4594082162286091,-0.1628497703435209,-0.0686051106251089,17,4.117647058823529,-0.462387534487011,-0.2173176605202268,-0.7140389728510068,-0.49672131233078,0.0008158111420456,5359_4605,5359,4605,1.7330821108344537e-05,0.0092663480927279,-0.4501057290682914,-0.5121791422148367,0.0002060886060168,-0.9283903326521712,-0.4169035594055352,True
55074,55074,102157402,False,-0.1332503288406485,-4.3389962001064175,1.4313499729623596e-05,-0.3007639732060541,-0.193440712378985,-0.073059945302312,17,4.298351520902839,-1.059285763697982,-0.7530296677462742,-1.5009297165811644,-0.7479000488348901,0.004945451695184,55074_102157402,55074,102157402,0.0001435494154173,0.0475226574341438,-0.3116606098649254,-0.7454558907557569,0.000181724211418,-0.7567001117700112,-0.7003693225056157,True
55094,55094,84612,False,-0.1770431243137921,-4.047056958642053,5.18656239808333e-05,-0.4162302482281099,-0.2627839851199399,-0.0913022635076443,17,3.823529411764706,-0.5091554782358927,-0.1863121338989776,-0.995570782086292,-0.8092586481873144,0.012755371621407,55094_84612,55094,84612,2.01167989251328e-08,3.1065557468269844e-05,-0.4599395429329501,-0.8335005999567038,0.0346548247712907,-0.9595145311260532,-0.5894949713980909,True
55095,"55095, 55588",151648,False,-0.0353578948269231,-4.72740792956334,2.2740412040315585e-06,-0.0972744571536954,-0.0500171333488515,-0.0206986563049948,17,5.142457066628853,-1.0951771558320695,-0.9840664893720852,-1.4554803686786124,-0.4714138793065273,0.0011601036777991,55095_151648,55095,151648,1.174871317959559e-05,0.0065867202322539,-0.0929608480705946,-0.4343362125315353,0.0003730777579599,-0.5296840729722461,-0.4564730409425462,True
55095,"55095, 55588",284459,False,-0.0386282735010053,-8.568924135439078,1.044563192531472e-17,-0.1466544850619003,-0.0474636913026188,-0.0297928556993919,17,5.142457066628853,0.0897441140529083,0.2111318050878147,-0.1767726369288087,-0.3879044420166234,8.784001450691995e-14,55095_284459,55095,284459,3.604497910289159e-16,1.7429414476531594e-12,-0.1407546892356202,-0.3654857626909362,0.0256318275987505,-0.6711424515050494,-0.3650584306486704,True
55297,55297,8773,False,-0.2025505244393519,-5.156377092672768,2.517736111335601e-07,-0.3409505115347885,-0.2795409628452157,-0.1255600860334881,17,4.117647058823529,-0.6531398241662092,-0.2242093018240523,-1.3342970934360388,-1.1100877916119865,0.0001959227085539,55297_8773,55297,8773,1.2926615449823663e-09,2.5447802243070927e-06,-0.3561246245778668,-1.2846224788315657,0.0012361830507036,-0.8908337714768201,-1.2119356583973488,True
55500,55500,8773,False,-0.2208134073439301,-3.815344318619088,0.0001359931731605,-0.3716921711066466,-0.3342465052653036,-0.1073803094225565,17,3.823529411764706,-0.6531398241662092,-0.2504800813625719,-1.3342970934360388,-1.083817012073467,0.0266453606401401,55500_8773,55500,8773,5.475904025192384e-05,0.0229650410426286,-0.3979910521055598,-1.2574832885271632,0.004742867761476,-0.8336776379450062,-1.0254676738360191,True
55907,55907,132660,False,-0.0987508452389444,-4.791991990673064,1.6513349696948172e-06,-0.3641470309723815,-0.1391407499983709,-0.0583609404795179,17,4.0588235294117645,-0.2904857359912964,-0.087175172264058,-0.5739113634094696,-0.4867361911454115,0.0008912661682087,55907_132660,55907,132660,6.881210315341229e-06,0.00431382340487,-0.362998927744651,-0.4474749070181423,0.0357439620911344,-0.5588700038001129,-0.3017966935752697,True
57018,"57018, 5806, 8833, 9197",4605,False,-0.1029293691837523,-4.5180606589417405,6.24086072557988e-06,-0.4086031601178682,-0.1475807963734957,-0.0582779419940088,17,4.411764705882353,-0.462387534487011,-0.2141461146909028,-0.6614490951955947,-0.4473029805046918,0.0026156129581499,57018_4605,57018,4605,3.6404371764024126e-05,0.0165929581441879,-0.3913695597604736,-0.4387387039305318,0.0022473675042969,-0.7740356851529857,-0.3225490229732519,True
5747,5747,102157402,False,-0.1235115726624993,-3.878828507680133,0.0001049607141877,-0.2787822863486207,-0.1859217136659188,-0.0611014316590797,17,4.941176470588236,-1.059285763697982,-0.69601643233769,-1.351192468235429,-0.6551760358977391,0.0217762783123435,5747_102157402,5747,102157402,0.0001470257867482,0.048318395618523,-0.2818201535853929,-0.642343596388242,0.0070555407716899,-0.3977831531893492,-0.6519113709612684,True
636,636,8773,False,-0.2112383256499187,-4.158749103116737,3.199951404420106e-05,-0.3555745678044736,-0.3107921819087878,-0.1116844693910496,17,3.852941176470588,-0.6531398241662092,-0.2617276325207714,-1.316672664644812,-1.0549450321240408,0.0088932380785081,636_8773,636,8773,1.354862638541664e-06,0.0011659866485106,-0.3838982551047717,-1.2275828125178594,0.0366478107048348,-0.7229150822660401,-0.9376829423868244,True
64754,64754,4146,False,-0.0340546875901598,-3.7153478895708343,0.0002029243095531,-0.1950014493058484,-0.0520196166265054,-0.0160897585538142,17,4.240221607376959,-0.2219107336866911,-0.1456206867147431,-0.4593342501617581,-0.313713563447015,0.0356347116769827,64754_4146,64754,4146,5.417108363671133e-12,1.5755924421634963e-08,-0.2085051876786184,-0.3353228849588751,0.0179750443332394,-0.6628047143800777,-0.362770591484582,True
6829,6829,151648,False,-0.0353578948269231,-4.72740792956334,2.2740412040315585e-06,-0.0972744571536954,-0.0500171333488515,-0.0206986563049948,17,5.142457066628853,-1.0951771558320695,-0.9840664893720852,-1.4554803686786124,-0.4714138793065273,0.0011601036777991,6829_151648,6829,151648,1.174871317959559e-05,0.0065867202322539,-0.0929608480705946,-0.4343362125315353,0.0003603369352385,-0.580932092940395,-0.4844158347142848,True
6829,6829,284459,False,-0.0386282735010053,-8.568924135439078,1.044563192531472e-17,-0.1466544850619003,-0.0474636913026188,-0.0297928556993919,17,5.142457066628853,0.0897441140529083,0.2111318050878147,-0.1767726369288087,-0.3879044420166234,8.784001450691995e-14,6829_284459,6829,284459,3.604497910289159e-16,1.7429414476531594e-12,-0.1407546892356202,-0.3654857626909362,0.0308553799729425,-0.6747493372645492,-0.3780029175344921,True
7328,7328,1017,False,-0.2287892260056918,-4.938526585744053,7.871504836523672e-07,-0.3898598098875595,-0.3195893128810752,-0.1379891391303083,17,3.0588235294117645,-1.1232735040635589,-0.8810260882928259,-1.8605361011596264,-0.9795100128668008,0.0004839620238959,7328_1017,7328,1017,9.989526277974114e-09,1.647896962384935e-05,-0.401616433063294,-1.046868011477395,0.0210900789968343,-0.5073658117832271,-0.8753283749416808,True
7328,7328,5422,False,-0.1146151231694248,-4.089715426080026,4.319027635727048e-05,-0.3947152133443944,-0.1695435204029244,-0.0596867259359251,17,3.0588235294117645,-0.9948971428215416,-0.873539953583327,-1.432218186902437,-0.55867823331911,0.0111201418002447,7328_5422,7328,5422,4.461339097824277e-07,0.0004639276969314,-0.468550824255777,-0.623895132625412,0.0421478182274373,-0.3807663001818577,-0.5056379069342891,True
7534,7534,102157402,False,-0.1570410301003156,-4.681038109847592,2.8542586807889256e-06,-0.3544627963044402,-0.2227945565337311,-0.0912875036669,17,3.941176470588236,-1.059285763697982,-0.75444141115031,-1.5009297165811644,-0.7464883054308543,0.0013960002490034,7534_102157402,7534,102157402,2.016922922979474e-06,0.0015988123212225,-0.3755842672282941,-0.7569422979143318,0.0010950594333708,-0.8941947811092624,-0.89304156500481,True
79139,79139,5073,False,-0.0594925120333927,-3.645084998970168,0.0002673034401709,-0.2598071379250408,-0.0914816648153468,-0.0275033592514387,17,5.096248944004759,-0.2573039010762564,-0.0731002735166737,-0.4522662896993697,-0.379166016182696,0.0432139732761897,79139_5073,79139,5073,4.944859089644132e-07,0.0005020615369188,-0.2905562934021463,-0.4452755803704044,0.0375576691031461,-0.4513048037835619,-0.4255345975147798,True
79139,79139,9136,False,-0.0944105187364319,-4.005502108483106,6.188588177240098e-05,-0.2782314446765717,-0.1406072779625121,-0.0482137595103517,17,5.096248944004759,-0.9337315671777034,-0.6414130982370847,-1.2025763322557128,-0.5611632340186281,0.0145734822598029,79139_9136,79139,9136,0.0001216553128651,0.041850401300876,-0.27514268966503,-0.5419686314230138,0.000935933508456,-0.8354845119176031,-0.7691264439962251,True
79718,79718,132660,False,-0.0878409920879978,-4.385355194555336,1.1579666946260906e-05,-0.3239165840972279,-0.1271001109553809,-0.0485818732206148,17,4.352941176470588,-0.2904857359912964,-0.0838010487254191,-0.5544346708830853,-0.4706336221576661,0.0042456661564274,79718_132660,79718,132660,1.0889863984678513e-05,0.0062178631944517,-0.3344204783252469,-0.4268397338191358,6.353356223731503e-09,-0.6831910598301756,-0.3156122988309422,True
8496,8496,5201,False,-0.166885004494691,-5.715452474349813,1.094124979627302e-08,-0.4216577916900658,-0.2241138240566293,-0.1096561849327527,17,3.608325498222973,-0.5771616540163615,-0.308756246016494,-1.102074370960261,-0.793318124943767,1.345396974358974e-05,8496_5201,8496,5201,1.176052551084992e-06,0.0010234885055209,-0.4135244752559652,-0.8561500489414651,0.0068748750737347,-0.4088389467955269,-0.8007866002799361,True
8496,8496,8773,False,-0.2383123669466455,-5.286104652626318,1.249484294200672e-07,-0.401147929092891,-0.3266730194459969,-0.1499517144472941,17,3.608325498222973,-0.6531398241662092,-0.2698559678640488,-1.4248783471618192,-1.1550223792977703,0.0001080345977453,8496_8773,8496,8773,4.643018345649044e-07,0.0004789576767402,-0.4353884981327608,-1.461996785002402,0.0082455278996329,-0.3883962103461851,-1.3368689878968536,True
8725,"8725, 898",51244,False,-0.0265518524994585,-4.720201962118031,2.3561059262678884e-06,-0.1095040848383141,-0.0375769474084075,-0.0155267575905095,17,5.5967951550151,-0.7824648563978653,-0.6869632819711377,-1.0542799139716734,-0.3673166320005357,0.0011914765967041,8725_51244,8725,51244,6.762152693667024e-07,0.0006474878370198,-0.1225302293882818,-0.3211439744927324,4.410022033957988e-05,-0.6307049637782566,-0.3429610826845146,True
8725,"8725, 898",898,False,-0.0891057719725882,-7.405633060645865,1.3052628813494844e-13,-0.1397045300017494,-0.1126883748980537,-0.0655231690471227,17,5.5967951550151,-0.6425779353343016,-0.3220827264194162,-1.494231956551609,-1.1721492301321923,5.275427360470589e-10,8725_898,8725,898,6.585078928976515e-11,1.627701071979865e-07,-0.1398219794105951,-1.1917403725491396,2.497046891339712e-06,-0.7342170127322416,-1.2854949967490874,True
8725,"8725, 898",1017,False,-0.0855110858814549,-5.539755532716057,3.0289417780573655e-08,-0.1457119999356677,-0.1157648845584504,-0.0552572872044595,17,5.5967951550151,-1.1232735040635589,-0.8157076446650618,-1.8929199940997488,-1.0772123494346868,3.2032687435961075e-05,8725_1017,8725,1017,1.1014057529550634e-06,0.0009647480254445,-0.14600082688799,-1.1378975821819175,3.4145786066875494e-14,-0.872912528291429,-1.293153172292933,True
8725,"8725, 898",57817,False,-0.0277626061230373,-4.246686667974704,2.169550324477272e-05,-0.1485732392841915,-0.0405758208413427,-0.014949391404732,17,5.5967951550151,-0.3128747053025891,-0.2130182981086556,-0.5302395756860216,-0.317221277577366,0.0066773738540378,8725_57817,8725,57817,7.319000196219731e-05,0.0290236809728862,-0.1403782506230525,-0.3148893485705059,0.0261324232579481,-0.6343841933933618,-0.3237855382638007,True
8725,"8725, 898",114823,False,-0.0278938593779522,-5.163463819546892,2.424214556506103e-07,-0.1360211837320944,-0.0384818990507874,-0.0173058197051171,17,5.5967951550151,-0.3701716050572343,-0.2698431067919432,-0.6167843826026076,-0.3469412758106643,0.0001892099461353,8725_114823,8725,114823,4.55566283617952e-07,0.0004705738169717,-0.1267332134902185,-0.3338836806518642,0.0008723262106661,-0.6818472789010989,-0.3639508481165181,True
8725,"8725, 898",65003,False,-0.0341777118837893,-6.134564294565022,8.539290394841853e-10,-0.1550943635301152,-0.0450973275483543,-0.0232580962192242,17,5.5967951550151,-0.2509074436431833,-0.1279772151300678,-0.4882541695423306,-0.3602769544122627,1.5195098943072615e-06,8725_65003,8725,65003,3.054222240483044e-09,5.763347165081656e-06,-0.146001732701278,-0.3414074631694398,2.4342295734057507e-05,-0.7925926359588874,-0.3796051201455874,True
8725,"8725, 898",63931,False,-0.0347640610548352,-4.044266687877316,5.248714705437028e-05,-0.1208646054429415,-0.0516116907692818,-0.0179164313403886,17,5.5967951550151,-0.5492486601099823,-0.4242094537393021,-0.7544960711037876,-0.3302866173644855,0.0128778512039177,8725_63931,8725,63931,8.853500664383783e-05,0.0334356144910683,-0.1250374889442995,-0.3605231494251557,0.0001357394736315,-0.7223269666159475,-0.4177463873114699,True
8725,"8725, 898",51001,False,-0.0355576933321444,-5.558341672041124,2.7234985075093343e-08,-0.1682183684442253,-0.0480959290895607,-0.0230194575747281,17,5.5967951550151,-0.19586961326119,-0.0679758741606202,-0.4134694472274386,-0.3454935730668184,2.921731092292534e-05,8725_51001,8725,51001,1.2288271135839968e-08,1.993106055083826e-05,-0.1628571576825898,-0.3409094179072958,2.1315164962424267e-06,-0.9237764565874144,-0.3910936935028477,True
8725,"8725, 898",79156,False,-0.0438504106029939,-4.167492879844897,3.079681291004649e-05,-0.1826509529291266,-0.0644731754083797,-0.023227645797608,17,5.5967951550151,-0.091772955542796,0.0659479888594752,-0.3795486180353806,-0.4454966068948558,0.0086372552631321,8725_79156,8725,79156,2.4896943798032687e-05,0.0124754650880823,-0.1744967963393918,-0.4500494862363854,0.0063459496622622,-0.8454207030035075,-0.4779010906744758,True
8725,"8725, 898",55015,False,-0.0274165341352289,-3.875812352926289,0.0001062695592885,-0.1079119094336861,-0.041280832659741,-0.0135522356107168,17,5.5967951550151,-0.443680044140323,-0.3450683869954255,-0.689195309294991,-0.3441269222995654,0.0219865814303576,8725_55015,8725,55015,3.976429013821428e-06,0.0029105579383531,-0.1131311876194811,-0.3673017865427746,0.0194186099379278,-0.5175734147270562,-0.3785609930948802,True
8725,"8725, 898",54458,False,-0.0372887712150849,-4.240062381086406,2.234576783880452e-05,-0.1574344987196105,-0.0545254630466315,-0.0200520793835382,17,5.5967951550151,-0.6337313846524681,-0.4996113130095844,-0.8799062371430821,-0.3802949241334977,0.0068136142726198,8725_54458,8725,54458,1.3400434540770394e-09,2.618072674973736e-06,-0.1716942118865649,-0.4321153173525485,0.0009987159234765,-0.857787767070884,-0.4641041225218648,True
8725,"8725, 898",6502,False,-0.0731067003197656,-7.293090915841929,3.029235222939047e-13,-0.1539492799545005,-0.0927535827333742,-0.053459817906157,17,5.5967951550151,-0.8703113710825862,-0.6073615455733126,-1.4397103278832395,-0.8323487823099271,1.169899618610831e-09,8725_6502,8725,6502,2.9197674626462256e-17,1.9953758823690842e-13,-0.1509629735646048,-0.854912695683967,0.0007663951332916,-0.7314056571773927,-0.902685426444038,True
8725,"8725, 898",163131,False,-0.0353566469591405,-4.007618012717099,6.133421592801178e-05,-0.1616552743924668,-0.0526481538927143,-0.0180651400255667,17,5.5967951550151,-0.1265252933981109,0.0006453230821049,-0.3688147717056851,-0.36946009478779,0.0144762632391359,8725_163131,8725,163131,6.151724628592633e-05,0.0250232881193573,-0.1535371604491777,-0.3497696021933663,0.0034902606625477,-0.7743306570970552,-0.3774056459600221,True
92609,92609,151648,False,-0.0353578948269231,-4.72740792956334,2.2740412040315585e-06,-0.0972744571536954,-0.0500171333488515,-0.0206986563049948,17,5.142457066628853,-1.0951771558320695,-0.9840664893720852,-1.4554803686786124,-0.4714138793065273,0.0011601036777991,92609_151648,92609,151648,1.174871317959559e-05,0.0065867202322539,-0.0929608480705946,-0.4343362125315353,0.0203881496980858,-0.5073924042467656,-0.4313559827674085,True
92609,92609,284459,False,-0.0386282735010053,-8.568924135439078,1.044563192531472e-17,-0.1466544850619003,-0.0474636913026188,-0.0297928556993919,17,5.142457066628853,0.0897441140529083,0.2111318050878147,-0.1767726369288087,-0.3879044420166234,8.784001450691995e-14,92609_284459,92609,284459,3.604497910289159e-16,1.7429414476531594e-12,-0.1407546892356202,-0.3654857626909362,0.0246101848061172,-0.7406252355731704,-0.3577668835828622,True
