Protein,MissingPercent
IMPA2,57.48792270531401
MITF,57.48792270531401
DNAL4,57.48792270531401
MBTPS2,57.48792270531401
PYROXD2,57.48792270531401
FZD2,57.48792270531401
BBS7,57.48792270531401
MRPL52,57.00483091787439
PLSCR4,57.00483091787439
ITGBL1,57.00483091787439
APBB1,57.00483091787439
SP2,57.00483091787439
NCOA1,57.00483091787439
ZNF260,57.00483091787439
N4BP3,57.00483091787439
IRF2,57.00483091787439
MARVELD2,57.00483091787439
VHL,57.00483091787439
MYH7B,57.00483091787439
SLC35D1,57.00483091787439
OSMR,57.00483091787439
MAGED4,57.00483091787439
SSR2,57.00483091787439
JMY,56.52173913043478
RASSF8,56.52173913043478
PIGQ,56.52173913043478
CDH12,56.52173913043478
PRR15,56.52173913043478
TSEN15,56.52173913043478
TRPM2,56.52173913043478
GAGE2A,56.52173913043478
GGACT,56.038647342995176
KLHL7,56.038647342995176
RAB3IL1,56.038647342995176
EVI5,56.038647342995176
CHAF1B,56.038647342995176
MTSS1,56.038647342995176
SPI1,56.038647342995176
WNT5A,56.038647342995176
NR1H2,56.038647342995176
TMEM175,55.55555555555556
SLCO2B1,55.55555555555556
CETN3,55.55555555555556
SLC6A12,55.55555555555556
ZNF7,55.55555555555556
DPY19L4,55.55555555555556
ROBO1,55.55555555555556
CDK14,55.55555555555556
SLIT2,55.55555555555556
AR,55.55555555555556
ZNF28,55.55555555555556
RBP7,55.072463768115945
CCDC18,55.072463768115945
ANKRD16,55.072463768115945
ROR1,55.072463768115945
RAB30,55.072463768115945
STARD3NL,55.072463768115945
TRPM7,55.072463768115945
LRRC17,55.072463768115945
OAF,55.072463768115945
NFATC4,55.072463768115945
PRR5-ARHGAP8,54.589371980676326
SGSM3,54.589371980676326
MANEA,54.589371980676326
LYPD1,54.589371980676326
SMIM19,54.589371980676326
AQP1,54.589371980676326
TULP3,54.589371980676326
CYR61,54.106280193236714
AKAP5,54.106280193236714
COL22A1,54.106280193236714
CDK8,54.106280193236714
TAF5L,54.106280193236714
TTYH3,54.106280193236714
ZNF609,54.106280193236714
RIPK3,54.106280193236714
SLC15A4,54.106280193236714
VPS13B,53.62318840579711
PIK3C2B,53.62318840579711
JMJD7,53.62318840579711
FAM118A,53.62318840579711
GINS2,53.62318840579711
C7orf43,53.62318840579711
MAFF,53.62318840579711
KLHDC2,53.62318840579711
STK35,53.62318840579711
KMO,53.62318840579711
ESAM,53.62318840579711
CHURC1,53.14009661835749
GGT1,53.14009661835749
MTHFD2L,53.14009661835749
TNIP2,53.14009661835749
C10orf35,53.14009661835749
GTPBP8,52.65700483091788
AIG1,52.65700483091788
TMEM9B,52.65700483091788
TATDN2,52.65700483091788
C8orf44-SGK3,52.65700483091788
C17orf80,52.65700483091788
CDAN1,52.65700483091788
BCL3,52.65700483091788
RAB11FIP4,52.65700483091788
UQCC3,52.17391304347826
CLDN16,52.17391304347826
MAD2L1BP,52.17391304347826
MITD1,52.17391304347826
NSUN6,52.17391304347826
UBASH3B,52.17391304347826
CA9,52.17391304347826
HAUS2,51.690821256038646
IDNK,51.690821256038646
MAP1LC3A,51.690821256038646
GNLY,51.690821256038646
HBQ1,51.690821256038646
FREM2,51.690821256038646
ZNF777,51.690821256038646
NT5C3B,51.20772946859904
DNAH17,51.20772946859904
MAGEA10,51.20772946859904
VMP1,51.20772946859904
DDX26B,51.20772946859904
CNOT6,51.20772946859904
RBAK,51.20772946859904
ZNF519,50.72463768115942
TRIM11,50.72463768115942
MED13L,50.72463768115942
GLB1L,50.72463768115942
PAX2,50.72463768115942
TCF4,50.72463768115942
URGCP,50.72463768115942
ZNF250,50.24154589371981
LYSMD1,50.24154589371981
PAIP2B,50.24154589371981
VLDLR,49.75845410628019
COX18,49.75845410628019
LGALS7B,49.75845410628019
TMEM41A,49.75845410628019
SECISBP2,49.75845410628019
ARHGAP31,49.75845410628019
C19orf25,49.75845410628019
FRY,49.75845410628019
PDF,49.75845410628019
PLLP,49.75845410628019
MTTP,49.275362318840585
RNLS,49.275362318840585
AFAP1L1,49.275362318840585
CPT1B,49.275362318840585
BRPF3,49.275362318840585
FAM122B,49.275362318840585
ANKS1B,48.792270531400966
BSCL2,48.792270531400966
LRRC25,48.792270531400966
TFE3,48.792270531400966
BRMS1,48.309178743961354
B3GNT1,48.309178743961354
DTNA,48.309178743961354
MAP2K5,48.309178743961354
DPEP3,48.309178743961354
SHKBP1,48.309178743961354
CDC26,48.309178743961354
ZNF845,48.309178743961354
FZD7,48.309178743961354
TMEM55A,47.82608695652174
EPHA1,47.82608695652174
ACTR6,47.82608695652174
GLT8D2,47.82608695652174
SPTBN5,47.82608695652174
POLD4,47.82608695652174
CTTNBP2,47.82608695652174
TTC3,47.82608695652174
EPHA4,47.34299516908212
RNF113B,47.34299516908212
WNT7A,47.34299516908212
DDX25,47.34299516908212
NDEL1,47.34299516908212
LDHD,47.34299516908212
CXCL17,47.34299516908212
SIX4,47.34299516908212
CXCL16,47.34299516908212
P4HTM,46.85990338164252
CDC34,46.85990338164252
PKHD1L1,46.85990338164252
CTDNEP1,46.85990338164252
PCGF6,46.85990338164252
RPP25L,46.3768115942029
CADPS,46.3768115942029
COL4A6,46.3768115942029
ICE2,46.3768115942029
MAP3K11,46.3768115942029
SSC5D,46.3768115942029
NDOR1,46.3768115942029
LAMB4,46.3768115942029
CNIH1,46.3768115942029
JAK2,46.3768115942029
C1GALT1,46.3768115942029
MTBP,46.3768115942029
ZNF652,46.3768115942029
CEP164,45.893719806763286
SUPT7L,45.893719806763286
LDB2,45.893719806763286
HVCN1,45.410628019323674
ZBTB4,45.410628019323674
OPHN1,45.410628019323674
CHPF,45.410628019323674
NALCN,45.410628019323674
HOXB4,45.410628019323674
TAB2,44.927536231884055
C2orf76,44.927536231884055
MTFMT,44.927536231884055
B4GALT7,44.927536231884055
RANBP17,44.927536231884055
WDR73,44.927536231884055
CD93,44.44444444444444
KALRN,44.44444444444444
FAM98C,44.44444444444444
STAT4,44.44444444444444
ANKRD32,44.44444444444444
MFSD11,43.96135265700483
PRG3,43.96135265700483
ING3,43.96135265700483
LETM2,43.96135265700483
DDC,43.96135265700483
CNOT6L,43.96135265700483
MAGEA9B,43.47826086956522
XAGE2B,43.47826086956522
TAF9B,43.47826086956522
CFAP44,43.47826086956522
ARHGAP44,43.47826086956522
CAMK4,43.47826086956522
WWP2,42.99516908212561
ANGPTL1,42.99516908212561
VIL1,42.99516908212561
ACSL6,42.51207729468599
GPRC5A,42.51207729468599
CARD11,42.51207729468599
LRP5,42.51207729468599
USP12,42.51207729468599
PRRX1,42.51207729468599
KRT78,42.028985507246375
MLH3,42.028985507246375
AREL1,42.028985507246375
AK6,41.54589371980676
ZNF569,41.54589371980676
SPIN2A,41.54589371980676
FAM122A,41.54589371980676
MED25,41.54589371980676
ATXN1L,41.54589371980676
KIF20B,41.06280193236715
CDC25C,41.06280193236715
TMEM9,41.06280193236715
MKL1,41.06280193236715
YAF2,41.06280193236715
HPS5,41.06280193236715
TTPAL,40.57971014492754
SEC14L4,40.57971014492754
TRIM59,40.57971014492754
FSD1,40.57971014492754
SAMD4A,40.09661835748793
PIAS4,40.09661835748793
NHSL2,40.09661835748793
ALG14,40.09661835748793
LILRB1,40.09661835748793
KANK4,39.61352657004831
ANKRD2,39.61352657004831
KATNAL1,39.61352657004831
MXRA8,39.61352657004831
HLA-DQB2,39.61352657004831
COL11A2,39.61352657004831
TKTL2,39.130434782608695
MELK,39.130434782608695
ZNF76,38.64734299516908
NACA2,38.64734299516908
OGFOD2,38.64734299516908
TMEM238,38.164251207729464
RAB38,38.164251207729464
TMEM256-PLSCR3,38.164251207729464
MEF2A,37.68115942028986
VPS54,37.68115942028986
GIMAP6,37.68115942028986
PQLC3,37.19806763285024
C12orf75,37.19806763285024
HPCAL4,37.19806763285024
LRP6,36.71497584541063
ZBTB40,36.71497584541063
KCTD15,36.71497584541063
MZT2B,36.71497584541063
FGD1,36.71497584541063
GUCY1A2,36.71497584541063
LEF1,36.71497584541063
CDC7,36.71497584541063
RECK,36.71497584541063
DYM,36.231884057971016
MORC1,36.231884057971016
HOXB6,36.231884057971016
JAG1,36.231884057971016
DVL1,36.231884057971016
DOLPP1,36.231884057971016
TCF7L2,36.231884057971016
KRT24,36.231884057971016
MCC,35.748792270531396
SLC43A3,35.748792270531396
TTI2,35.748792270531396
KIF7,35.26570048309179
CACNB2,35.26570048309179
PATZ1,35.26570048309179
ATRAID,35.26570048309179
ZMYM1,35.26570048309179
MMP15,35.26570048309179
SFR1,35.26570048309179
JUN,34.78260869565217
SARAF,34.78260869565217
CCNL2,34.78260869565217
AKR1B10,34.78260869565217
HIGD2A,34.29951690821256
GDA,34.29951690821256
EFCAB6,34.29951690821256
POLR2M,34.29951690821256
DNMBP,34.29951690821256
SURF1,34.29951690821256
BAK1,34.29951690821256
ADIPOQ,34.29951690821256
FITM2,34.29951690821256
MEF2C,34.29951690821256
MTERF3,33.81642512077295
TFCP2L1,33.81642512077295
SLC22A18,33.81642512077295
C6orf89,33.81642512077295
BRWD3,33.81642512077295
HOXB5,33.33333333333333
SYNC,33.33333333333333
JADE3,33.33333333333333
NPR2,33.33333333333333
TMEM19,33.33333333333333
CACNB1,32.850241545893724
COLGALT2,32.850241545893724
SOX9,32.850241545893724
RFX2,32.850241545893724
RNF130,32.367149758454104
RNF7,32.367149758454104
HOXD4,32.367149758454104
SENP6,32.367149758454104
ACAP3,32.367149758454104
SMPD1,31.88405797101449
PCDHGC3,31.88405797101449
DENND2A,31.88405797101449
MTFP1,31.88405797101449
CYB561,31.40096618357488
SP4,31.40096618357488
ALPP,31.40096618357488
DDI1,31.40096618357488
ZBTB8OS,30.917874396135264
E2F5,30.917874396135264
CFHR4,30.917874396135264
CPNE5,30.434782608695656
UBTD1,30.434782608695656
HCFC2,30.434782608695656
FZD3,29.951690821256037
AK5,29.951690821256037
C7orf55,29.951690821256037
ALPPL2,29.951690821256037
KDELR2,29.951690821256037
TSEN54,29.951690821256037
KRT85,29.468599033816425
HOXC8,29.468599033816425
REPS2,29.468599033816425
FBXL2,28.985507246376812
WRB,28.985507246376812
SIPA1L2,28.502415458937197
DYNC1I1,28.502415458937197
KIF27,28.019323671497588
MAGEA1,28.019323671497588
AP1S3,28.019323671497588
FBXL8,28.019323671497588
GSKIP,28.019323671497588
GNAZ,27.536231884057973
PRKD3,27.536231884057973
TANGO6,27.536231884057973
TBC1D9,27.536231884057973
PANK1,27.053140096618357
C10orf2,27.053140096618357
RBPMS2,27.053140096618357
SAMSN1,27.053140096618357
RAP1GAP2,27.053140096618357
MAZ,26.570048309178745
CD209,26.570048309178745
USP32,26.570048309178745
ALDH3A1,26.08695652173913
SLC2A3,26.08695652173913
ARR3,25.60386473429952
DNAH10,25.60386473429952
MYSM1,25.120772946859905
SAG,25.120772946859905
WWC3,25.120772946859905
ZMYM6,25.120772946859905
ANKRD13D,25.120772946859905
BAZ2B,25.120772946859905
LAMC3,25.120772946859905
GANC,24.637681159420293
CPTP,24.637681159420293
HEXIM2,24.637681159420293
WWP1,24.637681159420293
DENND1B,24.637681159420293
TOX,24.637681159420293
CILP2,24.154589371980677
LCK,24.154589371980677
RAPGEF2,24.154589371980677
PKN3,23.67149758454106
MT-ND1,23.67149758454106
NLRP7,23.67149758454106
CT45A6,23.67149758454106
ADH4,23.18840579710145
CEP170B,23.18840579710145
CA12,23.18840579710145
ITPKB,22.705314009661837
FAM210B,22.705314009661837
MYO15A,22.705314009661837
WASF3,22.705314009661837
AKR7A3,22.22222222222222
GBP7,22.22222222222222
RAB9B,22.22222222222222
TSPAN31,22.22222222222222
HIST1H2BA,21.73913043478261
KAT6B,21.73913043478261
SSBP2,21.256038647342994
NARF,21.256038647342994
COL4A3,21.256038647342994
PKNOX2,21.256038647342994
CYP4F12,21.256038647342994
APOBEC3D,21.256038647342994
FAM47E-STBD1,21.256038647342994
HMGCS2,20.77294685990338
CYP4F3,20.77294685990338
NOTCH1,20.77294685990338
PCGF2,20.77294685990338
MINOS1,20.77294685990338
POLR2F,20.28985507246377
VAV3,20.28985507246377
KRT71,20.28985507246377
CMYA5,20.28985507246377
PANK3,20.28985507246377
CENPE,19.806763285024154
DZANK1,19.32367149758454
PALM2,18.84057971014493
RNF220,18.357487922705314
RBM24,18.357487922705314
PMF1,18.357487922705314
STRIP2,17.874396135265698
CNNM2,17.874396135265698
KIF21B,17.874396135265698
PIK3R3,17.391304347826086
GIMAP5,16.908212560386474
WDR5B,16.908212560386474
F8A3,16.425120772946862
SLC1A3,16.425120772946862
RABL2B,16.425120772946862
PDGFRA,15.942028985507244
WASF1,15.942028985507244
PRKCG,14.975845410628018
ATP1B2,14.975845410628018
KIF4B,14.975845410628018
MT1B,14.492753623188406
PRKX,14.492753623188406
PAPOLG,14.492753623188406
CDH10,13.526570048309178
LHX4-AS1,13.526570048309178
TEAD4,13.526570048309178
CAMK1G,13.526570048309178
TEAD2,13.526570048309178
AMY2B,13.526570048309178
FPGT-TNNI3K,13.526570048309178
ZNF703,13.526570048309178
UBE2Q2,13.526570048309178
RSL24D1,13.526570048309178
TOMM20,13.043478260869565
ACACB,13.043478260869565
USP27X,13.043478260869565
PURG,12.560386473429952
LIN7B,12.077294685990339
TCEAL2,12.077294685990339
MT-ND5,12.077294685990339
CTNND2,11.594202898550725
GTF2H2,11.594202898550725
NOX1,11.11111111111111
MT-ND2,11.11111111111111
SBNO2,11.11111111111111
PLXNA4,10.628019323671497
AMY1C,10.628019323671497
CFAP36,10.628019323671497
KRT28,10.628019323671497
WNK3,10.144927536231885
CHD9,10.144927536231885
CEP89,9.66183574879227
TRO,9.178743961352657
PLCH1,9.178743961352657
ADRBK2,9.178743961352657
CYTH3,9.178743961352657
PPP3CC,9.178743961352657
KRT74,9.178743961352657
CALB1,9.178743961352657
EIF4EBP1,8.695652173913043
ORMDL1,8.695652173913043
SLC12A5,8.695652173913043
ERO1LB,8.212560386473431
ORMDL2,8.212560386473431
CUL9,8.212560386473431
SOS2,8.212560386473431
DSC3,8.212560386473431
SLC7A2,8.212560386473431
MYH6,7.729468599033816
CTCFL,7.729468599033816
AKR1B15,7.729468599033816
SH3PXD2A,7.729468599033816
CCDC186,7.729468599033816
CKM,7.729468599033816
UBE2B,7.729468599033816
DLG4,7.246376811594203
BTN3A1,7.246376811594203
MT-CO3,7.246376811594203
ZMIZ2,6.763285024154589
MRPL57,6.280193236714976
WNK4,6.280193236714976
RABGEF1,6.280193236714976
ANXA13,6.280193236714976
ITGB7,6.280193236714976
FCGR3B,6.280193236714976
ALG10B,6.280193236714976
ERCC5,6.280193236714976
SLC12A6,6.280193236714976
DPYSL4,6.280193236714976
GNG10,5.314009661835748
HGNC:9982,5.314009661835748
CSNK1G2,4.830917874396135
DPYS,4.830917874396135
NUDT11,4.830917874396135
FER1L5,4.830917874396135
KCTD16,4.830917874396135
FAM50B,4.830917874396135
SNAP91,4.830917874396135
MT-CO1,4.3478260869565215
ARHGEF35,4.3478260869565215
MYL10,4.3478260869565215
KRT73,4.3478260869565215
PON3,3.3816425120772946
CEP128,3.3816425120772946
GATB,3.3816425120772946
SH3GL2,3.3816425120772946
FIGNL1,3.3816425120772946
KRT77,3.3816425120772946
CFAP20,3.3816425120772946
NIN,3.3816425120772946
CTSV,3.3816425120772946
HLA-G,3.3816425120772946
MT-ATP8,2.898550724637681
POLR2K,2.898550724637681
NEK6,2.898550724637681
MBNL3,2.898550724637681
MT-ND4,2.898550724637681
BTN3A2,2.898550724637681
SAA2,2.4154589371980677
POM121C,1.932367149758454
ACTL6B,1.932367149758454
PPFIA2,1.932367149758454
SERPINI2,1.932367149758454
TLE4,1.932367149758454
UBE2E3,1.932367149758454
GPR89B,1.932367149758454
GSTA3,1.932367149758454
SNCB,1.932367149758454
ISY1,1.932367149758454
LIN7A,1.932367149758454
KRT35,1.932367149758454
PRMT8,1.932367149758454
CTAGE1,1.932367149758454
RAB3A,1.932367149758454
MEIS3,1.4492753623188406
KRT76,1.4492753623188406
ANP32D,1.4492753623188406
SNX32,1.4492753623188406
SERPINB4,1.4492753623188406
LDHAL6B,0.966183574879227
ATP4A,0.4830917874396135
CLTCL1,0.4830917874396135
MT-CO2,0.4830917874396135
RGPD6,0.4830917874396135
RHOJ,0.4830917874396135
RHOQ,0.4830917874396135
MT-ATP6,0.4830917874396135
RGPD4,0.4830917874396135
HIST1H3J,0.4830917874396135
HIST1H4G,0.4830917874396135
SNRPB,0.4830917874396135
MRPL12,0.4830917874396135
HIST2H2AA3,0.4830917874396135
HIST2H3A,0.4830917874396135
HIST3H3,0.4830917874396135
MOB4,0.4830917874396135
FAHD2B,0.4830917874396135
DEFA1B,0.4830917874396135
CALM3,0.4830917874396135
DEFA3,0.4830917874396135
HIST1H2BB,0.4830917874396135
YBX2,0.4830917874396135
MYO1A,0.4830917874396135
MYL12B,0.4830917874396135
RGPD2,0.4830917874396135
DHRS4L2,0.4830917874396135
CAPNS2,0.4830917874396135
HIST1H2AA,0.4830917874396135
HIST1H2AE,0.4830917874396135
HIST1H2BD,0.4830917874396135
MT1G,0.4830917874396135
ACOT2,0.4830917874396135
HIST1H2BJ,0.4830917874396135
CAMK2B,0.4830917874396135
CAMK2A,0.4830917874396135
ATP2B3,0.4830917874396135
CALML3,0.4830917874396135
MT1M,0.4830917874396135
AP3B2,0.4830917874396135
HNRNPA1L2,0.4830917874396135
EIF5AL1,0.4830917874396135
HSPA1B,0.4830917874396135
ARF1,0.4830917874396135
SRSF12,0.4830917874396135
LDHC,0.4830917874396135
LDHAL6A,0.4830917874396135
SRSF8,0.4830917874396135
KRT79,0.4830917874396135
ERC2,0.4830917874396135
BOLA2B,0.4830917874396135
ADH1A,0.4830917874396135
TMED7,0.4830917874396135
KRT72,0.4830917874396135
RRAGB,0.4830917874396135
KRT3,0.4830917874396135
CSNK1E,0.4830917874396135
KRT20,0.4830917874396135
BCL2L2-PABPN1,0.4830917874396135
KRT13,0.4830917874396135
KPNA5,0.4830917874396135
RPS4Y1,0.4830917874396135
LGALS9B,0.4830917874396135
HSPA6,0.4830917874396135
APOC4-APOC2,0.4830917874396135
NAPB,0.4830917874396135
C4A,0.4830917874396135
MEIS2,0.4830917874396135
IFITM2,0.4830917874396135
IGF2BP1,0.4830917874396135
RPL10L,0.4830917874396135
MBNL2,0.4830917874396135
RPL3L,0.4830917874396135
SUMO3,0.4830917874396135
LY75-CD302,0.4830917874396135
C15orf38-AP3S2,0.4830917874396135
LSM8,0.4830917874396135
RPS10-NUDT3,0.4830917874396135
TMEM189-UBE2V1,0.4830917874396135
RPS27,0.4830917874396135
LIMS2,0.4830917874396135
SPTBN4,0.4830917874396135
HIST1H1T,0.4830917874396135
NBEA,0.4830917874396135
NAPRT,0.4830917874396135
UBE2D3,0.4830917874396135
PYGM,0.4830917874396135
PYHIN1,0.4830917874396135
RAB11A,0.4830917874396135
ATP1A4,0.4830917874396135
CDK11A,0.4830917874396135
U2AF1L4,0.4830917874396135
UBA52,0.4830917874396135
RAB6C,0.4830917874396135
UBE2D4,0.4830917874396135
GNB3,0.4830917874396135
SAA4,0.4830917874396135
AGO4,0.4830917874396135
GAPDHS,0.4830917874396135
TOP1MT,0.4830917874396135
RAC3,0.4830917874396135
ATP1A3,0.4830917874396135
GFAP,0.4830917874396135
ANKHD1-EIF4EBP3,0.4830917874396135
TUBG2,0.4830917874396135
ACTN3,0.4830917874396135
TUBB2B,0.4830917874396135
TUBAL3,0.4830917874396135
EIF1B,0.4830917874396135
PTPRD,0.4830917874396135
SEC61A2,0.4830917874396135
PTGES3L-AARSD1,0.4830917874396135
ATP12A,0.4830917874396135
PSMA8,0.4830917874396135
PRSS3P2,0.4830917874396135
PRSS3,0.4830917874396135
PRPS1L1,0.4830917874396135
PRPH,0.4830917874396135
SERPINB3,0.4830917874396135
FNTB,0.4830917874396135
ATP1A2,0.4830917874396135
COL4A5,0.4830917874396135
PPIAL4G,0.4830917874396135
TUBA1B,0.4830917874396135
TUBA8,0.4830917874396135
GNA14,0.4830917874396135
RALYL,0.4830917874396135
ACTN2,0.4830917874396135
HBG2,0.4830917874396135
NME1,0.4830917874396135
RBM4,0.4830917874396135
H3F3B,0.4830917874396135
H3F3C,0.4830917874396135
RBMS3,0.4830917874396135
DNM3,0.4830917874396135
CCT6B,0.4830917874396135
HBE1,0.4830917874396135
SLC25A31,0.4830917874396135
PCBP3,0.4830917874396135
ATP2A1,0.4830917874396135
TAGLN3,0.4830917874396135
NEFM,0.4830917874396135
NEFH,0.4830917874396135
NEDD8,0.4830917874396135
HBZ,0.4830917874396135
RBMXL2,0.4830917874396135
CHD5,0.4830917874396135
NOMO1,0.4830917874396135
NOMO3,0.4830917874396135
CORO7-PAM16,0.4830917874396135
RRAGD,0.4830917874396135
TCEAL3,0.4830917874396135
TCEA2,0.4830917874396135
PAK3,0.4830917874396135
ACTA2,0.4830917874396135
PABPN1,0.4830917874396135
PABPC4L,0.4830917874396135
PABPC1L,0.4830917874396135
TBL1X,0.4830917874396135
TNIK,0.4830917874396135
USP9Y,0.4830917874396135
VAMP3,0.4830917874396135
AKR1C1,0.4830917874396135
RAP2A,0.4830917874396135
NT5C1B-RDH14,0.4830917874396135
GSTA2,0.4830917874396135
AKR1C4,0.4830917874396135
GSTM5,0.4830917874396135
CORO6,0.4830917874396135
