Unnamed: 0,Gene,Gene_HGNC,Sample,CNA,Protein
50121,4715,NDUFB9,TCGA-61-1907-01,1,0.0822
50122,4715,NDUFB9,TCGA-61-1910-01,2,0.0625
50123,4715,NDUFB9,TCGA-61-1911-01,1,-0.3865
50124,4715,NDUFB9,TCGA-61-1914-01,2,0.1452
50125,4715,NDUFB9,TCGA-61-1915-01,2,-0.2843
50126,4715,NDUFB9,TCGA-61-1918-01,1,-0.3294
50127,4715,NDUFB9,TCGA-61-1995-01,0,0.0074
50128,4715,NDUFB9,TCGA-61-2008-01,2,-0.6352
50129,4715,NDUFB9,TCGA-61-2087-01,0,0.3451
50130,4715,NDUFB9,TCGA-61-2088-01,1,-0.2016
50131,4715,NDUFB9,TCGA-61-2094-01,0,0.2075
50132,4715,NDUFB9,TCGA-61-2613-01,0,-0.1419
50133,4718,NDUFC2,TCGA-09-1664-01,0,0.2781
50134,4718,NDUFC2,TCGA-13-1404-01,2,0.4902
50135,4718,NDUFC2,TCGA-13-1409-01,-1,0.0783
50136,4718,NDUFC2,TCGA-13-1410-01,1,-0.2723
50137,4718,NDUFC2,TCGA-13-1482-01,-1,-0.2782
50138,4718,NDUFC2,TCGA-13-1483-01,1,-0.1262
50139,4718,NDUFC2,TCGA-13-1485-01,0,0.2703
50140,4718,NDUFC2,TCGA-13-1487-01,1,-0.0799
50141,4718,NDUFC2,TCGA-13-1488-01,0,0.279
50142,4718,NDUFC2,TCGA-13-1489-01,2,0.0149
50143,4718,NDUFC2,TCGA-13-1492-01,0,-0.4516
50144,4718,NDUFC2,TCGA-13-1494-01,0,-0.0973
50145,4718,NDUFC2,TCGA-13-1497-01,1,-0.3261
50146,4718,NDUFC2,TCGA-13-1500-01,0,0.3174
50147,4718,NDUFC2,TCGA-13-1501-01,2,0.2133
50148,4718,NDUFC2,TCGA-13-1504-01,0,-0.0203
50149,4718,NDUFC2,TCGA-13-1507-01,0,0.1193
50150,4718,NDUFC2,TCGA-13-1511-01,0,-0.2303
50151,4718,NDUFC2,TCGA-13-2059-01,1,-0.0718
50152,4718,NDUFC2,TCGA-13-2060-01,1,-0.3184
50153,4718,NDUFC2,TCGA-13-2061-01,0,0.3165
50154,4718,NDUFC2,TCGA-13-2065-01,1,0.6262
50155,4718,NDUFC2,TCGA-23-1121-01,0,-0.6455
50156,4718,NDUFC2,TCGA-23-1122-01,-1,-0.0172
50157,4718,NDUFC2,TCGA-24-1103-01,1,0.8127
50158,4718,NDUFC2,TCGA-24-1416-01,0,0.3245
50159,4718,NDUFC2,TCGA-24-1422-01,1,0.2035
50160,4718,NDUFC2,TCGA-24-1430-01,0,0.208
50161,4718,NDUFC2,TCGA-24-1431-01,2,-0.0676
50162,4718,NDUFC2,TCGA-24-1435-01,0,0.3652
50163,4718,NDUFC2,TCGA-24-1436-01,1,0.1828
50164,4718,NDUFC2,TCGA-24-1464-01,0,0.5831
50165,4718,NDUFC2,TCGA-24-1474-01,0,-0.6599
50166,4718,NDUFC2,TCGA-24-1544-01,-1,-0.1806
50167,4718,NDUFC2,TCGA-24-1548-01,0,-0.3544
50168,4718,NDUFC2,TCGA-24-1553-01,1,0.0497
50169,4718,NDUFC2,TCGA-24-1555-01,0,0.4767
50170,4718,NDUFC2,TCGA-24-1557-01,2,0.0319
50171,4718,NDUFC2,TCGA-24-1558-01,1,0.1258
50172,4718,NDUFC2,TCGA-24-1562-01,0,0.296
50173,4718,NDUFC2,TCGA-24-1565-01,0,-0.1299
50174,4718,NDUFC2,TCGA-24-1920-01,1,0.173
50175,4718,NDUFC2,TCGA-24-1927-01,1,0.1265
50176,4718,NDUFC2,TCGA-24-2024-01,0,0.0325
50177,4718,NDUFC2,TCGA-24-2030-01,0,-0.244
50178,4718,NDUFC2,TCGA-24-2033-01,1,-0.0392
50179,4718,NDUFC2,TCGA-24-2261-01,-1,0.0363
50180,4718,NDUFC2,TCGA-24-2289-01,2,0.2842
50181,4718,NDUFC2,TCGA-24-2290-01,0,-0.0155
50182,4718,NDUFC2,TCGA-24-2298-01,1,0.0868
50183,4718,NDUFC2,TCGA-25-1312-01,1,-0.1295
50184,4718,NDUFC2,TCGA-25-1313-01,1,-0.0038
50185,4718,NDUFC2,TCGA-25-1318-01,0,0.0703
50186,4718,NDUFC2,TCGA-25-1322-01,2,-0.2676
50187,4718,NDUFC2,TCGA-25-1323-01,0,-0.231
50188,4718,NDUFC2,TCGA-25-1329-01,-1,0.0364
50189,4718,NDUFC2,TCGA-25-1623-01,1,-0.0927
50190,4718,NDUFC2,TCGA-25-1628-01,-1,0.0142
50191,4718,NDUFC2,TCGA-25-1631-01,1,0.0315
50192,4718,NDUFC2,TCGA-25-2396-01,0,-0.0117
50193,4718,NDUFC2,TCGA-25-2397-01,0,0.3711
50194,4718,NDUFC2,TCGA-25-2399-01,0,0.2268
50195,4718,NDUFC2,TCGA-25-2404-01,0,0.361
50196,4718,NDUFC2,TCGA-29-1688-01,-1,0.2969
50197,4718,NDUFC2,TCGA-29-1690-01,0,0.6569
50198,4718,NDUFC2,TCGA-29-1693-01,1,0.1487
50199,4718,NDUFC2,TCGA-29-1696-01,0,-0.0263
50200,4718,NDUFC2,TCGA-29-1697-01,1,-0.5314
50201,4718,NDUFC2,TCGA-29-1698-01,-1,0.05
50202,4718,NDUFC2,TCGA-29-1702-01,1,0.4538
50203,4718,NDUFC2,TCGA-29-1705-01,0,0.0142
50204,4718,NDUFC2,TCGA-29-1710-01,0,-0.2083
50205,4718,NDUFC2,TCGA-29-1711-01,0,-0.6929
50206,4718,NDUFC2,TCGA-29-1762-01,0,-0.2458
50207,4718,NDUFC2,TCGA-29-1763-01,1,-0.248
50208,4718,NDUFC2,TCGA-29-1766-01,0,-0.0718
50209,4718,NDUFC2,TCGA-29-1768-01,1,-0.5532
50210,4718,NDUFC2,TCGA-29-1769-01,1,-0.2369
50211,4718,NDUFC2,TCGA-29-1770-01,-1,0.0577
50212,4718,NDUFC2,TCGA-29-1771-01,0,-0.3546
50213,4718,NDUFC2,TCGA-29-1785-01,0,-0.0188
50214,4718,NDUFC2,TCGA-29-2427-01,0,0.5834
50215,4718,NDUFC2,TCGA-29-2431-01,0,-0.6136
50216,4718,NDUFC2,TCGA-30-1887-01,0,0.3481
50217,4718,NDUFC2,TCGA-30-1891-01,1,-0.6006
50218,4718,NDUFC2,TCGA-36-1569-01,0,0.0298
50219,4718,NDUFC2,TCGA-36-1570-01,1,0.3126
50220,4718,NDUFC2,TCGA-36-1571-01,-1,-0.4645
50221,4718,NDUFC2,TCGA-36-1577-01,0,-0.086
50222,4718,NDUFC2,TCGA-36-1578-01,2,1.0446
50223,4718,NDUFC2,TCGA-36-1580-01,1,0.0912
50224,4718,NDUFC2,TCGA-36-2530-01,1,-0.4046
50225,4718,NDUFC2,TCGA-36-2532-01,0,-0.101
50226,4718,NDUFC2,TCGA-36-2534-01,1,0.5925
50227,4718,NDUFC2,TCGA-36-2537-01,0,0.0161
50228,4718,NDUFC2,TCGA-36-2542-01,0,0.5419
50229,4718,NDUFC2,TCGA-36-2544-01,0,0.3825
50230,4718,NDUFC2,TCGA-36-2545-01,0,0.1179
50231,4718,NDUFC2,TCGA-36-2547-01,1,-0.0505
50232,4718,NDUFC2,TCGA-36-2549-01,0,0.139
50233,4718,NDUFC2,TCGA-59-2348-01,2,-0.2976
50234,4718,NDUFC2,TCGA-59-2351-01,1,-0.3228
50235,4718,NDUFC2,TCGA-59-2352-01,1,-0.2139
50236,4718,NDUFC2,TCGA-59-2372-01,0,-0.3092
50237,4718,NDUFC2,TCGA-61-1724-01,-1,-0.1161
50238,4718,NDUFC2,TCGA-61-1727-01,0,0.0364
50239,4718,NDUFC2,TCGA-61-1741-01,-1,-0.0058
50240,4718,NDUFC2,TCGA-61-1907-01,1,0.276
50241,4718,NDUFC2,TCGA-61-1910-01,-1,-0.1054
50242,4718,NDUFC2,TCGA-61-1911-01,2,-0.0613
50243,4718,NDUFC2,TCGA-61-1914-01,0,0.2879
50244,4718,NDUFC2,TCGA-61-1915-01,1,0.2359
50245,4718,NDUFC2,TCGA-61-1918-01,1,-0.0577
50246,4718,NDUFC2,TCGA-61-1995-01,0,0.1238
50247,4718,NDUFC2,TCGA-61-2008-01,1,-0.4278
50248,4718,NDUFC2,TCGA-61-2087-01,2,0.5942
50249,4718,NDUFC2,TCGA-61-2088-01,0,-0.0485
50250,4718,NDUFC2,TCGA-61-2094-01,2,0.4951
50251,4718,NDUFC2,TCGA-61-2613-01,0,-0.2733
50252,4725,NDUFS5,TCGA-09-1664-01,0,0.2011
50253,4725,NDUFS5,TCGA-13-1404-01,1,0.4357
50254,4725,NDUFS5,TCGA-13-1409-01,-1,0.0583
50255,4725,NDUFS5,TCGA-13-1410-01,1,-0.167
50256,4725,NDUFS5,TCGA-13-1482-01,1,0.1505
50257,4725,NDUFS5,TCGA-13-1483-01,0,-0.1254
50258,4725,NDUFS5,TCGA-13-1485-01,0,0.4875
50259,4725,NDUFS5,TCGA-13-1487-01,-1,-0.1547
50260,4725,NDUFS5,TCGA-13-1488-01,0,0.1438
50261,4725,NDUFS5,TCGA-13-1489-01,-1,-0.2749
50262,4725,NDUFS5,TCGA-13-1492-01,1,-0.4121
50263,4725,NDUFS5,TCGA-13-1494-01,0,0.0086
50264,4725,NDUFS5,TCGA-13-1497-01,1,-0.3111
50265,4725,NDUFS5,TCGA-13-1500-01,0,0.41
50266,4725,NDUFS5,TCGA-13-1501-01,0,0.104
50267,4725,NDUFS5,TCGA-13-1504-01,1,0.0486
50268,4725,NDUFS5,TCGA-13-1507-01,1,0.2237
50269,4725,NDUFS5,TCGA-13-1511-01,1,-0.1456
50270,4725,NDUFS5,TCGA-13-2059-01,1,-0.0826
50271,4725,NDUFS5,TCGA-13-2060-01,2,-0.4689
50272,4725,NDUFS5,TCGA-13-2061-01,1,0.1032
50273,4725,NDUFS5,TCGA-13-2065-01,1,0.8927
50274,4725,NDUFS5,TCGA-23-1121-01,0,-0.749
50275,4725,NDUFS5,TCGA-23-1122-01,1,-0.0198
50276,4725,NDUFS5,TCGA-24-1103-01,-1,0.839
50277,4725,NDUFS5,TCGA-24-1416-01,0,0.4083
50278,4725,NDUFS5,TCGA-24-1422-01,2,0.2467
50279,4725,NDUFS5,TCGA-24-1430-01,0,0.1694
50280,4725,NDUFS5,TCGA-24-1431-01,1,-0.1469
50281,4725,NDUFS5,TCGA-24-1435-01,1,0.8345
50282,4725,NDUFS5,TCGA-24-1436-01,1,0.2525
50283,4725,NDUFS5,TCGA-24-1464-01,1,0.3021
50284,4725,NDUFS5,TCGA-24-1474-01,1,-0.9303
50285,4725,NDUFS5,TCGA-24-1544-01,0,-0.9061
50286,4725,NDUFS5,TCGA-24-1548-01,0,-0.2393
50287,4725,NDUFS5,TCGA-24-1553-01,1,0.1926
50288,4725,NDUFS5,TCGA-24-1555-01,0,0.6322
50289,4725,NDUFS5,TCGA-24-1557-01,1,-0.028
50290,4725,NDUFS5,TCGA-24-1558-01,1,0.033
50291,4725,NDUFS5,TCGA-24-1562-01,0,0.5004
50292,4725,NDUFS5,TCGA-24-1565-01,0,-0.1196
50293,4725,NDUFS5,TCGA-24-1920-01,1,-0.0685
50294,4725,NDUFS5,TCGA-24-1927-01,0,0.4317
50295,4725,NDUFS5,TCGA-24-2024-01,-1,0.0631
50296,4725,NDUFS5,TCGA-24-2030-01,1,-0.3941
50297,4725,NDUFS5,TCGA-24-2033-01,1,-0.2466
50298,4725,NDUFS5,TCGA-24-2261-01,0,0.0429
50299,4725,NDUFS5,TCGA-24-2289-01,0,0.1142
50300,4725,NDUFS5,TCGA-24-2290-01,1,-0.1102
50301,4725,NDUFS5,TCGA-24-2298-01,1,-0.1307
50302,4725,NDUFS5,TCGA-25-1312-01,1,-0.4397
50303,4725,NDUFS5,TCGA-25-1313-01,2,0.0728
50304,4725,NDUFS5,TCGA-25-1318-01,0,0.1053
50305,4725,NDUFS5,TCGA-25-1322-01,0,-0.1031
50306,4725,NDUFS5,TCGA-25-1323-01,-1,-0.2063
50307,4725,NDUFS5,TCGA-25-1329-01,1,0.0443
50308,4725,NDUFS5,TCGA-25-1623-01,1,-0.7782
50309,4725,NDUFS5,TCGA-25-1628-01,1,0.1892
50310,4725,NDUFS5,TCGA-25-1631-01,0,-0.164
50311,4725,NDUFS5,TCGA-25-2396-01,-1,-0.0332
50312,4725,NDUFS5,TCGA-25-2397-01,1,0.4565
50313,4725,NDUFS5,TCGA-25-2399-01,0,0.035
50314,4725,NDUFS5,TCGA-25-2404-01,0,0.3165
50315,4725,NDUFS5,TCGA-29-1688-01,0,0.2857
50316,4725,NDUFS5,TCGA-29-1690-01,-2,0.7221
50317,4725,NDUFS5,TCGA-29-1693-01,1,0.2958
50318,4725,NDUFS5,TCGA-29-1696-01,0,0.158
50319,4725,NDUFS5,TCGA-29-1697-01,0,-0.8189
50320,4725,NDUFS5,TCGA-29-1698-01,2,-0.0312
50321,4725,NDUFS5,TCGA-29-1702-01,2,0.5308
50322,4725,NDUFS5,TCGA-29-1705-01,-1,-0.3079
50323,4725,NDUFS5,TCGA-29-1710-01,1,-0.1979
50324,4725,NDUFS5,TCGA-29-1711-01,0,-0.5432
50325,4725,NDUFS5,TCGA-29-1762-01,0,0.0124
50326,4725,NDUFS5,TCGA-29-1763-01,-1,-0.3475
50327,4725,NDUFS5,TCGA-29-1766-01,1,-0.0872
50328,4725,NDUFS5,TCGA-29-1768-01,0,-0.5483
50329,4725,NDUFS5,TCGA-29-1769-01,0,-0.4245
50330,4725,NDUFS5,TCGA-29-1770-01,1,0.2105
50331,4725,NDUFS5,TCGA-29-1771-01,2,-0.2653
50332,4725,NDUFS5,TCGA-29-1785-01,-1,-0.0528
50333,4725,NDUFS5,TCGA-29-2427-01,0,0.6003
50334,4725,NDUFS5,TCGA-29-2431-01,1,-1.098
50335,4725,NDUFS5,TCGA-30-1887-01,1,0.1744
50336,4725,NDUFS5,TCGA-30-1891-01,1,-0.3846
50337,4725,NDUFS5,TCGA-36-1569-01,-1,-0.0521
50338,4725,NDUFS5,TCGA-36-1570-01,0,0.3288
50339,4725,NDUFS5,TCGA-36-1571-01,0,-0.1822
50340,4725,NDUFS5,TCGA-36-1577-01,2,-0.297
50341,4725,NDUFS5,TCGA-36-1578-01,1,1.0004
50342,4725,NDUFS5,TCGA-36-1580-01,2,0.0783
50343,4725,NDUFS5,TCGA-36-2530-01,-1,-0.6442
50344,4725,NDUFS5,TCGA-36-2532-01,0,-0.1062
50345,4725,NDUFS5,TCGA-36-2534-01,0,0.7475
50346,4725,NDUFS5,TCGA-36-2537-01,0,0.0584
50347,4725,NDUFS5,TCGA-36-2542-01,0,0.4109
50348,4725,NDUFS5,TCGA-36-2544-01,2,0.021
50349,4725,NDUFS5,TCGA-36-2545-01,0,0.2448
50350,4725,NDUFS5,TCGA-36-2547-01,1,-0.3502
50351,4725,NDUFS5,TCGA-36-2549-01,2,0.5309
50352,4725,NDUFS5,TCGA-59-2348-01,1,-0.4135
50353,4725,NDUFS5,TCGA-59-2351-01,1,-0.242
50354,4725,NDUFS5,TCGA-59-2352-01,2,-0.0937
50355,4725,NDUFS5,TCGA-59-2372-01,2,-0.1737
50356,4725,NDUFS5,TCGA-61-1724-01,2,0.0457
50357,4725,NDUFS5,TCGA-61-1727-01,1,-0.1643
50358,4725,NDUFS5,TCGA-61-1741-01,1,-0.0805
50359,4725,NDUFS5,TCGA-61-1907-01,1,0.1423
50360,4725,NDUFS5,TCGA-61-1910-01,0,-0.0553
50361,4725,NDUFS5,TCGA-61-1911-01,0,-0.1945
50362,4725,NDUFS5,TCGA-61-1914-01,1,0.1922
50363,4725,NDUFS5,TCGA-61-1915-01,2,0.2393
50364,4725,NDUFS5,TCGA-61-1918-01,2,-0.0119
50365,4725,NDUFS5,TCGA-61-1995-01,0,0.3255
50366,4725,NDUFS5,TCGA-61-2008-01,0,-0.4576
50367,4725,NDUFS5,TCGA-61-2087-01,0,0.6244
50368,4725,NDUFS5,TCGA-61-2088-01,1,-0.1536
50369,4725,NDUFS5,TCGA-61-2094-01,0,0.2872
50370,4725,NDUFS5,TCGA-61-2613-01,0,-0.2332
50371,4726,NDUFS6,TCGA-09-1664-01,0,0.3288
50372,4726,NDUFS6,TCGA-13-1404-01,1,0.5505
50373,4726,NDUFS6,TCGA-13-1409-01,1,0.1647
50374,4726,NDUFS6,TCGA-13-1410-01,0,-0.0002
50375,4726,NDUFS6,TCGA-13-1482-01,0,0.1788
50376,4726,NDUFS6,TCGA-13-1483-01,0,0.1635
50377,4726,NDUFS6,TCGA-13-1485-01,0,0.3813
50378,4726,NDUFS6,TCGA-13-1487-01,0,-0.0521
50379,4726,NDUFS6,TCGA-13-1488-01,1,0.5601
50380,4726,NDUFS6,TCGA-13-1489-01,1,-0.3631
50381,4726,NDUFS6,TCGA-13-1492-01,1,-0.1757
50382,4726,NDUFS6,TCGA-13-1494-01,0,0.0152
50383,4726,NDUFS6,TCGA-13-1497-01,1,-0.3993
50384,4726,NDUFS6,TCGA-13-1500-01,0,0.7155
50385,4726,NDUFS6,TCGA-13-1501-01,1,-0.0963
50386,4726,NDUFS6,TCGA-13-1504-01,1,-0.1298
50387,4726,NDUFS6,TCGA-13-1507-01,1,-0.0104
50388,4726,NDUFS6,TCGA-13-1511-01,0,-0.1784
50389,4726,NDUFS6,TCGA-13-2059-01,-1,-0.546
50390,4726,NDUFS6,TCGA-13-2060-01,1,-0.3534
50391,4726,NDUFS6,TCGA-13-2061-01,1,0.1934
50392,4726,NDUFS6,TCGA-13-2065-01,2,0.9323
50393,4726,NDUFS6,TCGA-23-1121-01,2,-0.2712
50394,4726,NDUFS6,TCGA-23-1122-01,1,0.3273
50395,4726,NDUFS6,TCGA-24-1103-01,2,0.8857
50396,4726,NDUFS6,TCGA-24-1416-01,0,0.507
50397,4726,NDUFS6,TCGA-24-1422-01,0,-0.1449
50398,4726,NDUFS6,TCGA-24-1430-01,0,0.1282
50399,4726,NDUFS6,TCGA-24-1431-01,1,0.1118
50400,4726,NDUFS6,TCGA-24-1435-01,1,0.4167
50401,4726,NDUFS6,TCGA-24-1436-01,1,0.0678
50402,4726,NDUFS6,TCGA-24-1464-01,0,0.6766
50403,4726,NDUFS6,TCGA-24-1474-01,0,-0.6194
50404,4726,NDUFS6,TCGA-24-1544-01,1,-0.2123
50405,4726,NDUFS6,TCGA-24-1548-01,-1,-0.0193
50406,4726,NDUFS6,TCGA-24-1553-01,1,0.2984
50407,4726,NDUFS6,TCGA-24-1555-01,1,-0.0988
50408,4726,NDUFS6,TCGA-24-1557-01,2,-0.0355
50409,4726,NDUFS6,TCGA-24-1558-01,0,-0.0364
50410,4726,NDUFS6,TCGA-24-1562-01,0,0.1448
50411,4726,NDUFS6,TCGA-24-1565-01,0,-0.5219
50412,4726,NDUFS6,TCGA-24-1920-01,1,0.0589
50413,4726,NDUFS6,TCGA-24-1927-01,-1,-0.3003
50414,4726,NDUFS6,TCGA-24-2024-01,0,0.217
50415,4726,NDUFS6,TCGA-24-2030-01,1,-0.186
50416,4726,NDUFS6,TCGA-24-2033-01,1,-0.2783
50417,4726,NDUFS6,TCGA-24-2261-01,0,0.0528
50418,4726,NDUFS6,TCGA-24-2289-01,1,0.1287
50419,4726,NDUFS6,TCGA-24-2290-01,0,-0.0538
50420,4726,NDUFS6,TCGA-24-2298-01,1,0.2576
50421,4726,NDUFS6,TCGA-25-1312-01,-1,-0.0842
50422,4726,NDUFS6,TCGA-25-1313-01,0,0.1582
50423,4726,NDUFS6,TCGA-25-1318-01,2,0.3043
50424,4726,NDUFS6,TCGA-25-1322-01,2,0.2074
50425,4726,NDUFS6,TCGA-25-1323-01,-1,-0.0173
50426,4726,NDUFS6,TCGA-25-1329-01,1,0.2566
50427,4726,NDUFS6,TCGA-25-1623-01,1,-0.4034
50428,4726,NDUFS6,TCGA-25-1628-01,0,-0.1901
50429,4726,NDUFS6,TCGA-25-1631-01,1,0.352
50430,4726,NDUFS6,TCGA-25-2396-01,1,0.1945
50431,4726,NDUFS6,TCGA-25-2397-01,0,0.4022
50432,4726,NDUFS6,TCGA-25-2399-01,0,0.0683
50433,4726,NDUFS6,TCGA-25-2404-01,1,0.2686
50434,4726,NDUFS6,TCGA-29-1688-01,2,-0.1234
50435,4726,NDUFS6,TCGA-29-1690-01,0,0.8856
50436,4726,NDUFS6,TCGA-29-1693-01,1,0.2182
50437,4726,NDUFS6,TCGA-29-1696-01,1,-0.0681
50438,4726,NDUFS6,TCGA-29-1697-01,1,-0.5603
50439,4726,NDUFS6,TCGA-29-1698-01,0,0.0325
50440,4726,NDUFS6,TCGA-29-1702-01,-1,0.2981
50441,4726,NDUFS6,TCGA-29-1705-01,0,-0.2398
50442,4726,NDUFS6,TCGA-29-1710-01,0,0.2554
50443,4726,NDUFS6,TCGA-29-1711-01,0,-1.0969
50444,4726,NDUFS6,TCGA-29-1762-01,0,-0.136
50445,4726,NDUFS6,TCGA-29-1763-01,1,-0.1494
50446,4726,NDUFS6,TCGA-29-1766-01,2,-0.1006
50447,4726,NDUFS6,TCGA-29-1768-01,1,0.2126
50448,4726,NDUFS6,TCGA-29-1769-01,1,-0.0507
50449,4726,NDUFS6,TCGA-29-1770-01,1,0.3613
50450,4726,NDUFS6,TCGA-29-1771-01,0,-1.1294
50451,4726,NDUFS6,TCGA-29-1785-01,-1,-0.169
50452,4726,NDUFS6,TCGA-29-2427-01,0,0.433
50453,4726,NDUFS6,TCGA-29-2431-01,0,-0.1009
50454,4726,NDUFS6,TCGA-30-1887-01,1,0.5196
50455,4726,NDUFS6,TCGA-30-1891-01,1,-0.4484
50456,4726,NDUFS6,TCGA-36-1569-01,1,-0.7951
50457,4726,NDUFS6,TCGA-36-1570-01,0,0.3038
50458,4726,NDUFS6,TCGA-36-1571-01,0,0.0322
50459,4726,NDUFS6,TCGA-36-1577-01,-1,-0.2274
50460,4726,NDUFS6,TCGA-36-1578-01,1,0.8253
50461,4726,NDUFS6,TCGA-36-1580-01,-1,0.2244
50462,4726,NDUFS6,TCGA-36-2530-01,0,-0.2674
50463,4726,NDUFS6,TCGA-36-2532-01,0,0.1167
50464,4726,NDUFS6,TCGA-36-2534-01,0,0.6561
50465,4726,NDUFS6,TCGA-36-2537-01,0,0.0116
50466,4726,NDUFS6,TCGA-36-2542-01,1,0.4008
50467,4726,NDUFS6,TCGA-36-2544-01,1,0.2144
50468,4726,NDUFS6,TCGA-36-2545-01,0,0.1523
50469,4726,NDUFS6,TCGA-36-2547-01,1,-0.1858
50470,4726,NDUFS6,TCGA-36-2549-01,0,0.1597
50471,4726,NDUFS6,TCGA-59-2348-01,1,0.0846
50472,4726,NDUFS6,TCGA-59-2351-01,1,0.1945
50473,4726,NDUFS6,TCGA-59-2352-01,-1,0.1407
50474,4726,NDUFS6,TCGA-59-2372-01,0,0.0019
50475,4726,NDUFS6,TCGA-61-1724-01,1,-0.1408
50476,4726,NDUFS6,TCGA-61-1727-01,0,0.0511
50477,4726,NDUFS6,TCGA-61-1741-01,-1,-0.0648
50478,4726,NDUFS6,TCGA-61-1907-01,-1,-0.1772
50479,4726,NDUFS6,TCGA-61-1910-01,0,0.0097
50480,4726,NDUFS6,TCGA-61-1911-01,0,-0.1712
50481,4726,NDUFS6,TCGA-61-1914-01,2,0.448
50482,4726,NDUFS6,TCGA-61-1915-01,0,0.2538
50483,4726,NDUFS6,TCGA-61-1918-01,1,0.0524
50484,4726,NDUFS6,TCGA-61-1995-01,0,0.2495
50485,4726,NDUFS6,TCGA-61-2008-01,1,-0.4454
50486,4726,NDUFS6,TCGA-61-2087-01,1,0.4841
50487,4726,NDUFS6,TCGA-61-2088-01,0,-0.1273
50488,4726,NDUFS6,TCGA-61-2094-01,0,0.4293
50489,4726,NDUFS6,TCGA-61-2613-01,0,0.1535
50490,4763,NF1,TCGA-09-1664-01,-1,-0.2129
50491,4763,NF1,TCGA-13-1404-01,-1,-0.6724
50492,4763,NF1,TCGA-13-1409-01,-1,0.0038
50493,4763,NF1,TCGA-13-1410-01,-1,0.4061
50494,4763,NF1,TCGA-13-1482-01,-1,-0.2166
50495,4763,NF1,TCGA-13-1483-01,-1,-0.4244
50496,4763,NF1,TCGA-13-1485-01,0,0.126
50497,4763,NF1,TCGA-13-1487-01,-1,0.3885
50498,4763,NF1,TCGA-13-1488-01,-1,0.068
50499,4763,NF1,TCGA-13-1489-01,-1,0.3586
50500,4763,NF1,TCGA-13-1492-01,-1,-0.1999
50501,4763,NF1,TCGA-13-1494-01,-1,-0.1144
50502,4763,NF1,TCGA-13-1497-01,-1,-0.4048
50503,4763,NF1,TCGA-13-1500-01,-1,0.3652
50504,4763,NF1,TCGA-13-1501-01,-1,0.2732
50505,4763,NF1,TCGA-13-1504-01,-1,0.2728
50506,4763,NF1,TCGA-13-1507-01,-1,0.1659
50507,4763,NF1,TCGA-13-1511-01,-1,0.2669
50508,4763,NF1,TCGA-13-2059-01,-1,-0.0354
50509,4763,NF1,TCGA-13-2060-01,0,0.0602
50510,4763,NF1,TCGA-13-2061-01,1,-0.3249
50511,4763,NF1,TCGA-13-2065-01,-1,-0.5995
50512,4763,NF1,TCGA-23-1121-01,0,0.2283
50513,4763,NF1,TCGA-23-1122-01,-1,0.0703
50514,4763,NF1,TCGA-24-1103-01,-1,-0.8231
50515,4763,NF1,TCGA-24-1416-01,-1,0.0751
50516,4763,NF1,TCGA-24-1422-01,-1,0.1042
50517,4763,NF1,TCGA-24-1430-01,-1,-0.2929
50518,4763,NF1,TCGA-24-1431-01,-1,-0.2263
50519,4763,NF1,TCGA-24-1435-01,-1,0.401
50520,4763,NF1,TCGA-24-1436-01,-2,-0.1646
50521,4763,NF1,TCGA-24-1464-01,-2,-0.3765
50522,4763,NF1,TCGA-24-1474-01,0,0.2092
50523,4763,NF1,TCGA-24-1544-01,-1,-0.019
50524,4763,NF1,TCGA-24-1548-01,-1,0.0088
50525,4763,NF1,TCGA-24-1553-01,-1,-0.2677
50526,4763,NF1,TCGA-24-1555-01,-1,-0.6568
50527,4763,NF1,TCGA-24-1557-01,-1,0.0107
50528,4763,NF1,TCGA-24-1562-01,-1,-0.6921
50529,4763,NF1,TCGA-24-1565-01,0,0.4349
50530,4763,NF1,TCGA-24-1920-01,-1,-0.014
50531,4763,NF1,TCGA-24-1927-01,-1,0.0966
50532,4763,NF1,TCGA-24-2024-01,-1,-0.5557
50533,4763,NF1,TCGA-24-2030-01,-1,0.1522
50534,4763,NF1,TCGA-24-2033-01,-1,0.2566
50535,4763,NF1,TCGA-24-2261-01,0,0.5687
50536,4763,NF1,TCGA-24-2289-01,-1,-0.1884
50537,4763,NF1,TCGA-24-2290-01,-1,-1.3062
50538,4763,NF1,TCGA-24-2298-01,-1,0.3248
50539,4763,NF1,TCGA-25-1312-01,-1,-0.0502
50540,4763,NF1,TCGA-25-1313-01,-1,0.3808
50541,4763,NF1,TCGA-25-1318-01,-1,0.2734
50542,4763,NF1,TCGA-25-1322-01,-1,0.1082
50543,4763,NF1,TCGA-25-1323-01,-1,-0.0546
50544,4763,NF1,TCGA-25-1329-01,-1,0.1916
50545,4763,NF1,TCGA-25-1623-01,0,0.5161
50546,4763,NF1,TCGA-25-1628-01,-1,0.193
50547,4763,NF1,TCGA-25-1631-01,-1,-0.4692
50548,4763,NF1,TCGA-25-2396-01,0,0.041
50549,4763,NF1,TCGA-25-2397-01,-1,0.1225
50550,4763,NF1,TCGA-25-2399-01,-2,-0.3574
50551,4763,NF1,TCGA-25-2404-01,-1,0.2823
50552,4763,NF1,TCGA-29-1688-01,-1,0.0239
50553,4763,NF1,TCGA-29-1690-01,0,0.6162
50554,4763,NF1,TCGA-29-1693-01,-1,0.2189
