Unnamed: 0,Gene,Gene_HGNC,Sample,CNA,Protein
1551,10139,ARFRP1,TCGA-25-2404-01,1,-0.0553
1552,10139,ARFRP1,TCGA-29-1688-01,1,0.1968
1553,10139,ARFRP1,TCGA-29-1690-01,0,0.3063
1554,10139,ARFRP1,TCGA-29-1693-01,1,0.4773
1555,10139,ARFRP1,TCGA-29-1696-01,1,-0.49
1556,10139,ARFRP1,TCGA-29-1697-01,1,-0.2046
1557,10139,ARFRP1,TCGA-29-1698-01,1,0.6033
1558,10139,ARFRP1,TCGA-29-1702-01,1,-0.1257
1559,10139,ARFRP1,TCGA-29-1705-01,1,0.1139
1560,10139,ARFRP1,TCGA-29-1710-01,1,-0.1881
1561,10139,ARFRP1,TCGA-29-1711-01,2,0.3709
1562,10139,ARFRP1,TCGA-29-1762-01,0,-0.4054
1563,10139,ARFRP1,TCGA-29-1763-01,1,-0.0973
1564,10139,ARFRP1,TCGA-29-1766-01,1,0.1087
1565,10139,ARFRP1,TCGA-29-1768-01,0,0.4386
1566,10139,ARFRP1,TCGA-29-1769-01,1,0.2476
1567,10139,ARFRP1,TCGA-29-1770-01,1,0.1745
1568,10139,ARFRP1,TCGA-29-1771-01,0,-0.351
1569,10139,ARFRP1,TCGA-29-1785-01,0,0.0234
1570,10139,ARFRP1,TCGA-29-2427-01,0,0.0409
1571,10139,ARFRP1,TCGA-29-2431-01,1,0.0188
1572,10139,ARFRP1,TCGA-30-1887-01,1,0.4344
1573,10139,ARFRP1,TCGA-30-1891-01,0,-0.0303
1574,10139,ARFRP1,TCGA-36-1569-01,1,0.4834
1575,10139,ARFRP1,TCGA-36-1570-01,0,0.0435
1576,10139,ARFRP1,TCGA-36-1571-01,-1,-0.554
1577,10139,ARFRP1,TCGA-36-1577-01,0,-0.0128
1578,10139,ARFRP1,TCGA-36-1578-01,1,0.3076
1579,10139,ARFRP1,TCGA-36-1580-01,1,0.0806
1580,10139,ARFRP1,TCGA-36-2530-01,0,-0.2654
1581,10139,ARFRP1,TCGA-36-2532-01,0,0.0328
1582,10139,ARFRP1,TCGA-36-2534-01,1,-0.4465
1583,10139,ARFRP1,TCGA-36-2537-01,0,0.1147
1584,10139,ARFRP1,TCGA-36-2542-01,-1,-0.2167
1585,10139,ARFRP1,TCGA-36-2544-01,0,-0.1254
1586,10139,ARFRP1,TCGA-36-2545-01,0,-0.4451
1587,10139,ARFRP1,TCGA-36-2547-01,1,-0.6001
1588,10139,ARFRP1,TCGA-36-2549-01,1,0.1379
1589,10139,ARFRP1,TCGA-59-2348-01,2,-0.233
1590,10139,ARFRP1,TCGA-59-2351-01,1,-0.0876
1591,10139,ARFRP1,TCGA-59-2352-01,1,0.0029
1592,10139,ARFRP1,TCGA-59-2372-01,1,-0.5418
1593,10139,ARFRP1,TCGA-61-1724-01,1,0.2669
1594,10139,ARFRP1,TCGA-61-1727-01,2,0.6767
1595,10139,ARFRP1,TCGA-61-1741-01,1,-0.323
1596,10139,ARFRP1,TCGA-61-1907-01,1,-0.2869
1597,10139,ARFRP1,TCGA-61-1910-01,0,-0.278
1598,10139,ARFRP1,TCGA-61-1911-01,1,0.5284
1599,10139,ARFRP1,TCGA-61-1914-01,1,0.7144
1600,10139,ARFRP1,TCGA-61-1915-01,1,-0.2206
1601,10139,ARFRP1,TCGA-61-1918-01,1,-0.4174
1602,10139,ARFRP1,TCGA-61-1995-01,0,-0.0316
1603,10139,ARFRP1,TCGA-61-2008-01,1,-0.172
1604,10139,ARFRP1,TCGA-61-2087-01,0,-0.1779
1605,10139,ARFRP1,TCGA-61-2088-01,1,-0.9812
1606,10139,ARFRP1,TCGA-61-2094-01,2,0.3215
1607,10139,ARFRP1,TCGA-61-2613-01,0,-0.0043
1608,10147,SUGP2,TCGA-09-1664-01,0,0.1947
1609,10147,SUGP2,TCGA-13-1404-01,0,-0.0768
1610,10147,SUGP2,TCGA-13-1409-01,1,-0.0936
1611,10147,SUGP2,TCGA-13-1410-01,1,-0.3327
1612,10147,SUGP2,TCGA-13-1482-01,1,0.5335
1613,10147,SUGP2,TCGA-13-1483-01,-1,-0.2443
1614,10147,SUGP2,TCGA-13-1485-01,0,-0.2149
1615,10147,SUGP2,TCGA-13-1487-01,-1,-0.0325
1616,10147,SUGP2,TCGA-13-1488-01,0,-0.3256
1617,10147,SUGP2,TCGA-13-1489-01,1,0.1795
1618,10147,SUGP2,TCGA-13-1492-01,-1,-0.2274
1619,10147,SUGP2,TCGA-13-1494-01,0,-0.2549
1620,10147,SUGP2,TCGA-13-1497-01,1,0.3565
1621,10147,SUGP2,TCGA-13-1500-01,-1,-0.2757
1622,10147,SUGP2,TCGA-13-1501-01,1,-0.3886
1623,10147,SUGP2,TCGA-13-1504-01,1,-0.1541
1624,10147,SUGP2,TCGA-13-1507-01,-1,-0.4547
1625,10147,SUGP2,TCGA-13-1511-01,0,-0.1339
1626,10147,SUGP2,TCGA-13-2059-01,1,-0.1873
1627,10147,SUGP2,TCGA-13-2060-01,-1,-0.4854
1628,10147,SUGP2,TCGA-13-2061-01,1,0.1457
1629,10147,SUGP2,TCGA-13-2065-01,0,0.0052
1630,10147,SUGP2,TCGA-23-1121-01,1,0.8174
1631,10147,SUGP2,TCGA-23-1122-01,1,-0.1142
1632,10147,SUGP2,TCGA-24-1103-01,0,0.2172
1633,10147,SUGP2,TCGA-24-1416-01,1,0.2784
1634,10147,SUGP2,TCGA-24-1422-01,1,-0.1357
1635,10147,SUGP2,TCGA-24-1430-01,0,0.0894
1636,10147,SUGP2,TCGA-24-1431-01,1,-0.0171
1637,10147,SUGP2,TCGA-24-1435-01,1,-0.0967
1638,10147,SUGP2,TCGA-24-1436-01,1,-0.3973
1639,10147,SUGP2,TCGA-24-1464-01,-1,-0.3508
1640,10147,SUGP2,TCGA-24-1474-01,1,0.3409
1641,10147,SUGP2,TCGA-24-1544-01,-1,-0.0404
1642,10147,SUGP2,TCGA-24-1548-01,1,1.0293
1643,10147,SUGP2,TCGA-24-1553-01,1,-0.232
1644,10147,SUGP2,TCGA-24-1555-01,1,-0.18
1645,10147,SUGP2,TCGA-24-1557-01,1,-0.0534
1646,10147,SUGP2,TCGA-24-1558-01,1,0.0732
1647,10147,SUGP2,TCGA-24-1562-01,0,-0.3194
1648,10147,SUGP2,TCGA-24-1565-01,0,0.4438
1649,10147,SUGP2,TCGA-24-1920-01,2,0.53
1650,10147,SUGP2,TCGA-24-1927-01,0,-0.5628
1651,10147,SUGP2,TCGA-24-2024-01,0,0.4082
1652,10147,SUGP2,TCGA-24-2030-01,-1,-0.5915
1653,10147,SUGP2,TCGA-24-2033-01,2,0.5344
1654,10147,SUGP2,TCGA-24-2261-01,1,-0.4122
1655,10147,SUGP2,TCGA-24-2289-01,-1,-0.36
1656,10147,SUGP2,TCGA-24-2290-01,-1,-0.2447
1657,10147,SUGP2,TCGA-24-2298-01,1,0.0513
1658,10147,SUGP2,TCGA-25-1312-01,1,0.0471
1659,10147,SUGP2,TCGA-25-1313-01,-1,-0.4829
1660,10147,SUGP2,TCGA-25-1318-01,1,-0.0852
1661,10147,SUGP2,TCGA-25-1322-01,0,-0.1847
1662,10147,SUGP2,TCGA-25-1323-01,1,-0.1546
1663,10147,SUGP2,TCGA-25-1329-01,1,0.0568
1664,10147,SUGP2,TCGA-25-1623-01,1,-0.7758
1665,10147,SUGP2,TCGA-25-1628-01,1,-0.0619
1666,10147,SUGP2,TCGA-25-1631-01,0,-0.0834
1667,10147,SUGP2,TCGA-25-2396-01,-1,-0.2625
1668,10147,SUGP2,TCGA-25-2397-01,1,0.0862
1669,10147,SUGP2,TCGA-25-2399-01,2,0.0363
1670,10147,SUGP2,TCGA-25-2404-01,-1,-0.2204
1671,10147,SUGP2,TCGA-29-1688-01,0,-0.0272
1672,10147,SUGP2,TCGA-29-1690-01,0,-0.1151
1673,10147,SUGP2,TCGA-29-1693-01,0,-0.0705
1674,10147,SUGP2,TCGA-29-1696-01,0,0.0595
1675,10147,SUGP2,TCGA-29-1697-01,1,0.5312
1676,10147,SUGP2,TCGA-29-1698-01,1,0.0656
1677,10147,SUGP2,TCGA-29-1702-01,1,0.5952
1678,10147,SUGP2,TCGA-29-1705-01,0,0.0447
1679,10147,SUGP2,TCGA-29-1710-01,2,-0.1041
1680,10147,SUGP2,TCGA-29-1711-01,1,0.1232
1681,10147,SUGP2,TCGA-29-1762-01,0,0.3744
1682,10147,SUGP2,TCGA-29-1763-01,-1,0.1173
1683,10147,SUGP2,TCGA-29-1766-01,0,-0.6037
1684,10147,SUGP2,TCGA-29-1768-01,0,-0.4018
1685,10147,SUGP2,TCGA-29-1769-01,-1,-0.328
1686,10147,SUGP2,TCGA-29-1770-01,1,-0.1201
1687,10147,SUGP2,TCGA-29-1771-01,-1,-0.3363
1688,10147,SUGP2,TCGA-29-1785-01,1,0.0194
1689,10147,SUGP2,TCGA-29-2427-01,-1,-0.479
1690,10147,SUGP2,TCGA-29-2431-01,1,0.1221
1691,10147,SUGP2,TCGA-30-1887-01,1,-0.0421
1692,10147,SUGP2,TCGA-30-1891-01,0,-0.0159
1693,10147,SUGP2,TCGA-36-1569-01,-1,-0.001
1694,10147,SUGP2,TCGA-36-1570-01,1,0.4312
1695,10147,SUGP2,TCGA-36-1571-01,-1,-0.007
1696,10147,SUGP2,TCGA-36-1577-01,0,0.1041
1697,10147,SUGP2,TCGA-36-1578-01,1,-0.1896
1698,10147,SUGP2,TCGA-36-1580-01,0,-0.2643
1699,10147,SUGP2,TCGA-36-2530-01,1,-0.2783
1700,10147,SUGP2,TCGA-36-2532-01,0,-0.3405
1701,10147,SUGP2,TCGA-36-2534-01,1,0.1002
1702,10147,SUGP2,TCGA-36-2537-01,1,0.186
1703,10147,SUGP2,TCGA-36-2542-01,2,0.2843
1704,10147,SUGP2,TCGA-36-2544-01,0,0.1164
1705,10147,SUGP2,TCGA-36-2545-01,0,-0.4433
1706,10147,SUGP2,TCGA-36-2547-01,1,0.588
1707,10147,SUGP2,TCGA-36-2549-01,0,-0.1955
1708,10147,SUGP2,TCGA-59-2348-01,1,0.2045
1709,10147,SUGP2,TCGA-59-2351-01,1,0.2334
1710,10147,SUGP2,TCGA-59-2352-01,0,0.022
1711,10147,SUGP2,TCGA-59-2372-01,-1,0.0218
1712,10147,SUGP2,TCGA-61-1724-01,0,-0.0507
1713,10147,SUGP2,TCGA-61-1727-01,0,-0.4023
1714,10147,SUGP2,TCGA-61-1741-01,1,1.1201
1715,10147,SUGP2,TCGA-61-1907-01,-1,-0.44
1716,10147,SUGP2,TCGA-61-1910-01,0,0.5805
1717,10147,SUGP2,TCGA-61-1911-01,1,-0.1789
1718,10147,SUGP2,TCGA-61-1914-01,1,0.513
1719,10147,SUGP2,TCGA-61-1915-01,1,-0.2278
1720,10147,SUGP2,TCGA-61-1918-01,1,-0.3577
1721,10147,SUGP2,TCGA-61-1995-01,0,-0.2617
1722,10147,SUGP2,TCGA-61-2008-01,0,-0.1262
1723,10147,SUGP2,TCGA-61-2087-01,1,-0.008
1724,10147,SUGP2,TCGA-61-2088-01,1,0.1411
1725,10147,SUGP2,TCGA-61-2094-01,0,-0.1307
1726,10147,SUGP2,TCGA-61-2613-01,0,-0.5343
1727,10162,LPCAT3,TCGA-09-1664-01,0,-0.1953
1728,10162,LPCAT3,TCGA-13-1404-01,0,0.1841
1729,10162,LPCAT3,TCGA-13-1409-01,0,0.6633
1730,10162,LPCAT3,TCGA-13-1410-01,-1,-0.1065
1731,10162,LPCAT3,TCGA-13-1482-01,0,-0.2703
1732,10162,LPCAT3,TCGA-13-1483-01,0,-0.2331
1733,10162,LPCAT3,TCGA-13-1485-01,1,0.0927
1734,10162,LPCAT3,TCGA-13-1487-01,0,0.0022
1735,10162,LPCAT3,TCGA-13-1488-01,-1,0.1697
1736,10162,LPCAT3,TCGA-13-1489-01,1,0.3618
1737,10162,LPCAT3,TCGA-13-1492-01,0,-0.4087
1738,10162,LPCAT3,TCGA-13-1494-01,-1,-0.3584
1739,10162,LPCAT3,TCGA-13-1497-01,-1,-0.3411
1740,10162,LPCAT3,TCGA-13-1500-01,0,-0.0256
1741,10162,LPCAT3,TCGA-13-1501-01,2,0.1537
1742,10162,LPCAT3,TCGA-13-1504-01,1,0.3674
1743,10162,LPCAT3,TCGA-13-1507-01,-1,-0.6394
1744,10162,LPCAT3,TCGA-13-1511-01,0,1.2007
1745,10162,LPCAT3,TCGA-13-2059-01,1,0.8469
1746,10162,LPCAT3,TCGA-13-2060-01,1,-0.4224
1747,10162,LPCAT3,TCGA-13-2061-01,-1,-0.369
1748,10162,LPCAT3,TCGA-13-2065-01,1,-0.122
1749,10162,LPCAT3,TCGA-23-1121-01,1,0.2838
1750,10162,LPCAT3,TCGA-23-1122-01,1,-0.1202
1751,10162,LPCAT3,TCGA-24-1103-01,0,-0.1642
1752,10162,LPCAT3,TCGA-24-1416-01,0,-0.4013
1753,10162,LPCAT3,TCGA-24-1422-01,1,0.0285
1754,10162,LPCAT3,TCGA-24-1430-01,1,-0.3781
1755,10162,LPCAT3,TCGA-24-1431-01,0,0.2516
1756,10162,LPCAT3,TCGA-24-1435-01,-1,-0.171
1757,10162,LPCAT3,TCGA-24-1436-01,1,0.009
1758,10162,LPCAT3,TCGA-24-1464-01,1,-0.3869
1759,10162,LPCAT3,TCGA-24-1474-01,1,0.4421
1760,10162,LPCAT3,TCGA-24-1544-01,1,0.5645
1761,10162,LPCAT3,TCGA-24-1548-01,1,0.3126
1762,10162,LPCAT3,TCGA-24-1553-01,2,1.1259
1763,10162,LPCAT3,TCGA-24-1555-01,0,-0.0919
1764,10162,LPCAT3,TCGA-24-1557-01,-1,-0.1571
1765,10162,LPCAT3,TCGA-24-1558-01,1,-0.6013
1766,10162,LPCAT3,TCGA-24-1562-01,-1,-0.7221
1767,10162,LPCAT3,TCGA-24-1565-01,1,-0.2655
1768,10162,LPCAT3,TCGA-24-1920-01,1,0.3689
1769,10162,LPCAT3,TCGA-24-1927-01,0,-0.4245
1770,10162,LPCAT3,TCGA-24-2024-01,1,0.0877
1771,10162,LPCAT3,TCGA-24-2030-01,1,1.2183
1772,10162,LPCAT3,TCGA-24-2033-01,1,-0.0466
1773,10162,LPCAT3,TCGA-24-2261-01,0,-0.033
1774,10162,LPCAT3,TCGA-24-2289-01,2,0.3737
1775,10162,LPCAT3,TCGA-24-2290-01,0,-0.372
1776,10162,LPCAT3,TCGA-24-2298-01,1,0.055
1777,10162,LPCAT3,TCGA-25-1312-01,1,0.8098
1778,10162,LPCAT3,TCGA-25-1313-01,1,-0.0145
1779,10162,LPCAT3,TCGA-25-1318-01,1,0.0829
1780,10162,LPCAT3,TCGA-25-1322-01,0,-0.0811
1781,10162,LPCAT3,TCGA-25-1323-01,1,-0.019
1782,10162,LPCAT3,TCGA-25-1329-01,0,-0.02
1783,10162,LPCAT3,TCGA-25-1623-01,0,0.7843
1784,10162,LPCAT3,TCGA-25-1628-01,0,-0.1303
1785,10162,LPCAT3,TCGA-25-1631-01,0,-0.1262
1786,10162,LPCAT3,TCGA-25-2396-01,1,-0.2239
1787,10162,LPCAT3,TCGA-25-2397-01,1,0.4589
1788,10162,LPCAT3,TCGA-25-2399-01,0,-0.4722
1789,10162,LPCAT3,TCGA-25-2404-01,-1,-0.5371
1790,10162,LPCAT3,TCGA-29-1688-01,-1,-0.8562
1791,10162,LPCAT3,TCGA-29-1690-01,1,-0.1469
1792,10162,LPCAT3,TCGA-29-1693-01,0,-0.3478
1793,10162,LPCAT3,TCGA-29-1696-01,0,0.0295
1794,10162,LPCAT3,TCGA-29-1697-01,1,-1.0186
1795,10162,LPCAT3,TCGA-29-1698-01,1,-0.1724
1796,10162,LPCAT3,TCGA-29-1702-01,1,-0.0024
1797,10162,LPCAT3,TCGA-29-1705-01,0,-0.417
1798,10162,LPCAT3,TCGA-29-1710-01,1,0.5588
1799,10162,LPCAT3,TCGA-29-1711-01,-1,-0.2273
1800,10162,LPCAT3,TCGA-29-1762-01,0,0.0102
1801,10162,LPCAT3,TCGA-29-1763-01,1,-0.3297
1802,10162,LPCAT3,TCGA-29-1766-01,1,-0.1276
1803,10162,LPCAT3,TCGA-29-1768-01,1,-0.1919
1804,10162,LPCAT3,TCGA-29-1769-01,2,0.144
1805,10162,LPCAT3,TCGA-29-1770-01,-1,-0.2897
1806,10162,LPCAT3,TCGA-29-1771-01,0,0.1168
1807,10162,LPCAT3,TCGA-29-1785-01,0,-0.0475
1808,10162,LPCAT3,TCGA-29-2427-01,-1,-0.554
1809,10162,LPCAT3,TCGA-29-2431-01,-1,-0.1
1810,10162,LPCAT3,TCGA-30-1887-01,1,-0.0589
1811,10162,LPCAT3,TCGA-30-1891-01,1,0.9465
1812,10162,LPCAT3,TCGA-36-1569-01,1,0.2635
1813,10162,LPCAT3,TCGA-36-1570-01,0,-0.1715
1814,10162,LPCAT3,TCGA-36-1571-01,1,0.9043
1815,10162,LPCAT3,TCGA-36-1577-01,1,0.6315
1816,10162,LPCAT3,TCGA-36-1578-01,-1,-0.8382
1817,10162,LPCAT3,TCGA-36-1580-01,1,0.9136
1818,10162,LPCAT3,TCGA-36-2530-01,0,-0.1254
1819,10162,LPCAT3,TCGA-36-2532-01,0,-0.0344
1820,10162,LPCAT3,TCGA-36-2534-01,0,-0.2007
1821,10162,LPCAT3,TCGA-36-2537-01,0,-0.3773
1822,10162,LPCAT3,TCGA-36-2542-01,2,0.1251
1823,10162,LPCAT3,TCGA-36-2544-01,1,0.3224
1824,10162,LPCAT3,TCGA-36-2545-01,0,-0.2403
1825,10162,LPCAT3,TCGA-36-2547-01,1,-0.1038
1826,10162,LPCAT3,TCGA-36-2549-01,2,1.3718
1827,10162,LPCAT3,TCGA-59-2348-01,1,-0.1147
1828,10162,LPCAT3,TCGA-59-2351-01,1,0.2498
1829,10162,LPCAT3,TCGA-59-2352-01,2,0.4802
1830,10162,LPCAT3,TCGA-59-2372-01,1,0.7779
1831,10162,LPCAT3,TCGA-61-1724-01,0,0.1799
1832,10162,LPCAT3,TCGA-61-1727-01,-1,0.342
1833,10162,LPCAT3,TCGA-61-1741-01,1,0.089
1834,10162,LPCAT3,TCGA-61-1907-01,1,-0.0024
1835,10162,LPCAT3,TCGA-61-1910-01,-1,-0.72
1836,10162,LPCAT3,TCGA-61-1911-01,-1,-0.2207
1837,10162,LPCAT3,TCGA-61-1914-01,0,-0.006
1838,10162,LPCAT3,TCGA-61-1915-01,1,-0.0038
1839,10162,LPCAT3,TCGA-61-1918-01,0,-0.4241
1840,10162,LPCAT3,TCGA-61-1995-01,0,-0.1473
1841,10162,LPCAT3,TCGA-61-2008-01,-1,-0.0638
1842,10162,LPCAT3,TCGA-61-2087-01,0,-0.3566
1843,10162,LPCAT3,TCGA-61-2088-01,0,-0.188
1844,10162,LPCAT3,TCGA-61-2094-01,0,0.1431
1845,10162,LPCAT3,TCGA-61-2613-01,1,0.0595
1846,10174,SORBS3,TCGA-09-1664-01,-1,-0.2844
1847,10174,SORBS3,TCGA-13-1404-01,-1,-0.2637
1848,10174,SORBS3,TCGA-13-1409-01,1,0.6481
1849,10174,SORBS3,TCGA-13-1410-01,-1,0.1246
1850,10174,SORBS3,TCGA-13-1482-01,-1,0.3679
1851,10174,SORBS3,TCGA-13-1483-01,-1,-0.0596
1852,10174,SORBS3,TCGA-13-1485-01,1,0.7786
1853,10174,SORBS3,TCGA-13-1487-01,-1,0.0314
1854,10174,SORBS3,TCGA-13-1488-01,-1,0.3937
1855,10174,SORBS3,TCGA-13-1489-01,-1,-0.077
1856,10174,SORBS3,TCGA-13-1492-01,0,-0.0154
1857,10174,SORBS3,TCGA-13-1494-01,-1,0.0607
1858,10174,SORBS3,TCGA-13-1497-01,-1,-0.1167
1859,10174,SORBS3,TCGA-13-1500-01,-1,0.5819
1860,10174,SORBS3,TCGA-13-1501-01,-1,0.6924
1861,10174,SORBS3,TCGA-13-1504-01,-1,0.1465
1862,10174,SORBS3,TCGA-13-1507-01,-1,0.1327
1863,10174,SORBS3,TCGA-13-1511-01,0,-0.3859
1864,10174,SORBS3,TCGA-13-2059-01,-1,-0.539
1865,10174,SORBS3,TCGA-13-2060-01,-1,0.0885
1866,10174,SORBS3,TCGA-13-2061-01,-1,-0.2857
1867,10174,SORBS3,TCGA-13-2065-01,-1,0.3005
1868,10174,SORBS3,TCGA-23-1121-01,-1,-0.0638
1869,10174,SORBS3,TCGA-23-1122-01,0,0.278
1870,10174,SORBS3,TCGA-24-1103-01,-1,-0.3888
1871,10174,SORBS3,TCGA-24-1416-01,-1,0.0319
1872,10174,SORBS3,TCGA-24-1422-01,-1,0.3313
1873,10174,SORBS3,TCGA-24-1430-01,0,0.4801
1874,10174,SORBS3,TCGA-24-1431-01,-1,-0.166
1875,10174,SORBS3,TCGA-24-1435-01,-1,0.3365
1876,10174,SORBS3,TCGA-24-1436-01,-2,-0.0556
1877,10174,SORBS3,TCGA-24-1464-01,-2,0.2353
1878,10174,SORBS3,TCGA-24-1474-01,-2,-0.7351
1879,10174,SORBS3,TCGA-24-1544-01,-1,-0.4358
1880,10174,SORBS3,TCGA-24-1548-01,-1,-0.2253
1881,10174,SORBS3,TCGA-24-1553-01,-1,0.1688
1882,10174,SORBS3,TCGA-24-1555-01,0,-0.0474
1883,10174,SORBS3,TCGA-24-1557-01,-1,-0.2655
1884,10174,SORBS3,TCGA-24-1558-01,-1,-0.1593
1885,10174,SORBS3,TCGA-24-1562-01,0,0.504
1886,10174,SORBS3,TCGA-24-1565-01,0,0.0705
1887,10174,SORBS3,TCGA-24-1920-01,-1,-0.1359
1888,10174,SORBS3,TCGA-24-1927-01,-1,-0.5649
1889,10174,SORBS3,TCGA-24-2024-01,-1,-0.3212
1890,10174,SORBS3,TCGA-24-2030-01,-1,-0.3807
1891,10174,SORBS3,TCGA-24-2033-01,-1,0.1291
1892,10174,SORBS3,TCGA-24-2261-01,-1,-0.1849
1893,10174,SORBS3,TCGA-24-2289-01,0,0.1138
1894,10174,SORBS3,TCGA-24-2290-01,-1,-0.5866
1895,10174,SORBS3,TCGA-24-2298-01,0,-0.1222
1896,10174,SORBS3,TCGA-25-1312-01,-2,-0.7939
1897,10174,SORBS3,TCGA-25-1313-01,-2,0.125
1898,10174,SORBS3,TCGA-25-1318-01,-1,-0.4089
1899,10174,SORBS3,TCGA-25-1322-01,-1,0.3043
1900,10174,SORBS3,TCGA-25-1323-01,-1,0.2576
1901,10174,SORBS3,TCGA-25-1329-01,1,0.2171
1902,10174,SORBS3,TCGA-25-1623-01,-1,0.5601
1903,10174,SORBS3,TCGA-25-1628-01,1,0.5179
1904,10174,SORBS3,TCGA-25-1631-01,-1,-0.0958
1905,10174,SORBS3,TCGA-25-2396-01,-1,0.3967
1906,10174,SORBS3,TCGA-25-2397-01,-1,-0.1744
1907,10174,SORBS3,TCGA-25-2399-01,-1,0.2766
1908,10174,SORBS3,TCGA-25-2404-01,-1,0.3543
1909,10174,SORBS3,TCGA-29-1688-01,0,-0.0674
1910,10174,SORBS3,TCGA-29-1690-01,0,0.0231
1911,10174,SORBS3,TCGA-29-1693-01,-1,-0.2379
1912,10174,SORBS3,TCGA-29-1696-01,0,0.0111
1913,10174,SORBS3,TCGA-29-1697-01,-1,-0.2125
1914,10174,SORBS3,TCGA-29-1698-01,-1,0.2664
1915,10174,SORBS3,TCGA-29-1702-01,-1,-0.33
1916,10174,SORBS3,TCGA-29-1705-01,-1,0.2183
1917,10174,SORBS3,TCGA-29-1710-01,-1,0.2161
1918,10174,SORBS3,TCGA-29-1711-01,-1,-0.3525
1919,10174,SORBS3,TCGA-29-1762-01,-1,-0.4653
1920,10174,SORBS3,TCGA-29-1763-01,1,0.091
1921,10174,SORBS3,TCGA-29-1766-01,-2,0.1997
1922,10174,SORBS3,TCGA-29-1768-01,-1,1.0909
1923,10174,SORBS3,TCGA-29-1769-01,0,-0.1478
1924,10174,SORBS3,TCGA-29-1770-01,-1,0.258
1925,10174,SORBS3,TCGA-29-1771-01,0,0.2781
1926,10174,SORBS3,TCGA-29-1785-01,0,0.5128
1927,10174,SORBS3,TCGA-29-2427-01,0,0.2106
1928,10174,SORBS3,TCGA-29-2431-01,1,0.2751
1929,10174,SORBS3,TCGA-30-1887-01,-1,0.2899
1930,10174,SORBS3,TCGA-30-1891-01,-1,0.1534
1931,10174,SORBS3,TCGA-36-1569-01,-1,0.1921
1932,10174,SORBS3,TCGA-36-1570-01,-1,-0.0614
1933,10174,SORBS3,TCGA-36-1571-01,-1,-0.2551
1934,10174,SORBS3,TCGA-36-1577-01,-1,-0.4567
1935,10174,SORBS3,TCGA-36-1578-01,-1,-0.1307
1936,10174,SORBS3,TCGA-36-1580-01,-1,0.2653
1937,10174,SORBS3,TCGA-36-2530-01,1,0.0597
1938,10174,SORBS3,TCGA-36-2532-01,0,0.1262
1939,10174,SORBS3,TCGA-36-2534-01,-1,-0.5145
1940,10174,SORBS3,TCGA-36-2537-01,-1,-0.2841
1941,10174,SORBS3,TCGA-36-2542-01,-1,-0.4634
1942,10174,SORBS3,TCGA-36-2544-01,-1,-0.0108
1943,10174,SORBS3,TCGA-36-2545-01,0,0.0033
1944,10174,SORBS3,TCGA-36-2547-01,-2,-0.2922
1945,10174,SORBS3,TCGA-36-2549-01,0,-0.2685
1946,10174,SORBS3,TCGA-59-2348-01,-2,-0.2682
1947,10174,SORBS3,TCGA-59-2351-01,-2,-0.1865
1948,10174,SORBS3,TCGA-59-2352-01,-1,-0.2918
1949,10174,SORBS3,TCGA-59-2372-01,0,-0.0412
1950,10174,SORBS3,TCGA-61-1724-01,-1,0.213
1951,10174,SORBS3,TCGA-61-1727-01,-1,-0.377
1952,10174,SORBS3,TCGA-61-1741-01,-1,-0.37
1953,10174,SORBS3,TCGA-61-1907-01,-2,-0.5157
1954,10174,SORBS3,TCGA-61-1910-01,-1,-0.4925
1955,10174,SORBS3,TCGA-61-1911-01,0,-0.2032
1956,10174,SORBS3,TCGA-61-1914-01,-1,-0.2976
1957,10174,SORBS3,TCGA-61-1915-01,-1,-0.3952
1958,10174,SORBS3,TCGA-61-1918-01,-1,-0.2709
1959,10174,SORBS3,TCGA-61-1995-01,0,0.1038
1960,10174,SORBS3,TCGA-61-2008-01,-1,-0.3658
1961,10174,SORBS3,TCGA-61-2087-01,-1,-0.294
1962,10174,SORBS3,TCGA-61-2088-01,-1,-0.5689
1963,10174,SORBS3,TCGA-61-2094-01,0,-0.5168
1964,10174,SORBS3,TCGA-61-2613-01,-1,0.9297
1965,10195,ALG3,TCGA-09-1664-01,0,0.2342
1966,10195,ALG3,TCGA-13-1404-01,1,0.269
1967,10195,ALG3,TCGA-13-1409-01,1,0.2746
1968,10195,ALG3,TCGA-13-1410-01,1,0.8354
1969,10195,ALG3,TCGA-13-1482-01,0,-0.3429
1970,10195,ALG3,TCGA-13-1483-01,1,0.2418
1971,10195,ALG3,TCGA-13-1485-01,0,-0.3403
1972,10195,ALG3,TCGA-13-1487-01,1,0.5867
1973,10195,ALG3,TCGA-13-1488-01,2,0.1681
1974,10195,ALG3,TCGA-13-1489-01,1,0.7995
1975,10195,ALG3,TCGA-13-1492-01,1,-0.2796
1976,10195,ALG3,TCGA-13-1494-01,1,0.2697
1977,10195,ALG3,TCGA-13-1497-01,2,1.1938
1978,10195,ALG3,TCGA-13-1501-01,1,0.0882
1979,10195,ALG3,TCGA-13-1504-01,1,0.0481
1980,10195,ALG3,TCGA-13-1507-01,1,-0.0153
1981,10195,ALG3,TCGA-13-1511-01,1,-0.0175
1982,10195,ALG3,TCGA-13-2059-01,2,0.3636
1983,10195,ALG3,TCGA-13-2060-01,1,0.2449
1984,10195,ALG3,TCGA-13-2061-01,1,0.1245
1985,10195,ALG3,TCGA-13-2065-01,1,-0.1594
