Gene,Regression Coefficient (Effect Size),P-value,Sample Size,R-squared
AKT3,0.07629582593250446,0.45636697517764435,63,0.009127802310773703
HDAC6,0.046733850931677,0.017917664372423904,119,0.04696465774325831
PDCD6,0.2418248587570622,1.832963536353655e-14,119,0.395769319453689
CDH6,0.3081532955159373,0.0015723050815170047,119,0.08218913591552723
RANBP9,0.12337726315789468,1.5336714639078885e-05,117,0.15063452109399234
DNAJB6,0.19012883547213172,2.893121530999615e-10,119,0.28902502593903023
SMC4,0.09537014289640013,0.04553543950772859,119,0.03374049910840826
AP1M2,0.08027582155897763,0.08336327011354831,119,0.02540581579207113
UBA2,0.168202657649076,1.1674903961820784e-09,119,0.2722183945408416
DNM1L,0.15713581332431514,6.730666729650498e-07,119,0.190970345056919
ABCF2,0.21065654633620687,3.543718688368212e-18,119,0.4771353351401808
SCAMP3,0.15116616354604515,1.0988642101878137e-07,119,0.21491549615690098
PQBP1,0.0029932298136645975,0.865291091679889,119,0.00024699437347053266
ARFRP1,0.15817997977755313,0.0013375665536197662,119,0.08453409272847578
SUGP2,0.16599673913043478,2.861036317462544e-06,119,0.17141297461005423
LPCAT3,0.2568636428864288,2.5147224882376812e-08,119,0.2339404549301891
SORBS3,0.16198081163859102,0.0005336574245594819,119,0.09782788253974062
ALG3,0.26263167938931276,0.00036595549441172304,99,0.12329182024509378
CDK5,0.26861660380747127,9.504394263973136e-14,119,0.3787525756143093
DDX39A,0.20872335080426552,2.1629929021732652e-07,119,0.206040557042799
TIMM17B,0.014628653530377669,0.6485949105213525,117,0.0018121035259445195
SF3B4,0.045112152777777755,0.14087559273594283,119,0.018440173150261585
ZMPSTE24,0.2609906124497993,1.1814759552158785e-13,119,0.3764683867543861
AKAP8,0.19615667496648145,6.561084219716286e-13,119,0.35818631896817776
STAG1,0.02948326885880079,0.2658562488021863,119,0.010570236199472616
RGS19,-0.03327150684931508,0.5782879520092528,104,0.0030397692523665976
PAK4,0.24812175715214566,2.2406641839142766e-13,119,0.36970288472790513
AKR1A1,0.09308925619834704,0.003219551435342665,119,0.07178545813331594
DLC1,-0.019155191256830646,0.8262357658184666,119,0.0004135950107134745
NDRG1,0.21959825388026605,2.088937293735543e-05,119,0.1439358967268024
CPQ,0.1517437484677617,0.005369276349531934,119,0.06436245780726924
BASP1,0.12599939967982926,0.16640328015642675,119,0.01630359070122478
TMEM147,0.028381712243629575,0.45601088881849594,95,0.00598911274402858
LYPLA1,0.2163970003014771,1.8403605328786767e-11,119,0.32115070577938964
EMG1,0.08100397703977039,0.006548689212849434,119,0.061483790032687224
IFI30,0.045938330361123526,0.34512196812945817,119,0.007621465119947546
PPIE,0.17163471636642397,1.3560482114029748e-08,119,0.24178495646903908
ECI2,0.19010496644295302,3.1816181919655687e-07,119,0.20094465224040092
PPIH,0.20521225870867543,2.245087815814618e-10,119,0.29204086238642946
CAP1,0.17344917592947495,3.859455791229495e-09,119,0.25752246512330823
LRRC41,0.09886283489809941,0.08335328189379619,119,0.025407439612449845
CARM1,0.2195537949692892,2.580164501288897e-13,119,0.36820203213665026
NCOA2,0.09607586155894098,9.642901722545756e-05,110,0.13188925412409458
CHERP,0.08676491422805246,0.0002911941376388223,119,0.10655071316452736
IPO8,0.1576775030156815,5.6504032082189546e-06,119,0.1620844707769058
PITRM1,0.18036427272727273,2.599998728743705e-05,119,0.14087016432643928
RNASEH2A,0.08564706628339536,0.0037348190388553915,119,0.06963004343674284
ARFGEF1,0.2034820841633466,2.1819781141630843e-12,119,0.3450659729288684
DNPH1,0.194008453993461,9.906024526011707e-07,119,0.18578489098793172
