Gene,Regression Coefficient (Effect Size),P-value,Sample Size,R-squared
POLR3C,0.028660638297872354,0.28734319808701125,117,0.00983786514938112
TXNIP,0.010041952789699582,0.8420635704720899,105,0.0003872608729874605
IGF2BP2,0.16520780859286216,0.041989230241716795,119,0.034875589602504475
SPINT2,0.47628835616438353,5.1473526855553815e-20,119,0.5133293293312218
PMVK,0.1580708200636943,0.0012924451461741042,119,0.08503160269369425
KHDRBS3,0.25035487867836864,0.0011949943806807582,119,0.0861679132757075
FARS2,0.19527424808334964,6.0510695572036136e-12,119,0.3337279741749356
DCTN6,0.08288188291139241,0.005889626525390191,119,0.06302116912774036
EBP,0.0880935331230284,0.12360179392280479,76,0.03174346144593687
POLD3,0.1689338559119196,7.4250349983512e-05,119,0.12606605978322516
SLC12A7,0.19958073577809113,8.70361841469118e-09,119,0.24737244088867327
CTSC,0.14294661636406508,0.0024886429612918943,119,0.07552439191404225
GIPC1,0.16233996113989632,2.4403511077779203e-09,119,0.26318842455976255
NUP50,0.16534578152753104,6.363499137414881e-06,119,0.16044692106486957
ZMYND11,0.09559306225591548,4.665005923512013e-05,119,0.132643878713949
POP4,0.010506384627305134,0.6907932699027817,98,0.0016554414862631761
RPP40,0.06543445229681981,0.0263031358105019,117,0.042191975331455356
STARD10,0.2089346149337709,2.0119012368416324e-05,116,0.1479819554799391
ADAM28,0.23595584415584414,0.006797366175248474,51,0.14016842230581184
TSPAN9,0.08502857850420999,0.0032413823392367855,110,0.07745018056026587
ME3,0.14797108976871828,0.0015707647067722788,119,0.08220335468804663
SUB1,0.25644947183098593,1.9441326772801167e-11,119,0.3205246465913707
SF3A3,0.034301450249711846,0.05298088415146136,119,0.03163011578038999
EBNA1BP2,0.01274872196768749,0.7070057649104163,119,0.0012120096487581167
SLC27A3,0.13639587345254464,0.021654792316547353,119,0.04425421704048449
TMED1,0.17987109277708596,2.2010500397715044e-10,119,0.2922759491757353
TDRKH,0.09408987341772153,0.023366951031078,117,0.043905530417753025
RBPMS,0.3349482914880587,2.2081892315137995e-06,114,0.18202459347187605
ADRM1,0.061452105263157884,0.0141021023838154,119,0.050403405971995885
OGFR,0.1765316939890711,6.261172701896667e-09,119,0.25149859320943857
TPPP,0.11783058082575235,0.2689231227594461,67,0.01877013283201856
CHD4,0.012347266014767511,0.5967681655074475,119,0.002399648843994684
DIDO1,0.10670348027842225,0.0006075563544501118,119,0.09595561439647082
PRSS23,0.20987164383561635,0.0174702883638027,75,0.07494772995243693
POLR3A,0.02765405480984341,0.2879848618409057,117,0.009811838025967856
CDC37,0.23368196622436674,1.883121020007884e-20,119,0.521560181246709
WDR45,0.013371276018099563,0.6880795264609192,82,0.002025228294309067
PTP4A3,0.1569631944444445,0.044022194175735184,104,0.03916885901013434
MAP4K1,0.07477915451895042,0.397138723049289,60,0.012391096412866509
ABCB8,0.19979760765550236,3.620299759442491e-08,117,0.23277519394788748
CHKB,0.08512893157262905,0.046376146392745045,109,0.03657065799357928
CHML,0.0050680597014925235,0.9382639914512481,48,0.00013182529459487835
PRAF2,0.07420849701110162,0.15693650049799338,108,0.01881098518345725
PDCD10,0.03441483568075117,0.23281391068774487,119,0.012145109999641135
RNF139,0.04264142528735637,0.6857698229988565,56,0.0030550533826763093
ZHX1,0.14848498349834977,0.0009472280148192933,68,0.15364535989523032
NACC1,0.2119630345885159,3.7296744239942845e-08,119,0.22889595348213054
MED8,-0.014532409231635235,0.6120157430639453,109,0.0024125495028624044
VPS45,0.09421718038528894,0.0007303860533437689,119,0.09329491224673625
COPE,0.007999028400597897,0.6657856660252695,119,0.0016001739144203553
C12orf57,0.09756501696268206,0.0024059037425911128,119,0.0760153068716366
PHB2,0.14232756934743557,2.0133115659462783e-06,119,0.17619732655314313
EXOC3,0.035178072033898306,0.013194840252709566,119,0.05136047131071908
MFSD3,0.46634117647058815,6.961771401515994e-07,53,0.38578969783226713
PGLYRP2,-0.03350896254167479,0.47915132744537936,119,0.004289391374121432
C1QTNF3,0.20810462863293863,0.12209905065255014,101,0.023973257189097152
CCDC124,0.2347473844812554,1.9014523039036296e-10,119,0.2940100272398256
TBCB,0.31476585475462876,2.049068725368929e-17,119,0.4613631068662275
CTHRC1,0.28407608695652176,0.005971890886329915,119,0.06282008034663011
FOXP4,0.291254561251086,3.279456030389848e-05,88,0.18267159818525336
COX20,0.19711096311475423,9.183472795404717e-06,117,0.15786451020798997
CKS1B,0.09951703950499757,0.11678193534098227,111,0.022416904015224226
ARAP1,0.1065512784701332,0.0004562896601850556,119,0.10008688371687724
AGAP3,0.1769307545655228,8.183570628208436e-08,113,0.22915085925731693
THEM4,0.2130086528497409,0.013376016040234747,102,0.059639509246944056
AP2M1,-0.0017239172281039582,0.9396309257386841,119,4.923095742914718e-05
CLU,0.10637268939393946,0.12760220581863405,119,0.019728947172120703
CLK2,0.17845666666666665,0.014603262006638477,81,0.07315251598041972
CLNS1A,0.11033090888066605,0.0022311425784043294,117,0.07840272203884946
FGD4,0.16909404802164354,0.00011378575274517474,119,0.11999676940590953
RAVER1,0.13428794759825327,3.9112269388464105e-16,119,0.43380125393132196
NR2C2AP,0.19311323932628288,5.0638307826415595e-05,108,0.14415586573162908
HSPB6,0.15250084692597238,0.02963963047967299,109,0.043440769820836
CNN1,0.16797884253450437,0.08400536418859911,119,0.025301861366486933
C19orf47,0.2220810400866738,1.247258971922223e-07,62,0.3746951615475962
C1orf122,0.17335888787602544,0.0005982684745328073,81,0.13934882153411876
OSCP1,0.13093717472118957,0.03978814992098404,74,0.05740063750158597
MRPL55,0.04165623229461757,0.3884405150116801,111,0.006831931843240602
COL8A2,-0.052290868942468344,0.6559254596421406,101,0.002013282519334192
TAF8,0.10787120910384072,0.012427934008132425,68,0.09098397350769971
COMP,-0.029826546794728702,0.8013301851193022,117,0.0005528166701214143
DNAJC19,0.06004742753623189,0.14703826850912965,119,0.01788683249401013
LRRC15,-0.011615258183810429,0.8853037290242867,90,0.00023777145166747893
NADK2,0.237774791929382,2.565640796392036e-09,119,0.2625715052644715
CCDC127,0.2014032132768362,3.883971458087973e-06,119,0.1672331535458248
COX6B1,0.00686581508515814,0.7941713628428247,119,0.0005840953837291663
CMBL,0.22535177098495862,0.005396957185262626,119,0.0642878799896538
DNAJC21,0.17848903757076684,8.646807659735368e-06,102,0.1803417311135087
COX6C,0.0093783455603339,0.8074661648998847,119,0.0005096318940048805
CP,-0.040337614678899056,0.5301539187840778,119,0.003377052383825907
VPS37A,0.16035211200759375,2.374997693630414e-07,114,0.21293697039578818
NDUFAF6,0.18252721207865163,0.001148453317677059,105,0.09799111174116681
TMEM68,0.18347292370020252,2.6302308597630416e-06,111,0.18403424890800535
S100A16,0.1541676069435834,0.019899788125931014,119,0.04546226604733972
PARP1,0.1832228121664888,1.4364913848664633e-07,119,0.21141467857680396
CPNE8,0.05180633759902498,0.33788792393601963,62,0.015316552081908519
A2ML1,0.14804073672806065,0.3193766818726765,72,0.014164385580492489
SPC24,0.129420964381387,0.0018282763707160032,104,0.09126673360668347
DPY19L3,0.006685201668984694,0.8720149661190713,68,0.0003961400517391578
EXOC8,0.015251776246023356,0.5194018602429171,119,0.0035565489520631433
C1orf210,0.3971779411764707,6.98489581524079e-05,64,0.22670926389829493
LSM14B,0.19574078386356178,1.391947154108902e-06,117,0.184051908393717
CTPS1,0.2611182417168676,6.159633527584713e-12,119,0.3335286609925523
CTSB,0.21334609327680204,2.9492163210492377e-05,119,0.13910124124723
CTSK,-0.060973701298701326,0.6212880360025814,96,0.0026068380964220372
PPM1L,-0.04888851174934723,0.5740344617257817,57,0.005780729136716012
MB21D2,0.03778602113876577,0.35414970470320517,85,0.010352250740203961
CTSS,0.010305593105778964,0.8922444540763816,119,0.00015750279810800016
XXYLT1,0.03859242618741976,0.3519946746167586,117,0.007536891265576329
CCDC50,0.09207093600588452,9.27046257777667e-07,119,0.1866765694086574
CYC1,0.22938473265073944,5.5827959134055564e-05,119,0.13010585116277962
SNRNP48,0.05939245642701527,0.1682341101090077,71,0.027335156334055477
MBOAT1,0.18198970588235297,0.0002133136774361331,116,0.11377691975221349
CCDC167,0.07734642262895172,0.04256811413191718,52,0.07971344739354458
GIMAP8,-0.04004521739130436,0.3249290616733579,111,0.008891012881489302
RBM33,0.07278967444596982,0.0006491653169841237,119,0.09499872808434007
TMEM65,0.20406531978757794,1.3337267718037318e-06,119,0.18177548204843064
FAM91A1,0.16233330429100407,6.88673503367181e-09,119,0.2503077375977577
SBSPON,0.03896870397643591,0.6684937470789916,102,0.0018411836311816865
CYP11B1,-0.005099999999999948,0.9283804243634162,111,7.44563503500828e-05
CYP11B2,-0.009811842105263114,0.8803833195620374,117,0.0001977534421693239
DAB2,-0.011682855263157894,0.788324364057401,119,0.0006185611473071839
CNST,0.14744255199550305,0.00021696451969051357,79,0.16370854580514804
AKR1C2,-0.017706916707257655,0.8514818880642196,85,0.00042480265667532713
DEFA1,-0.011365019255455848,0.934279203916039,119,5.836693060101705e-05
DEFA6,0.00732541108019224,0.8729128968191375,119,0.0002196053837786316
DEFB1,0.013531388101983005,0.8720237098760487,58,0.0004674301419150817
GIMAP7,-0.02326381423856671,0.6848733612622164,106,0.0015899376378124552
DHX36,0.2092261377427185,3.879288691457861e-16,119,0.4338797629179135
GIMAP1,-0.0334789705882353,0.31848986027452436,119,0.008505473518604867
ADAMTS16,0.13096,0.1373106831585293,54,0.041961391580508156
ZNF384,0.10733213929355412,1.0862559892152529e-06,119,0.18454399918087872
DHPS,0.2631289052469401,5.704038468018873e-11,116,0.3148304571304371
DMD,0.10502945602901183,0.036834025993813066,111,0.039369551060828845
DNASE2,0.20139732263513513,6.854441434228535e-09,119,0.2503665554513643
DNM2,0.13789373483009706,1.3156008909878441e-15,119,0.42206866756566397
DNMT1,0.2371058411563105,5.350962287504965e-12,119,0.3351046079739335
DPH2,0.15700148148148158,0.003262537430795402,92,0.09216489251354643
DPYSL2,0.20327478608100402,3.0568478738156786e-05,119,0.1385976630177146
DSP,0.1606440870758971,9.965951580747536e-05,119,0.1218842284264472
DVL3,0.07879285523504277,0.0047326688695352925,113,0.06965908910938656
E2F3,0.2034238129496403,0.0010488619821044636,64,0.160203537254188
TYMP,0.038326554448643135,0.6336983571592084,119,0.0019472566606247854
ECH1,0.2363404352806415,1.8269434128319872e-08,119,0.2380079905741469
ECM1,0.00251176368072498,0.9768029393940887,119,7.257326792631247e-06
ECT2,0.25450091833387994,1.4670301469299528e-05,113,0.15628580238600842
EEF1A2,-0.020555659574468074,0.8316297810262667,48,0.0009929352884980869
AGO3,0.08569653747244672,0.00017387435693756473,119,0.11394331554767023
EEF1D,0.13190954258675075,1.3519845143412917e-08,119,0.24182290018360697
EHHADH,0.1554901815181518,0.0007582758344169992,119,0.09275305631740816
DCP1B,0.18225665541807282,2.691417700089141e-06,114,0.17923284478385904
AHSG,-0.08051022853339251,0.19683664125977762,119,0.014195849889878986
EIF4A2,0.14076193009118537,2.669068404550366e-09,119,0.2620841880214284
EIF4G1,0.18101112324114507,1.813645622737108e-14,119,0.3958773901121586
SERPINB1,0.11080999265246148,0.005916941506617948,119,0.06295408852834183
KRTCAP2,-0.04215417475728154,0.5333774921639354,108,0.0036704778599095933
IBA57,0.1333938826122899,9.455960994595396e-05,119,0.1226314983852218
RPL22L1,-0.09201136363636367,0.36536533189177867,82,0.010253315179957534
CTTN,0.16040338420703384,3.749308161863573e-07,119,0.19876809205541368
ENO2,0.1226248852524446,0.013196194439581928,119,0.05135899364734975
ENSA,0.13070457924974657,1.7742186094461896e-05,119,0.14621823668364964
ADCK5,0.1519012976140644,0.0011464536294475802,104,0.09893564610063166
R3HCC1,0.05275635808748726,0.4432577781285164,74,0.008187517545728773
DMTN,0.011583419307295513,0.8637477066013333,109,0.00027646984763218807
EPHB3,0.1489937809099902,0.004375224446049393,119,0.0673328583417826
EPHX1,0.07788685258964145,0.12145283735760207,119,0.02037703508132338
EPHX2,0.3539676694915254,4.069546800135233e-08,119,0.22777582224238602
NR2F6,0.26373123129115944,3.858281463558286e-07,119,0.19838775254297047
AKT2,0.2651595687550854,1.040924185363299e-18,119,0.4878767790628694
FBL,0.009634530095036961,0.7218835467873028,119,0.0010869103733260888
ETV6,0.04811872617178739,0.24829936044010628,92,0.014781475267759747
MECOM,0.20724707621550592,0.0002705308148241857,119,0.10760787277946238
EYA2,0.013801999999999981,0.8884940250671054,56,0.0003673716890033596
EZH2,0.119815638875185,0.011043025661284107,102,0.06284422487497299
F13A1,0.027304169014084494,0.6144697112347237,119,0.0021754391796958705
FAAH,0.22614436219431594,0.0019340715012868288,114,0.08258409512688436
PTK2B,0.13122981038234383,0.014665256630413313,111,0.05341500378642605
FBLN1,0.0959301393072289,0.37364491103600517,119,0.0067709432960347815
FARSA,0.0064246667777407545,0.818215282982517,119,0.0004533428271555895
FCGR1A,-0.028004086956521755,0.5343470059604134,119,0.0033087974693183364
KDM1B,0.10185145985401463,0.023628723439942403,78,0.06558330670409762
FDFT1,0.24089747122955796,6.908828274913293e-05,119,0.12708798626259987
FDPS,0.09926937332823844,0.02170897797484025,119,0.04421852714705499
FH,0.17393470850963802,1.4468058432878432e-05,119,0.14906331178779375
FHL3,0.04289656165962349,0.42938069145518554,119,0.005346096794983435
COG2,0.06491592521834062,0.017132389422469505,119,0.04760723614258355
MRAS,0.04058316460442443,0.599587779177754,68,0.004198935336316212
PUF60,0.11403187321937322,8.019473981844092e-06,119,0.1572530560104507
FKBP4,0.2166489469337188,3.8504298664511304e-09,119,0.25755150762493895
ZHX2,0.0506691856392294,0.12935054816718977,119,0.019550937220273457
WDR37,0.1957274156791248,1.6941532378446508e-11,119,0.32209442778753994
FOXJ3,0.1998165803108808,1.5167735959281328e-06,104,0.2037358289717084
UBOX5,0.22216567342073895,0.014712726917284443,48,0.1225696436416498
DENND3,0.06716028930601,0.050107783128347884,96,0.04021422407927999
NCBP2,0.1170089012632978,0.00034847975963344004,119,0.10396872861959017
SIRT2,0.16307831460674146,5.353751201722676e-07,119,0.194028225934205
CCT5,0.020589653081028624,0.4343984410979983,119,0.005231145745561272
TPX2,0.2579228915662651,7.323783731673367e-05,119,0.12626084325579556
PAXIP1,0.10695770887166237,7.576488196242619e-05,113,0.1321364458377804
DIP2C,0.16291410256410258,0.007433669181082705,53,0.13225646433977156
MYH15,0.1028696399345336,0.2762834604545922,59,0.020758790224329693
STK38L,0.17674496342149693,9.062260619747845e-07,119,0.18698183026450022
RBM34,0.08833642290974172,0.006642454667675273,119,0.061277803973387335
XPO7,0.2614985682819382,3.40816092204885e-18,119,0.4774807070606324
CMTR1,0.1578320596366509,2.4756727890927555e-08,119,0.23414013891062257
ERC1,0.1926774554591137,4.9092744028796305e-11,119,0.30986960663261554
SIPA1L3,0.11288669332848573,0.00046211497754345614,113,0.10503299136080113
AKR1B1,0.03476547101449278,0.43079914947792075,119,0.005313397077858717
POGZ,0.11583819050991505,0.0006307654075279558,119,0.0954141241486951
GRAMD4,0.12978165680473375,0.009335893981181165,112,0.0598439948459909
NUP205,0.03268243382163966,0.12233420515969673,119,0.020281965316257144
EFR3A,0.12268291416074355,5.903734493165362e-05,117,0.131418164129675
LARP4B,0.22189653476169652,2.4549471178655146e-13,119,0.3687316555583441
ATP11B,0.15795982486117033,0.004132574184340239,87,0.09274023328436531
FAM168A,0.08729597044996641,0.03255194206238954,100,0.04578087080326487
SULF1,0.016679199475065548,0.8916756281896416,110,0.00017250555924441802
BOP1,0.09773505119453922,0.00037060279682315833,119,0.1030829903823024
RPRD2,0.1692029801324503,5.511951666792889e-07,119,0.19363969619605248
KIF13B,0.1264349014709964,1.648267566622546e-06,119,0.17891108627657915
SIN3B,0.12855357371452947,0.00018797485838985105,117,0.11468057855585068
SZT2,0.11354590517241384,0.02623113097916622,60,0.08232955321236024
U2SURP,0.07438500727802039,0.006079834828771897,119,0.06256040136896868
HAUS5,0.05270356083086054,0.27623831171998814,80,0.015179987584881593
VPS8,0.006579125412541249,0.7631550730834804,119,0.0007791389532165738
CRTC1,0.14586750428326667,0.0005529642469815408,104,0.11086853635872362
SMG5,0.09240479921645445,0.004979156355658873,114,0.06828917653692956
MAU2,0.03644503816793893,0.30212969976834925,112,0.00967666938585321
SIRT5,0.14974863089937662,0.0001473704810931394,119,0.11630724590073838
ABCB10,0.06309113545816732,0.1330098458176463,119,0.01918678909692706
BRD4,0.20829037193111039,6.414838903381302e-14,119,0.3828590553536255
POFUT1,0.21342902010050258,1.0967495907698781e-06,119,0.18441448775318225
SCRIB,0.24342725546058877,5.856133562382522e-16,119,0.4299232238533762
SLC39A14,0.1578849770290965,0.005165285253992975,119,0.06492425483422559
ACAP2,0.2037854465270121,1.517772109111161e-14,119,0.39769117154665223
SNAPIN,0.07233001321440372,0.018090100047293126,119,0.04682739513956402
GTPBP4,0.08070796490428436,0.004495770471209127,119,0.06693842188080568
CLEC5A,-0.02044309838472832,0.7761889630167224,75,0.0011141130742003957
MKRN1,-0.0037434904996481444,0.9563811749692241,54,5.8084528161583826e-05
ZMYND8,0.052409942839951866,0.0683167432003424,119,0.028120172847409308
PLD3,0.24476770056394392,6.301332442983489e-09,117,0.25519465319577606
PLXNB2,0.13234266575060127,2.538507838304894e-08,119,0.2338203180124786
FKBP8,0.16211514598540136,6.670390904202676e-08,119,0.22140169593526748
BRD1,0.18368437499999996,2.9739532665104253e-05,81,0.19913554714140502
ARHGAP8,0.12046371638141809,0.13259364990554806,82,0.02804934255134839
FTSJ1,0.03771879488330344,0.1927919469091736,109,0.01579988882934169
PRPF6,0.0858969666329626,0.0004105126138404936,119,0.10161031089597772
NEIL2,0.17776364082433765,0.0035056152353970084,59,0.14001326097387112
RICTOR,0.10183115404976179,2.7647360245833382e-06,119,0.17188011525655622
UBN2,0.25942500000000007,0.015318821120130463,68,0.08584439888353057
NAALADL2,0.1422096774193548,0.025408104039380465,110,0.04540844978531389
TBC1D22A,0.17614799176107104,6.481294425478567e-05,90,0.16668355998965767
PGLS,0.22542398910538453,2.2732359537686617e-11,119,0.3187367629443487
LSM4,-0.0007117371428571447,0.9760947065499999,117,7.841997215041197e-06
SAMM50,0.05208488473249242,0.14874977276404003,119,0.017737733249396426
ATXN10,0.22487275641025636,5.406981611686819e-09,119,0.2533294258888117
NIPBL,0.10005566110397947,5.430416005503153e-05,119,0.1304972449716929
ARMC8,0.061401457852193995,0.025221191748961726,119,0.04208048196109404
DCAF13,0.042051185770751,0.13784266679247517,119,0.018722458911457074
GALNT2,0.1622559149722736,3.463782385540401e-06,119,0.16880075532527283
AHCTF1,0.09265083581405995,9.046680775966436e-07,119,0.18700495047352106
WWTR1,0.17619142642642643,0.00035653277119454167,113,0.10894893510787529
KANK2,0.08418206158980578,0.01605270355131868,119,0.04854139844329042
GAPDH,0.20465822191179403,1.342514636243552e-11,119,0.3247399765639415
NECAP1,0.19302402105263147,8.417499029173208e-09,117,0.2515232196413404
AOC1,0.08155679062247369,0.2755641648092887,55,0.022388660142992678
TENM4,-0.012301557093425602,0.7601499817940223,98,0.0009754078202905969
FAM32A,0.25443324347506446,3.9042250589046156e-10,110,0.3052654460679337
SS18L1,0.05445950203252035,0.2669104349697593,94,0.013379960913847744
UBXN7,0.19878520320100418,5.750466958104069e-13,119,0.3596107374696432
RAI14,0.11963751287332652,0.00217112416815667,119,0.07750601026067705
LSM14A,0.16855539811066114,3.632669533705556e-12,119,0.3394231634858039
CHTOP,0.041230220658778405,0.22502104670074177,119,0.012556036451024877
FGFR1OP2,0.05367865168539327,0.12075268600324958,98,0.024894028849711147
ZBTB20,0.189027729257642,0.005974133470115583,68,0.10897147052686407
LRRC32,-0.027619345238095255,0.7703014334722037,50,0.0017930817221433193
MTG2,0.26771369399830935,5.853044176368181e-05,75,0.1996607159877195
GMEB2,0.07363597285067877,0.019909420266559244,110,0.04916562788641565
FBXL6,0.19592913279132795,0.00023960605206558617,87,0.14755886024706955
MYCBP,0.15973193741802513,3.2318711768136037e-09,119,0.25972078385806685
GCDH,0.264807829391892,1.837577725255753e-16,119,0.4409898503880074
AGO1,0.09141087570621471,0.0005708626528421792,117,0.0984606437122929
GDI2,0.18215785619174438,3.3172269729436613e-14,119,0.3896887145682004
OPLAH,0.26803302616609775,6.619245856379075e-08,119,0.2215013376622883
COPG2,0.08915605292792798,0.0038005875967409408,119,0.06937662493911145
PABPC1,0.06415369585687382,0.008554933252679848,119,0.05761481857677864
AKAP8L,0.1781477494732809,1.6359658089834683e-09,119,0.2680990877289049
FETUB,-0.12289690476190476,0.07028711510475479,87,0.03802940007848532
TPK1,0.0858000892971042,0.20758614010253434,112,0.014399037210400478
TRAPPC3,0.12376022030651342,1.0718103837263175e-06,119,0.18472431927999933
AGO2,0.13122311235955061,2.446504496232691e-06,119,0.17354680024452374
GPKOW,0.0479590909090909,0.047535527105323765,119,0.033140125621930805
GOLIM4,0.16414256919374248,0.0003690032393121677,119,0.10314524840296202
EIF3K,0.05342283285642148,0.01585874565367525,119,0.04871595961371855
GMDS,0.21323605405405419,1.0847026113703471e-09,119,0.273113582586172
GMPR,0.24066517915309446,0.00018489852078182849,119,0.11306372564725542
GPI,0.21707742427128973,1.3934557168670723e-11,119,0.32431711983650047
GPLD1,0.12736947881514807,0.04929112981962494,68,0.057302629050258735
PGM2L1,0.20497823121110584,0.0006046802851792196,119,0.09602414306521534
KCTD21,0.11156666666666666,0.0034285747945553,114,0.07392962194227992
KCTD1,0.15171607341490537,0.0020717958027576923,83,0.1111389240106202
ANK1,-0.04788823304680034,0.49734236611187876,119,0.003945825205645681
NSMCE2,-0.030086734992679318,0.500067938379462,113,0.004107260385074585
FAM83H,0.269268156996587,1.726913543896064e-08,119,0.23872279622409642
LIN9,-0.0024940156114483907,0.9574646682632404,91,3.21420866422617e-05
CCDC22,0.0212921212121212,0.0343741828533585,119,0.03769100177626383
LAMTOR2,-0.025666376643464852,0.5208931775454062,119,0.003531262345812025
TMEM176B,0.02194593111279335,0.7308107712248345,83,0.0014693060925744517
AAMDC,0.1991135506587914,4.16146249479761e-05,119,0.13425544714275495
C19orf53,0.21967613221329438,9.436715797415912e-08,114,0.22543598082791327
COMMD5,0.0616308720112518,0.0010267831870762573,117,0.08983778519753216
MRPL13,0.0398645322840279,0.1329854461559763,119,0.019189180436521958
ATAD2,0.10649011868369002,0.004342158892924123,119,0.0674429566787702
WDR91,0.0021664207980653,0.9393089000238204,119,4.975858763911489e-05
BABAM1,0.09315143730886846,7.924410513952262e-05,119,0.12514228641988923
MRPL15,0.037132984047544594,0.37798098137255787,119,0.00664946102324937
DROSHA,0.1362890514184397,0.06133110283576304,67,0.05282918014300497
GTF2E2,0.236737802907916,7.194131263260699e-13,119,0.3571896096416921
PARVB,0.00725433436532509,0.9326881897953545,105,6.959700078645881e-05
REPIN1,0.18647687927107048,9.498572044015087e-06,114,0.16126328631730813
GUK1,0.05769640396803528,0.09828894770246926,119,0.023186550681918883
CNOT7,0.1440592988263617,1.9600589435084965e-07,119,0.20733703038371276
GNL2,0.11571000767606991,2.5608790008529846e-06,119,0.17292437889592505
CPSF1,-0.007281820250284414,0.6966817397055769,119,0.0013034023681740559
HOOK2,0.13525986583184266,4.124631506793524e-06,113,0.1746056436327028
GYG1,0.23126490825688065,5.5295302444747186e-09,119,0.25304994311206974
PYCR2,0.15518655276935794,0.0016939876209363012,119,0.08110767613504788
CERS2,0.18322903169014085,2.444458643932363e-06,119,0.1735581932034006
TNPO2,0.22874831758660708,9.89530950281948e-17,119,0.4468136107954561
HCK,-0.027292556237218803,0.6772990924693492,109,0.0016247829676673264
NRG1,-0.10771606498194951,0.0659110459276732,119,0.02861237136904915
HNRNPL,0.0510727397260274,0.00020779723796202087,119,0.11139184011320502
HSF1,0.1870371899886234,4.309328314385942e-12,119,0.33752186697566633
DNAJB1,0.24572066062176157,2.6283682409281818e-21,119,0.5372829352990083
ICAM1,0.19057632245566977,6.034718145176353e-05,119,0.12900434807001115
ICAM3,-0.02268331858407082,0.7439098519038525,67,0.0016531524804233033
NRBP2,0.3215439197455346,5.094016923980345e-10,117,0.2863984444609826
IDI1,0.19910366909753865,7.89116947111199e-06,119,0.15747606992660101
PALM3,0.2792409252971138,0.0001518281075875727,119,0.11588156865236832
APOD,-0.04316560088202863,0.4294082744029366,119,0.005345459378024109
TUBB8,-0.03907204198473281,0.2856451217590745,117,0.009907096869689713
NMNAT3,0.11508787151005705,0.031229968308666915,119,0.03904698827659503
IL1RAP,0.16735113249148123,8.046634339834092e-05,119,0.12492497283020698
IRF2BP2,0.10670313745019923,3.56981435172992e-06,119,0.16838815936506457
ILF2,0.021530376610505476,0.47791847598631043,119,0.0043134509291565815
ILF3,0.10456526864474737,9.889855820600356e-08,119,0.216288343635882
INPP5B,0.14391614858906523,7.839412177586498e-05,109,0.13622006131639852
INPPL1,0.22083786173633452,5.4376782736030144e-11,119,0.3086841002231353
EIF3E,0.006967611336032387,0.6727949087998302,119,0.0015297167971649595
ITPR2,0.13951691719409282,0.001953095608679376,119,0.07904218941869146
JUNB,0.11877417966648733,0.007409713997522697,94,0.07537415603380437
JUND,0.10794345859429363,5.7063574741099066e-05,117,0.1319065747694953
GSTK1,0.2501958984375,2.1611001087241368e-07,119,0.20605208596255764
TMEM205,0.17317998886945463,8.90303884163762e-09,119,0.24708789026097278
SLC27A1,0.18007533430839945,0.00015414808641808455,119,0.11566489867942442
KNG1,-0.11830045484801416,0.05597270289091328,119,0.030868007822168586
KPNA4,0.15433572671888604,1.9591254245394913e-10,119,0.2936562244316122
KRAS,0.12611667573449395,0.004734282941850831,114,0.06905132288341154
NSUN4,0.19901728365951432,2.7068580592765933e-08,119,0.23300042275727806
LIPT2,0.1079532221379833,0.06645193398029073,48,0.07135127773457439
COA6,0.07386354679802958,0.10369649331082667,119,0.022470769712601535
LEKR1,0.053474495912806494,0.622310461576016,83,0.003009480965424638
PSMG4,0.03175238515901057,0.48140385275200925,93,0.005462073379170929
RBM12B,0.11008909838389566,9.157582403117727e-06,119,0.15541633442777014
NUDT19,0.15382681415929209,0.0002593358938360198,119,0.10821458613078894
LAMA5,0.1598039290048543,0.002265943046757276,119,0.07688545329353336
LAMC2,0.1851967335828513,0.05329496832765143,119,0.03154802262724721
LDHB,0.27938531042128606,2.464661035236918e-10,119,0.2909325716660325
LGALS7,0.4731189898198904,0.0029312809527678265,55,0.1550996660175883
LGALS8,0.03440122980467807,0.4973089913058787,119,0.003946436382523455
LMNA,0.20574986979166668,0.0010770873206037929,119,0.08767309320988603
RAB19,0.15527784090909094,0.10097199657118908,55,0.04994560570301976
LOXL2,0.010493843797856024,0.8293827365856186,119,0.0003985208037271537
LPP,0.08158920972644375,0.018231001547899372,119,0.04671621915640478
LSAMP,0.1633224511930586,0.2963133792860433,60,0.018789177373832677
ARNT,0.11919830879426976,0.006026319497799327,109,0.06836862388474829
LY6E,0.32092582560296845,0.00011455487278625839,114,0.12492645323412332
LYN,0.09039603437876959,0.04032823890683821,119,0.0354419115004555
TM4SF1,0.2497313861043899,0.00995622222384595,74,0.08871334601868719
M6PR,0.19437137681159417,8.229255427992955e-10,119,0.27646607035497583
ARRB1,0.06372779531109109,0.113079057167359,119,0.021319757373778447
ARSA,0.12444036664270311,0.041410867139418495,116,0.035980153929208614
MAN2B1,0.04530917965545529,0.0859353492810376,119,0.024994429247220173
MATN2,0.12114409385113273,0.04476890592025622,119,0.03397788998132656
C8orf82,0.37711551763367457,2.506723896550904e-10,119,0.2907314010990608
MBNL1,0.07317550271739129,0.002922600474972245,119,0.07319053037899492
MCL1,0.021369114546732224,0.6952826366337701,81,0.0019525207381927423
RAB8A,0.22189751738794433,1.9942699198162965e-14,119,0.39490833736947184
MEST,-0.026601125304136275,0.7490145783819468,113,0.0009259047990051172
