Biomarker,Target,Tractability_Flags,Tractability_Interpretation,Known_Drugs,Approved Drug,Advanced Clinical,Phase 1 Clinical,Clinical Precedence,Structure with Ligand,High-Quality Ligand,High-Quality Pocket,Druggable Family
PEPD,PAX8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ATP6V1C1,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ACTL6A,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLSCR1,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLSCR1,TIMM17A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CHRAC1,RHPN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
XRN1,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLEKHA5,TACC3,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
ESRP1,GATAD1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ESRP1,KRAS,3,HIGH tractability (approved drug exists),ADAGRASIB; SOTORASIB,1,0,0,0,1,1,0,0
ESRP1,METAP1,5,MODERATE tractability (clinical-stage target),TOSEDOSTAT,0,1,0,0,1,1,0,1
CHCHD3,MOB4,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CHCHD3,RANBP2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CHCHD3,YTHDC1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PPP1R2,ACTR3,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
PPP1R2,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GPATCH1,ARID2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
GPATCH1,BRPF1,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
GPATCH1,KRT8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GPATCH1,PARD6B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GPATCH1,PAX8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SAMD4B,FAM98C,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SAMD4B,FZR1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SAMD4B,GRSF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SAMD4B,HAMP,1,LOW tractability (ligandable but no clinical-stage evidence),LY-2787106,0,0,0,0,1,0,0,0
SAMD4B,LGALS4,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
MED29,LIN52,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SAMD4B,LMNB1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SAMD4B,LSM14A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SAMD4B,METTL17,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SAMD4B,NCCRP1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SAMD4B,NSMCE2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SAMD4B,WWTR1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SAMD4B,ZC3H3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SAMD4B,ZNF875,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RBM28,KAT6A,3,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,1,0
RBM28,MOB4,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RBM28,YTHDC1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CCDC91,SNAP23,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ETNK1,CITED2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ETNK1,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ETNK1,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ETNK1,SNAP23,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RBM38,ARID2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
RBM38,MIB1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RBM38,RELA,4,MODERATE tractability (clinical-stage target),EDASALONEXENT,0,1,0,0,1,1,0,1
CHD7,ALDOC,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,0,1,0
CHD7,C1D,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CHD7,CDK4,5,HIGH tractability (approved drug exists),PALBOCICLIB; ABEMACICLIB; RIBOCICLIB SUCCINATE; TRILACICLIB DIHYDROCHLORIDE; TRILACICLIB,1,0,0,0,1,1,1,1
CHD7,EXOSC1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CHD7,IPO9,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CHD7,KCTD10,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CHD7,KRAS,3,HIGH tractability (approved drug exists),ADAGRASIB; SOTORASIB,1,0,0,0,1,1,0,0
CHD7,METAP1,5,MODERATE tractability (clinical-stage target),TOSEDOSTAT,0,1,0,0,1,1,0,1
CHD7,METTL15,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CHD7,PARL,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,1,0,0
CHD7,PSME3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CHD7,SCD,3,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,1
ITFG2,TOE1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CMAS,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ZC3HAV1,MOB4,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ENY2,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SLC33A1,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GMPS,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PTK2,PIGS,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PTK2,RHPN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RASA2,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RASA2,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RASA2,SNAP23,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RASA2,STRIP1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
EXOC4,MOB4,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
EXOC4,RANBP2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
EXOC4,YTHDC1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
LRCH3,DOCK7,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FYTTD1,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
LRCH3,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
BICD1,KIF2C,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
BICD1,SNAP23,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SDHA,SPAG5,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SDHA,ZDHHC11,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GOLPH3,PAX8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GOLPH3,SMARCA5,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
GOLPH3,UBE2H,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,0,1,0
TFB2M,ARPC2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TFB2M,ATXN7L3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,BRMS1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,CCNC,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
TFB2M,CEP350,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,FBXW11,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,FRS2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,MED25,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TFB2M,MFN2,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
TFB2M,NDUFA2,2,HIGH tractability (approved drug exists),METFORMIN; METFORMIN HYDROCHLORIDE,1,0,0,0,1,0,0,0
TFB2M,PCBD2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,PCGF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,PEX6,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,PSTK,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,RNF31,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TFB2M,SEC16A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,STX4,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,STXBP3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,SUPT3H,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TFB2M,XPR1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TFB2M,YTHDF2,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
NOM1,DNM1L,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
NOM1,TMED2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
NOM1,YTHDC1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SMYD3,ARPC2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SMYD3,ATXN7L3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,CNOT2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,FBXW11,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,GET3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,GSDMC,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,ILK,4,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,1,1
SMYD3,LST1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,MAEA,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,MAP3K7,3,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,1
SMYD3,MATN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,MIIP,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,PI16,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,PPP4R2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,SLC25A5,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,SOX17,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,TDG,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SMYD3,TMED10,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,VPS4B,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SMYD3,ZFP69,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMYD3,ZNF496,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FNDC3B,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ST6GAL1,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ST6GAL1,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ST3GAL1,E2F3,0,LOW tractability (no tractability evidence),EDIFOLIGIDE SODIUM,0,0,0,0,0,0,0,0
ST3GAL1,ESF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
WNK1,DCLRE1B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
WNK1,PDS5B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
WNK1,RPL28,3,HIGH tractability (approved drug exists),ELX-02; ATALUREN; MT-3724,1,0,0,0,1,1,0,0
SPAG1,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUPT5H,FAM98C,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUPT5H,FZR1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUPT5H,GRSF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUPT5H,HAMP,1,LOW tractability (ligandable but no clinical-stage evidence),LY-2787106,0,0,0,0,1,0,0,0
SUPT5H,LGALS4,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
SUPT5H,LIN52,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUPT5H,LMNB1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SUPT5H,LSM14A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUPT5H,METTL17,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SUPT5H,NCCRP1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUPT5H,NSMCE2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUPT5H,WWTR1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SUPT5H,ZC3H3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUPT5H,ZNF875,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TAF4,RELA,4,MODERATE tractability (clinical-stage target),EDASALONEXENT,0,1,0,0,1,1,0,1
TRIO,SMARCA5,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TRPS1,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
MROH1,BRD8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
MROH1,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
MROH1,PIGS,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
MROH1,RHPN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
UBE2H,SMARCA5,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
UBE2H,YTHDC1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
UVRAG,APC,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
UVRAG,LENG8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
UVRAG,MIB1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
UVRAG,MPHOSPH6,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
UVRAG,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
UVRAG,NSMCE2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
UVRAG,RICTOR,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
UVRAG,SLC44A3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
UVRAG,TOMM20,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
UVRAG,ZNF780B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
YWHAZ,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
DEK,SMARCA5,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
DERL1,PARN,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,1,0
DERL1,RAD51B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TBL1XR1,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TBL1XR1,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TBL1XR1,NUP42,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TRIP13,SPAG5,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SH3BP5L,EFR3A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SH3BP5L,TOMM20,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
HM13,BRPF1,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
HM13,PLAA,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,1,0,1
TRAPPC9,RHPN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
UTP23,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ALG10,KIF2C,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
NUDCD1,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PPFIBP1,KIF2C,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
PPFIBP1,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PPFIBP1,PFDN1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PPFIBP1,SNAP23,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RHPN2,KRT8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RHPN2,PAX8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TSPYL5,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GFM1,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GFM1,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CCNE1,CCNE1,3,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,1
URI1,HAMP,1,LOW tractability (ligandable but no clinical-stage evidence),LY-2787106,0,0,0,0,1,0,0,0
URI1,LENG8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CCNE1,LMNB1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CCNE1,MIB1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CCNE1,MPHOSPH6,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CCNE1,MRPL11,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CCNE1,MRPS14,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
URI1,MTERF3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CCNE1,NSMCE2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
URI1,PLEKHF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CCNE1,PRPF39,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
URI1,PRR13,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CCNE1,RANBP2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
URI1,ZNF780B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TNFSF10,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
EBAG9,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TIMM50,FAM98C,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TIMM50,FZR1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TIMM50,GRSF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TIMM50,HAMP,1,LOW tractability (ligandable but no clinical-stage evidence),LY-2787106,0,0,0,0,1,0,0,0
TIMM50,LGALS4,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
TIMM50,LIN52,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TIMM50,LMNB1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TIMM50,LSM14A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TIMM50,METTL17,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TIMM50,NCCRP1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TIMM50,NSMCE2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TIMM50,WWTR1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TIMM50,ZC3H3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TIMM50,ZNF875,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PDIA4,CIT,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,1,0,1
PDIA4,TMED2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,APC,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
GAB2,CFDP1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,DPRX,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,FAM98C,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,LENG8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,MIB1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,NSMCE2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,PAX8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,RICTOR,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
GAB2,SLC44A3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,TIMM17A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,TOE1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
GAB2,TOMM20,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
GAB2,ZNF780B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
C2CD5,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
C2CD5,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
