Biomarker,Biomarker_HGNC,Endpoint,N_patients,N_amplified,N_not_amplified,Amp_frequency,Univariate_HR,Univariate_coef,Univariate_p,Univariate_CI_lower,Univariate_CI_upper,Adjusted_HR,Adjusted_coef,Adjusted_p,Adjusted_CI_lower,Adjusted_CI_upper,Univariate_FDR,Adjusted_FDR
23012,STK38L,PFS,469,34,435,0.0724946695095948,1.4400951888467377,0.3647092147689681,0.0702489655578721,0.9702986399790756,2.137356549303464,1.413036535233288,0.345740959867259,0.0870331317942493,0.9509936753834104,2.0995641733359585,0.7236521406216139,0.8756197844894769
115908,CTHRC1,PFS,469,59,410,0.1257995735607676,1.2914693660177456,0.2557806135804136,0.1000319006360982,0.9521530964891796,1.751706873098671,1.2952243515904909,0.2586839246178321,0.0961696959651035,0.9549820253132468,1.7566886878344434,0.8042564811142302,0.8756197844894769
51290,ERGIC2,PFS,469,20,449,0.0426439232409381,1.502607306435242,0.4072018034695465,0.0781318947792369,0.955189898030491,2.363748530012721,1.4698142235967966,0.3851360142986281,0.0966602150300959,0.9330950134859172,2.315256025017927,0.7236521406216139,0.8756197844894769
8857,FCGBP,PFS,469,40,429,0.0852878464818763,1.4076529138295844,0.3419237172830349,0.0754464617359079,0.965558943681339,2.052165472423882,1.3695512080097596,0.3144831007778813,0.104501140418002,0.9368840755282202,2.002030518347192,0.7236521406216139,0.8756197844894769
92609,TIMM50,PFS,469,41,428,0.0874200426439232,1.402227981572517,0.3380623870705247,0.0788405345591024,0.9617942284921528,2.0443492527372524,1.3686884914380528,0.3138529758107892,0.1045732017651703,0.9369327035377084,1.9994052716077264,0.7236521406216139,0.8756197844894769
6829,SUPT5H,PFS,469,41,428,0.0874200426439232,1.402227981572517,0.3380623870705247,0.0788405345591024,0.9617942284921528,2.0443492527372524,1.3686884914380528,0.3138529758107892,0.1045732017651703,0.9369327035377084,1.9994052716077264,0.7236521406216139,0.8756197844894769
26065,LSM14A,PFS,469,36,433,0.0767590618336887,1.4044819746878845,0.3396685335089148,0.0864062257458643,0.9525694671747033,2.0707882051623705,1.377384373677375,0.3201863192676618,0.1070587648848754,0.933119128182966,2.03316774412818,0.7236521406216139,0.8756197844894769
528,ATP6V1C1,PFS,469,60,409,0.1279317697228145,1.2819563477280902,0.2483873077846642,0.1074666009363728,0.9473839569024228,1.7346843014459126,1.2805570325358018,0.2472951649360416,0.1089680383244946,0.9463929323587378,1.732711918600116,0.8307994918542667,0.8756197844894769
55095,SAMD4B,PFS,469,43,426,0.091684434968017,1.3786275573982172,0.3210884806778815,0.0857144162918794,0.9558768775359264,1.9883459749724308,1.3453372282390508,0.2966447089422414,0.1144318790229126,0.930839297576168,1.9444089462046263,0.7236521406216139,0.8756197844894769
55588,MED29,PFS,469,43,426,0.091684434968017,1.3786275573982172,0.3210884806778815,0.0857144162918794,0.9558768775359264,1.9883459749724308,1.3453372282390508,0.2966447089422414,0.1144318790229126,0.930839297576168,1.9444089462046263,0.7236521406216139,0.8756197844894769
283219,KCTD21,PFS,469,46,423,0.0980810234541577,0.754636870293645,-0.2815186119330826,0.1550324680209089,0.5119410526597497,1.112387457594806,0.7324872968474496,-0.3113092804290742,0.1176205680657506,0.4959775201045096,1.0817781417388184,0.8883432828646687,0.8756197844894769
79053,ALG8,PFS,469,45,424,0.0959488272921108,0.7532032996493964,-0.283420101367795,0.1591062596175526,0.5076703100845594,1.1174874703786484,0.7356523504701171,-0.306997621750351,0.128330336738539,0.4952619293302322,1.092723564446149,0.8883432828646687,0.8908228531612116
1894,ECT2,PFS,469,114,355,0.2430703624733475,0.8219946347436681,-0.1960214110230881,0.14313367765281,0.6322881317522931,1.068619108308806,0.824815737335592,-0.1925952662776189,0.1503332752893806,0.6344265523451389,1.0723400495166382,0.8883432828646687,0.8908228531612116
254827,NAALADL2,PFS,469,106,363,0.2260127931769723,0.8144476245452422,-0.2052451568194732,0.1331278005796152,0.6230731668156869,1.0646019897107974,0.8226131795973979,-0.1952692014354874,0.15370179326041,0.6290477410951942,1.075740995539059,0.8883432828646687,0.8908228531612116
54845,ESRP1,PFS,469,34,435,0.0724946695095948,1.352025033369055,0.3016034932548713,0.1354254111225526,0.9099912762801172,2.0087793570164973,1.3282150498136032,0.2838359730447737,0.1611292702490233,0.893005013805691,1.9755266670151248,0.8883432828646687,0.8908228531612116
9141,PDCD5,PFS,469,45,424,0.0959488272921108,1.3200167508326868,0.2776444265425246,0.1426960428696285,0.9106507897532568,1.9134054920778176,1.3036985133850931,0.2652052353814995,0.161934049687163,0.8990219010215305,1.890532157082342,0.8883432828646687,0.8908228531612116
11083,DIDO1,PFS,469,29,440,0.0618336886993603,0.731485316311308,-0.3126781321187725,0.177182834630035,0.4644938162074918,1.1519437919492892,0.7265895224658274,-0.3193935792469431,0.168191672135584,0.461320301550657,1.144394322952092,0.937203941069396,0.8908228531612116
6917,TCEA1,PFS,469,24,445,0.0511727078891258,1.4283287838336838,0.3565050781959425,0.1332392786307995,0.8968471037729607,2.274772484791647,1.387043044569091,0.3271741751475294,0.1702133660766119,0.8690340392063833,2.2138239938730377,0.8883432828646687,0.8908228531612116
51585,PCF11,PFS,469,27,442,0.0575692963752665,0.7166615836097022,-0.3331515391913159,0.2079727036736123,0.4266788577273524,1.2037245720531078,0.6968586545408605,-0.3611726799761099,0.1732775160829304,0.4143647522304944,1.1719432741189626,0.9790247257982192,0.8908228531612116
9846,GAB2,PFS,469,44,425,0.0938166311300639,0.7853801713356262,-0.2415873837374905,0.2300686671001756,0.529345984658744,1.165253031861245,0.7593402543486757,-0.275305309090264,0.1740344232890478,0.510558484176157,1.1293468618090168,0.9790247257982192,0.8908228531612116
85415,RHPN2,PFS,469,40,429,0.0852878464818763,1.3145874689946644,0.2735229046207604,0.1544722700532169,0.9021523292819548,1.915574740036716,1.2926659505452456,0.2567067141645066,0.182338609499017,0.8864124698436777,1.8851102805376012,0.8883432828646687,0.8908228531612116
29956,CERS2,PFS,469,31,438,0.0660980810234541,1.3299196350109082,0.285118515604182,0.1643556943266864,0.8898104952710147,1.987711141852567,1.3136096846306442,0.2727788322761242,0.1838294358896475,0.8785441607136014,1.9641248336951196,0.8928512043152427,0.8908228531612116
5704,PSMC4,PFS,469,35,434,0.0746268656716417,1.339670295086434,0.2924235352449759,0.1467293751534162,0.9025570422233228,1.9884798584208483,1.3004990788957682,0.2627480976370128,0.1955034457672441,0.8736455851171648,1.935908431314194,0.8883432828646687,0.8908228531612116
11054,OGFR,PFS,469,30,439,0.0639658848614072,0.7543208835772973,-0.2819374264693489,0.2131762372340567,0.4839248198450433,1.1758024636616755,0.7472155882831313,-0.2914015300218269,0.1984259739875515,0.4792642282664681,1.1649756072820796,0.9790247257982192,0.8908228531612116
96764,TGS1,PFS,469,24,445,0.0511727078891258,1.4091233756266115,0.3429677916286686,0.1382594952709676,0.8953697076170501,2.217663464427356,1.3505674547036166,0.3005248409510594,0.1990813662207426,0.8537217577253635,2.136565494786633,0.8883432828646687,0.8908228531612116
84079,ANKRD27,PFS,469,46,423,0.0980810234541577,1.2820387478195086,0.248451582549924,0.1832267415038541,0.8891962601746539,1.848437093727516,1.2694310796325363,0.238568831309226,0.2015590032992679,0.8802440806737765,1.8306913972128624,0.944322436981402,0.8908228531612116
29028,ATAD2,PFS,469,123,346,0.2622601279317697,1.145787555917516,0.1360922223272508,0.2669297921885099,0.901067084679456,1.4569715680630573,1.168152144119038,0.1554231362987777,0.2073482165034597,0.9174373787491434,1.4873815515020834,0.9790247257982192,0.8908228531612116
4316,MMP7,PFS,469,24,445,0.0511727078891258,0.7112387498333423,-0.3407471111242088,0.2130380448570792,0.4160022371860797,1.2160044202796485,0.7141084653945133,-0.3367204158628146,0.2184661241772959,0.4176948515280273,1.220869489969974,0.9790247257982192,0.8908228531612116
6434,TRA2B,PFS,469,88,381,0.1876332622601279,0.8323130806053105,-0.1835466101391074,0.2089502682488333,0.6250876671795657,1.1082366530640588,0.8371815304507819,-0.1777143497492201,0.2239898724207228,0.6286631998377755,1.1148623223194414,0.9790247257982192,0.8908228531612116
27333,GOLIM4,PFS,469,101,368,0.2153518123667377,0.8550646475430637,-0.1565782017422786,0.2624739936876434,0.6502181267148444,1.1244465840592996,0.8522144248557625,-0.1599171114510802,0.2524776194864415,0.6480343171158224,1.1207267991062777,0.9790247257982192,0.8908228531612116
50807,ASAP1,PFS,469,147,322,0.3134328358208955,1.1081129855965466,0.1026585556863041,0.3802451438925738,0.8810404818346808,1.3937093858510117,1.1457656393546074,0.1360730941979501,0.2528564754466983,0.9074023902078348,1.446743930247956,0.9790247257982192,0.8908228531612116
4715,NDUFB9,PFS,469,121,348,0.2579957356076759,1.1328955659425215,0.1247768029894978,0.3134955384159232,0.8888196830279123,1.4439963333844408,1.1523828763768664,0.1418318650210551,0.2539789278385593,0.9031585554228596,1.4703800188714993,0.9790247257982192,0.8908228531612116
23085,ERC1,PFS,469,32,437,0.068230277185501,0.7828530708463525,-0.2448102495825541,0.2892424692287007,0.4977975473744545,1.2311409201712236,0.7731800557236141,-0.2572433264405326,0.2657207585337976,0.4915194329880972,1.2162436690132814,0.9790247257982192,0.8908228531612116
27161,AGO2,PFS,469,127,342,0.2707889125799573,1.0981721451786408,0.0936471114712483,0.4408330407195733,0.8654726457759004,1.3934375237995984,1.1464459944936176,0.1366667175344193,0.2728688646179121,0.8979635213368257,1.463687986271162,0.9790247257982192,0.8908228531612116
5747,PTK2,PFS,469,127,342,0.2707889125799573,1.0981721451786408,0.0936471114712483,0.4408330407195733,0.8654726457759004,1.3934375237995984,1.1464459944936176,0.1366667175344193,0.2728688646179121,0.8979635213368257,1.463687986271162,0.9790247257982192,0.8908228531612116
