Gene,Entrez ID,Regression Coefficient (Effect Size),P-value,Sample Size,R-squared,P-value (FDR),Significant (FDR<0.05)
THEM4,117145,0.2130086528497409,0.013376016040234747,102,0.059639509246944056,0.02263633483732034,True
AP2M1,1173,-0.0017239172281039582,0.9396309257386841,119,4.923095742914718e-05,0.949122147210792,False
CLU,1191,0.10637268939393946,0.12760220581863405,119,0.019728947172120703,0.1724127684308133,False
CLK2,1196,0.17845666666666665,0.014603262006638477,81,0.07315251598041972,0.02456206147905554,True
CLNS1A,1207,0.11033090888066605,0.0022311425784043294,117,0.07840272203884946,0.004446117456965149,True
FGD4,121512,0.16909404802164354,0.00011378575274517474,119,0.11999676940590953,0.0002917583403722429,True
RAVER1,125950,0.13428794759825327,3.9112269388464105e-16,119,0.43380125393132196,1.8705867968395877e-14,True
NR2C2AP,126382,0.19311323932628288,5.0638307826415595e-05,108,0.14415586573162908,0.00014282599643347988,True
HSPB6,126393,0.15250084692597238,0.02963963047967299,109,0.043440769820836,0.04644386542398901,True
CNN1,1264,0.16797884253450437,0.08400536418859911,119,0.025301861366486933,0.11954191540421606,False
C19orf47,126526,0.2220810400866738,1.247258971922223e-07,62,0.3746951615475962,6.097710529397534e-07,True
C1orf122,127687,0.17335888787602544,0.0005982684745328073,81,0.13934882153411876,0.001326805084649371,True
OSCP1,127700,0.13093717472118957,0.03978814992098404,74,0.05740063750158597,0.06070314134962892,False
MRPL55,128308,0.04165623229461757,0.3884405150116801,111,0.006831931843240602,0.4624291845377144,False
COL8A2,1296,-0.052290868942468344,0.6559254596421406,101,0.002013282519334192,0.7179283637874174,False
TAF8,129685,0.10787120910384072,0.012427934008132425,68,0.09098397350769971,0.021162116732114038,True
COMP,1311,-0.029826546794728702,0.8013301851193022,117,0.0005528166701214143,0.8418941772982163,False
DNAJC19,131118,0.06004742753623189,0.14703826850912965,119,0.01788683249401013,0.1948699944096899,False
LRRC15,131578,-0.011615258183810429,0.8853037290242867,90,0.00023777145166747893,0.9075807100901354,False
NADK2,133686,0.237774791929382,2.565640796392036e-09,119,0.2625715052644715,1.9198672626062853e-08,True
CCDC127,133957,0.2014032132768362,3.883971458087973e-06,119,0.1672331535458248,1.3660140879708605e-05,True
COX6B1,1340,0.00686581508515814,0.7941713628428247,119,0.0005840953837291663,0.8367705930336276,False
CMBL,134147,0.22535177098495862,0.005396957185262626,119,0.0642878799896538,0.00982889553607432,True
DNAJC21,134218,0.17848903757076684,8.646807659735368e-06,102,0.1803417311135087,2.8240546518760125e-05,True
COX6C,1345,0.0093783455603339,0.8074661648998847,119,0.0005096318940048805,0.8467233378359134,False
CP,1356,-0.040337614678899056,0.5301539187840778,119,0.003377052383825907,0.6012054749097789,False
VPS37A,137492,0.16035211200759375,2.374997693630414e-07,114,0.21293697039578818,1.0976880096611157e-06,True
NDUFAF6,137682,0.18252721207865163,0.001148453317677059,105,0.09799111174116681,0.0024017084590204655,True
TMEM68,137695,0.18347292370020252,2.6302308597630416e-06,111,0.18403424890800535,9.609008676766117e-06,True
S100A16,140576,0.1541676069435834,0.019899788125931014,119,0.04546226604733972,0.03239698564085084,True
PARP1,142,0.1832228121664888,1.4364913848664633e-07,119,0.21141467857680396,6.870176188491782e-07,True
CPNE8,144402,0.05180633759902498,0.33788792393601963,62,0.015316552081908519,0.41114681009913895,False
A2ML1,144568,0.14804073672806065,0.3193766818726765,72,0.014164385580492489,0.39121865262800015,False
SPC24,147841,0.129420964381387,0.0018282763707160032,104,0.09126673360668347,0.0037242666810881546,True
DPY19L3,147991,0.006685201668984694,0.8720149661190713,68,0.0003961400517391578,0.898472972134255,False
EXOC8,149371,0.015251776246023356,0.5194018602429171,119,0.0035565489520631433,0.5908397582908054,False
C1orf210,149466,0.3971779411764707,6.98489581524079e-05,64,0.22670926389829493,0.00019112898996927536,True
LSM14B,149986,0.19574078386356178,1.391947154108902e-06,117,0.184051908393717,5.468363819713544e-06,True
CTPS1,1503,0.2611182417168676,6.159633527584713e-12,119,0.3335286609925523,8.686662667106646e-11,True
CTSB,1508,0.21334609327680204,2.9492163210492377e-05,119,0.13910124124723,8.791701770065479e-05,True
CTSK,1513,-0.060973701298701326,0.6212880360025814,96,0.0026068380964220372,0.6854732593809825,False
PPM1L,151742,-0.04888851174934723,0.5740344617257817,57,0.005780729136716012,0.6423579937928381,False
MB21D2,151963,0.03778602113876577,0.35414970470320517,85,0.010352250740203961,0.4285639990907873,False
CTSS,1520,0.010305593105778964,0.8922444540763816,119,0.00015750279810800016,0.9104535245677364,False
XXYLT1,152002,0.03859242618741976,0.3519946746167586,117,0.007536891265576329,0.42642526660620533,False
CCDC50,152137,0.09207093600588452,9.27046257777667e-07,119,0.1866765694086574,3.8050406102814696e-06,True
CYC1,1537,0.22938473265073944,5.5827959134055564e-05,119,0.13010585116277962,0.00015586486052655108,True
SNRNP48,154007,0.05939245642701527,0.1682341101090077,71,0.027335156334055477,0.2197800857892519,False
MBOAT1,154141,0.18198970588235297,0.0002133136774361331,116,0.11377691975221349,0.0005197129428091091,True
CCDC167,154467,0.07734642262895172,0.04256811413191718,52,0.07971344739354458,0.06431995267185288,False
GIMAP8,155038,-0.04004521739130436,0.3249290616733579,111,0.008891012881489302,0.3966947478809031,False
RBM33,155435,0.07278967444596982,0.0006491653169841237,119,0.09499872808434007,0.0014196458224304891,True
TMEM65,157378,0.20406531978757794,1.3337267718037318e-06,119,0.18177548204843064,5.258420964100734e-06,True
FAM91A1,157769,0.16233330429100407,6.88673503367181e-09,119,0.2503077375977577,4.536172776670054e-08,True
SBSPON,157869,0.03896870397643591,0.6684937470789916,102,0.0018411836311816865,0.7302315012779451,False
CYP11B1,1584,-0.005099999999999948,0.9283804243634162,111,7.44563503500828e-05,0.9438248306836948,False
CYP11B2,1585,-0.009811842105263114,0.8803833195620374,117,0.0001977534421693239,0.9050669640357394,False
DAB2,1601,-0.011682855263157894,0.788324364057401,119,0.0006185611473071839,0.8322042230932256,False
CNST,163882,0.14744255199550305,0.00021696451969051357,79,0.16370854580514804,0.0005268454120520197,True
AKR1C2,1646,-0.017706916707257655,0.8514818880642196,85,0.00042480265667532713,0.8836132800666431,False
DEFA1,1667,-0.011365019255455848,0.934279203916039,119,5.836693060101705e-05,0.9471955062743254,False
DEFA6,1671,0.00732541108019224,0.8729128968191375,119,0.0002196053837786316,0.898472972134255,False
DEFB1,1672,0.013531388101983005,0.8720237098760487,58,0.0004674301419150817,0.898472972134255,False
GIMAP7,168537,-0.02326381423856671,0.6848733612622164,106,0.0015899376378124552,0.7407676473829283,False
DHX36,170506,0.2092261377427185,3.879288691457861e-16,119,0.4338797629179135,1.8705867968395877e-14,True
GIMAP1,170575,-0.0334789705882353,0.31848986027452436,119,0.008505473518604867,0.3905672756989708,False
ADAMTS16,170690,0.13096,0.1373106831585293,54,0.041961391580508156,0.1835258219615823,False
ZNF384,171017,0.10733213929355412,1.0862559892152529e-06,119,0.18454399918087872,4.376855634200653e-06,True
DHPS,1725,0.2631289052469401,5.704038468018873e-11,116,0.3148304571304371,6.212319123584911e-10,True
DMD,1756,0.10502945602901183,0.036834025993813066,111,0.039369551060828845,0.05652706991843087,False
DNASE2,1777,0.20139732263513513,6.854441434228535e-09,119,0.2503665554513643,4.536172776670054e-08,True
DNM2,1785,0.13789373483009706,1.3156008909878441e-15,119,0.42206866756566397,4.990210276160788e-14,True
DNMT1,1786,0.2371058411563105,5.350962287504965e-12,119,0.3351046079739335,7.84807802167395e-11,True
DPH2,1802,0.15700148148148158,0.003262537430795402,92,0.09216489251354643,0.006318294320202363,True
DPYSL2,1808,0.20327478608100402,3.0568478738156786e-05,119,0.1385976630177146,9.063430353631392e-05,True
DSP,1832,0.1606440870758971,9.965951580747536e-05,119,0.1218842284264472,0.0002585506306326012,True
DVL3,1857,0.07879285523504277,0.0047326688695352925,113,0.06965908910938656,0.008723134398720125,True
E2F3,1871,0.2034238129496403,0.0010488619821044636,64,0.160203537254188,0.002218746500605596,True
TYMP,1890,0.038326554448643135,0.6336983571592084,119,0.0019472566606247854,0.6956768391967358,False
ECH1,1891,0.2363404352806415,1.8269434128319872e-08,119,0.2380079905741469,1.0862906779001005e-07,True
ECM1,1893,0.00251176368072498,0.9768029393940887,119,7.257326792631247e-06,0.9794742327561509,False
ECT2,1894,0.25450091833387994,1.4670301469299528e-05,113,0.15628580238600842,4.597530374994154e-05,True
EEF1A2,1917,-0.020555659574468074,0.8316297810262667,48,0.0009929352884980869,0.8654614561295112,False
AGO3,192669,0.08569653747244672,0.00017387435693756473,119,0.11394331554767023,0.00043370021004834745,True
EEF1D,1936,0.13190954258675075,1.3519845143412917e-08,119,0.24182290018360697,8.286961291907069e-08,True
EHHADH,1962,0.1554901815181518,0.0007582758344169992,119,0.09275305631740816,0.0016451743941986177,True
DCP1B,196513,0.18225665541807282,2.691417700089141e-06,114,0.17923284478385904,9.770823333656948e-06,True
AHSG,197,-0.08051022853339251,0.19683664125977762,119,0.014195849889878986,0.25443044111134594,False
EIF4A2,1974,0.14076193009118537,2.669068404550366e-09,119,0.2620841880214284,1.983767057436083e-08,True
EIF4G1,1981,0.18101112324114507,1.813645622737108e-14,119,0.3958773901121586,4.688976488346559e-13,True
SERPINB1,1992,0.11080999265246148,0.005916941506617948,119,0.06295408852834183,0.010652431517642788,True
KRTCAP2,200185,-0.04215417475728154,0.5333774921639354,108,0.0036704778599095933,0.603397337014021,False
IBA57,200205,0.1333938826122899,9.455960994595396e-05,119,0.1226314983852218,0.000248841078805142,True
RPL22L1,200916,-0.09201136363636367,0.36536533189177867,82,0.010253315179957534,0.4401991950503358,False
CTTN,2017,0.16040338420703384,3.749308161863573e-07,119,0.19876809205541368,1.6699105570807408e-06,True
ENO2,2026,0.1226248852524446,0.013196194439581928,119,0.05135899364734975,0.02240094735114216,True
ENSA,2029,0.13070457924974657,1.7742186094461896e-05,119,0.14621823668364964,5.482136152783171e-05,True
ADCK5,203054,0.1519012976140644,0.0011464536294475802,104,0.09893564610063166,0.0024017084590204655,True
R3HCC1,203069,0.05275635808748726,0.4432577781285164,74,0.008187517545728773,0.5181546821906143,False
DMTN,2039,0.011583419307295513,0.8637477066013333,109,0.00027646984763218807,0.8938123022215114,False
EPHB3,2049,0.1489937809099902,0.004375224446049393,119,0.0673328583417826,0.008157198119753106,True
EPHX1,2052,0.07788685258964145,0.12145283735760207,119,0.02037703508132338,0.16616681728030133,False
EPHX2,2053,0.3539676694915254,4.069546800135233e-08,119,0.22777582224238602,2.1836592586091495e-07,True
NR2F6,2063,0.26373123129115944,3.858281463558286e-07,119,0.19838775254297047,1.7044616907285602e-06,True
AKT2,208,0.2651595687550854,1.040924185363299e-18,119,0.4878767790628694,1.2722406709995876e-16,True
FBL,2091,0.009634530095036961,0.7218835467873028,119,0.0010869103733260888,0.7716928099767085,False
ETV6,2120,0.04811872617178739,0.24829936044010628,92,0.014781475267759747,0.31358128184169565,False
MECOM,2122,0.20724707621550592,0.0002705308148241857,119,0.10760787277946238,0.0006441209876766327,True
EYA2,2139,0.013801999999999981,0.8884940250671054,56,0.0003673716890033596,0.9091566768128521,False
EZH2,2146,0.119815638875185,0.011043025661284107,102,0.06284422487497299,0.01895059005836586,True
F13A1,2162,0.027304169014084494,0.6144697112347237,119,0.0021754391796958705,0.6786312071869439,False
FAAH,2166,0.22614436219431594,0.0019340715012868288,114,0.08258409512688436,0.003918008566142747,True
PTK2B,2185,0.13122981038234383,0.014665256630413313,111,0.05341500378642605,0.024628675257182663,True
FBLN1,2192,0.0959301393072289,0.37364491103600517,119,0.0067709432960347815,0.4487002206764254,False
FARSA,2193,0.0064246667777407545,0.818215282982517,119,0.0004533428271555895,0.8563623323318447,False
FCGR1A,2209,-0.028004086956521755,0.5343470059604134,119,0.0033087974693183364,0.6034719779840397,False
KDM1B,221656,0.10185145985401463,0.023628723439942403,78,0.06558330670409762,0.03788862359174438,True
FDFT1,2222,0.24089747122955796,6.908828274913293e-05,119,0.12708798626259987,0.00018951898010984095,True
FDPS,2224,0.09926937332823844,0.02170897797484025,119,0.04421852714705499,0.03496321489359338,True
FH,2271,0.17393470850963802,1.4468058432878432e-05,119,0.14906331178779375,4.54710407890465e-05,True
FHL3,2275,0.04289656165962349,0.42938069145518554,119,0.005346096794983435,0.5057270897679125,False
COG2,22796,0.06491592521834062,0.017132389422469505,119,0.04760723614258355,0.028299422503912586,True
MRAS,22808,0.04058316460442443,0.599587779177754,68,0.004198935336316212,0.6662086435308378,False
PUF60,22827,0.11403187321937322,8.019473981844092e-06,119,0.1572530560104507,2.641144125757036e-05,True
FKBP4,2288,0.2166489469337188,3.8504298664511304e-09,119,0.25755150762493895,2.738968626033835e-08,True
ZHX2,22882,0.0506691856392294,0.12935054816718977,119,0.019550937220273457,0.1741561848028259,False
WDR37,22884,0.1957274156791248,1.6941532378446508e-11,119,0.32209442778753994,2.192433601916607e-10,True
FOXJ3,22887,0.1998165803108808,1.5167735959281328e-06,104,0.2037358289717084,5.903665873779363e-06,True
UBOX5,22888,0.22216567342073895,0.014712726917284443,48,0.1225696436416498,0.024670731111300137,True
DENND3,22898,0.06716028930601,0.050107783128347884,96,0.04021422407927999,0.07458533347927289,False
NCBP2,22916,0.1170089012632978,0.00034847975963344004,119,0.10396872861959017,0.000813859311245826,True
SIRT2,22933,0.16307831460674146,5.353751201722676e-07,119,0.194028225934205,2.3369548896408507e-06,True
CCT5,22948,0.020589653081028624,0.4343984410979983,119,0.005231145745561272,0.5104287958873539,False
TPX2,22974,0.2579228915662651,7.323783731673367e-05,119,0.12626084325579556,0.00019940995309011643,True
PAXIP1,22976,0.10695770887166237,7.576488196242619e-05,113,0.1321364458377804,0.00020426806411438434,True
DIP2C,22982,0.16291410256410258,0.007433669181082705,53,0.13225646433977156,0.01308325775870556,True
MYH15,22989,0.1028696399345336,0.2762834604545922,59,0.020758790224329693,0.3430155829571686,False
STK38L,23012,0.17674496342149693,9.062260619747845e-07,119,0.18698183026450022,3.7335156111320705e-06,True
RBM34,23029,0.08833642290974172,0.006642454667675273,119,0.061277803973387335,0.011804038989406785,True
XPO7,23039,0.2614985682819382,3.40816092204885e-18,119,0.4774807070606324,2.998531197850026e-16,True
CMTR1,23070,0.1578320596366509,2.4756727890927555e-08,119,0.23414013891062257,1.4332842463168583e-07,True
ERC1,23085,0.1926774554591137,4.9092744028796305e-11,119,0.30986960663261554,5.567218395018138e-10,True
SIPA1L3,23094,0.11288669332848573,0.00046211497754345614,113,0.10503299136080113,0.0010395224443717828,True
AKR1B1,231,0.03476547101449278,0.43079914947792075,119,0.005313397077858717,0.5068225287975539,False
POGZ,23126,0.11583819050991505,0.0006307654075279558,119,0.0954141241486951,0.0013849140684246534,True
GRAMD4,23151,0.12978165680473375,0.009335893981181165,112,0.0598439948459909,0.016146986445439125,True
NUP205,23165,0.03268243382163966,0.12233420515969673,119,0.020281965316257144,0.16675046552127187,False
EFR3A,23167,0.12268291416074355,5.903734493165362e-05,117,0.131418164129675,0.00016357954515067754,True
LARP4B,23185,0.22189653476169652,2.4549471178655146e-13,119,0.3687316555583441,4.655934189055286e-12,True
ATP11B,23200,0.15795982486117033,0.004132574184340239,87,0.09274023328436531,0.0077706523124346375,True
FAM168A,23201,0.08729597044996641,0.03255194206238954,100,0.04578087080326487,0.050575051226876395,False
SULF1,23213,0.016679199475065548,0.8916756281896416,110,0.00017250555924441802,0.9104535245677364,False
BOP1,23246,0.09773505119453922,0.00037060279682315833,119,0.1030829903823024,0.0008510711409300088,True
RPRD2,23248,0.1692029801324503,5.511951666792889e-07,119,0.19363969619605248,2.3965007246925603e-06,True
KIF13B,23303,0.1264349014709964,1.648267566622546e-06,119,0.17891108627657915,6.361734467665967e-06,True
SIN3B,23309,0.12855357371452947,0.00018797485838985105,117,0.11468057855585068,0.0004646569533232273,True
SZT2,23334,0.11354590517241384,0.02623113097916622,60,0.08232955321236024,0.04163671583994638,True
U2SURP,23350,0.07438500727802039,0.006079834828771897,119,0.06256040136896868,0.010874501319754612,True
HAUS5,23354,0.05270356083086054,0.27623831171998814,80,0.015179987584881593,0.3430155829571686,False
VPS8,23355,0.006579125412541249,0.7631550730834804,119,0.0007791389532165738,0.8081296836782821,False
CRTC1,23373,0.14586750428326667,0.0005529642469815408,104,0.11086853635872362,0.0012312969062342,True
SMG5,23381,0.09240479921645445,0.004979156355658873,114,0.06828917653692956,0.009128453318707935,True
MAU2,23383,0.03644503816793893,0.30212969976834925,112,0.00967666938585321,0.37133259189406054,False
SIRT5,23408,0.14974863089937662,0.0001473704810931394,119,0.11630724590073838,0.00037095544439920674,True
ABCB10,23456,0.06309113545816732,0.1330098458176463,119,0.01918678909692706,0.17842784195050113,False
BRD4,23476,0.20829037193111039,6.414838903381302e-14,119,0.3828590553536255,1.4810636811286864e-12,True
POFUT1,23509,0.21342902010050258,1.0967495907698781e-06,119,0.18441448775318225,4.40300930601046e-06,True
SCRIB,23513,0.24342725546058877,5.856133562382522e-16,119,0.4299232238533762,2.6840612160919893e-14,True
SLC39A14,23516,0.1578849770290965,0.005165285253992975,119,0.06492425483422559,0.0094539330771918,True
ACAP2,23527,0.2037854465270121,1.517772109111161e-14,119,0.39769117154665223,4.0720715122494565e-13,True
SNAPIN,23557,0.07233001321440372,0.018090100047293126,119,0.04682739513956402,0.029700164256749907,True
GTPBP4,23560,0.08070796490428436,0.004495770471209127,119,0.06693842188080568,0.00833954050308607,True
CLEC5A,23601,-0.02044309838472832,0.7761889630167224,75,0.0011141130742003957,0.8201804604403405,False
MKRN1,23608,-0.0037434904996481444,0.9563811749692241,54,5.8084528161583826e-05,0.9642706622054505,False
ZMYND8,23613,0.052409942839951866,0.0683167432003424,119,0.028120172847409308,0.09861997049918193,False
PLD3,23646,0.24476770056394392,6.301332442983489e-09,117,0.25519465319577606,4.2524329369827224e-08,True
PLXNB2,23654,0.13234266575060127,2.538507838304894e-08,119,0.2338203180124786,1.4468179389302505e-07,True
FKBP8,23770,0.16211514598540136,6.670390904202676e-08,119,0.22140169593526748,3.4610518842561053e-07,True
BRD1,23774,0.18368437499999996,2.9739532665104253e-05,81,0.19913554714140502,8.841482684220183e-05,True
ARHGAP8,23779,0.12046371638141809,0.13259364990554806,82,0.02804934255134839,0.17830441918838982,False
FTSJ1,24140,0.03771879488330344,0.1927919469091736,109,0.01579988882934169,0.24949546070598935,False
PRPF6,24148,0.0858969666329626,0.0004105126138404936,119,0.10161031089597772,0.000934914855537356,True
NEIL2,252969,0.17776364082433765,0.0035056152353970084,59,0.14001326097387112,0.006706394363368191,True
RICTOR,253260,0.10183115404976179,2.7647360245833382e-06,119,0.17188011525655622,1.000397903632129e-05,True
UBN2,254048,0.25942500000000007,0.015318821120130463,68,0.08584439888353057,0.025570111126166174,True
NAALADL2,254827,0.1422096774193548,0.025408104039380465,110,0.04540844978531389,0.040447054187146905,True
TBC1D22A,25771,0.17614799176107104,6.481294425478567e-05,90,0.16668355998965767,0.00017868230245680257,True
PGLS,25796,0.22542398910538453,2.2732359537686617e-11,119,0.3187367629443487,2.809617470950032e-10,True
LSM4,25804,-0.0007117371428571447,0.9760947065499999,117,7.841997215041197e-06,0.9794742327561509,False
SAMM50,25813,0.05208488473249242,0.14874977276404003,119,0.017737733249396426,0.19690102291268835,False
ATXN10,25814,0.22487275641025636,5.406981611686819e-09,119,0.2533294258888117,3.7883310655130574e-08,True
NIPBL,25836,0.10005566110397947,5.430416005503153e-05,119,0.1304972449716929,0.00015238412260340481,True
ARMC8,25852,0.061401457852193995,0.025221191748961726,119,0.04208048196109404,0.0402076969910984,True
DCAF13,25879,0.042051185770751,0.13784266679247517,119,0.018722458911457074,0.18401326877636248,False
GALNT2,2590,0.1622559149722736,3.463782385540401e-06,119,0.16880075532527283,1.2330616906454503e-05,True
AHCTF1,25909,0.09265083581405995,9.046680775966436e-07,119,0.18700495047352106,3.7335156111320705e-06,True
WWTR1,25937,0.17619142642642643,0.00035653277119454167,113,0.10894893510787529,0.0008260071579005638,True
KANK2,25959,0.08418206158980578,0.01605270355131868,119,0.04854139844329042,0.02659333419646167,True
GAPDH,2597,0.20465822191179403,1.342514636243552e-11,119,0.3247399765639415,1.8009342681315943e-10,True
NECAP1,25977,0.19302402105263147,8.417499029173208e-09,117,0.2515232196413404,5.478845521947059e-08,True
AOC1,26,0.08155679062247369,0.2755641648092887,55,0.022388660142992678,0.3428965851699294,False
TENM4,26011,-0.012301557093425602,0.7601499817940223,98,0.0009754078202905969,0.807109054028402,False
FAM32A,26017,0.25443324347506446,3.9042250589046156e-10,110,0.3052654460679337,3.498501686500184e-09,True
SS18L1,26039,0.05445950203252035,0.2669104349697593,94,0.013379960913847744,0.3340176091771732,False
UBXN7,26043,0.19878520320100418,5.750466958104069e-13,119,0.3596107374696432,1.0202441377281413e-11,True
RAI14,26064,0.11963751287332652,0.00217112416815667,119,0.07750601026067705,0.00434224833631334,True
LSM14A,26065,0.16855539811066114,3.632669533705556e-12,119,0.3394231634858039,5.4738855987343996e-11,True
CHTOP,26097,0.041230220658778405,0.22502104670074177,119,0.012556036451024877,0.2861539322205965,False
FGFR1OP2,26127,0.05367865168539327,0.12075268600324958,98,0.024894028849711147,0.16541463836061587,False
ZBTB20,26137,0.189027729257642,0.005974133470115583,68,0.10897147052686407,0.010720304758771846,True
LRRC32,2615,-0.027619345238095255,0.7703014334722037,50,0.0017930817221433193,0.8147419007879078,False
MTG2,26164,0.26771369399830935,5.853044176368181e-05,75,0.1996607159877195,0.0001625845604546717,True
GMEB2,26205,0.07363597285067877,0.019909420266559244,110,0.04916562788641565,0.03239698564085084,True
FBXL6,26233,0.19592913279132795,0.00023960605206558617,87,0.14755886024706955,0.0005754730508125431,True
MYCBP,26292,0.15973193741802513,3.2318711768136037e-09,119,0.25972078385806685,2.3235675127418064e-08,True
GCDH,2639,0.264807829391892,1.837577725255753e-16,119,0.4409898503880074,1.0106677488906641e-14,True
AGO1,26523,0.09141087570621471,0.0005708626528421792,117,0.0984606437122929,0.0012685836729826204,True
GDI2,2665,0.18215785619174438,3.3172269729436613e-14,119,0.3896887145682004,7.932499283126147e-13,True
OPLAH,26873,0.26803302616609775,6.619245856379075e-08,119,0.2215013376622883,3.4507916786810343e-07,True
COPG2,26958,0.08915605292792798,0.0038005875967409408,119,0.06937662493911145,0.0071832411622251464,True
PABPC1,26986,0.06415369585687382,0.008554933252679848,119,0.05761481857677864,0.014819569414091075,True
AKAP8L,26993,0.1781477494732809,1.6359658089834683e-09,119,0.2680990877289049,1.258435237679591e-08,True
FETUB,26998,-0.12289690476190476,0.07028711510475479,87,0.03802940007848532,0.10119872593616526,False
TPK1,27010,0.0858000892971042,0.20758614010253434,112,0.014399037210400478,0.26659803178886443,False
TRAPPC3,27095,0.12376022030651342,1.0718103837263175e-06,119,0.18472431927999933,4.33452728712849e-06,True
AGO2,27161,0.13122311235955061,2.446504496232691e-06,119,0.17354680024452374,9.09173968194581e-06,True
GPKOW,27238,0.0479590909090909,0.047535527105323765,119,0.033140125621930805,0.07123852835947704,False
GOLIM4,27333,0.16414256919374248,0.0003690032393121677,119,0.10314524840296202,0.0008491706344003859,True
EIF3K,27335,0.05342283285642148,0.01585874565367525,119,0.04871595961371855,0.026351390058977003,True
GMDS,2762,0.21323605405405419,1.0847026113703471e-09,119,0.273113582586172,8.646180235560737e-09,True
GMPR,2766,0.24066517915309446,0.00018489852078182849,119,0.11306372564725542,0.0004591159658239534,True
GPI,2821,0.21707742427128973,1.3934557168670723e-11,119,0.32431711983650047,1.8467485404262404e-10,True
GPLD1,2822,0.12736947881514807,0.04929112981962494,68,0.057302629050258735,0.07356885047705214,False
PGM2L1,283209,0.20497823121110584,0.0006046802851792196,119,0.09602414306521534,0.0013356391841308063,True
KCTD21,283219,0.11156666666666666,0.0034285747945553,114,0.07392962194227992,0.006593413066452499,True
KCTD1,284252,0.15171607341490537,0.0020717958027576923,83,0.1111389240106202,0.004173947587973373,True
ANK1,286,-0.04788823304680034,0.49734236611187876,119,0.003945825205645681,0.571061171944746,False
NSMCE2,286053,-0.030086734992679318,0.500067938379462,113,0.004107260385074585,0.5726917585588323,False
FAM83H,286077,0.269268156996587,1.726913543896064e-08,119,0.23872279622409642,1.0380354635440824e-07,True
LIN9,286826,-0.0024940156114483907,0.9574646682632404,91,3.21420866422617e-05,0.9644790614373301,False
CCDC22,28952,0.0212921212121212,0.0343741828533585,119,0.03769100177626383,0.053180873612790926,False
LAMTOR2,28956,-0.025666376643464852,0.5208931775454062,119,0.003531262345812025,0.5919240653925071,False
TMEM176B,28959,0.02194593111279335,0.7308107712248345,83,0.0014693060925744517,0.7797205124610261,False
AAMDC,28971,0.1991135506587914,4.16146249479761e-05,119,0.13425544714275495,0.00012078123335824197,True
C19orf53,28974,0.21967613221329438,9.436715797415912e-08,114,0.22543598082791327,4.6970078629671963e-07,True
COMMD5,28991,0.0616308720112518,0.0010267831870762573,117,0.08983778519753216,0.002180427617343404,True
MRPL13,28998,0.0398645322840279,0.1329854461559763,119,0.019189180436521958,0.17842784195050113,False
ATAD2,29028,0.10649011868369002,0.004342158892924123,119,0.0674429566787702,0.008123086364313836,True
WDR91,29062,0.0021664207980653,0.9393089000238204,119,4.975858763911489e-05,0.949122147210792,False
BABAM1,29086,0.09315143730886846,7.924410513952262e-05,119,0.12514228641988923,0.00021208884587220163,True
MRPL15,29088,0.037132984047544594,0.37798098137255787,119,0.00664946102324937,0.45341230044690695,False
DROSHA,29102,0.1362890514184397,0.06133110283576304,67,0.05282918014300497,0.0897130493608236,False
GTF2E2,2961,0.236737802907916,7.194131263260699e-13,119,0.3571896096416921,1.2174683676287337e-11,True
PARVB,29780,0.00725433436532509,0.9326881897953545,105,6.959700078645881e-05,0.9464548051428874,False
REPIN1,29803,0.18647687927107048,9.498572044015087e-06,114,0.16126328631730813,3.055096271466841e-05,True
GUK1,2987,0.05769640396803528,0.09828894770246926,119,0.023186550681918883,0.1380815357250526,False
CNOT7,29883,0.1440592988263617,1.9600589435084965e-07,119,0.20733703038371276,9.242638977018603e-07,True
GNL2,29889,0.11571000767606991,2.5608790008529846e-06,119,0.17292437889592505,9.446905429803025e-06,True
CPSF1,29894,-0.007281820250284414,0.6966817397055769,119,0.0013034023681740559,0.7498531444971963,False
HOOK2,29911,0.13525986583184266,4.124631506793524e-06,113,0.1746056436327028,1.444934604290725e-05,True
GYG1,2992,0.23126490825688065,5.5295302444747186e-09,119,0.25304994311206974,3.849672955014044e-08,True
PYCR2,29920,0.15518655276935794,0.0016939876209363012,119,0.08110767613504788,0.003469993264487768,True
CERS2,29956,0.18322903169014085,2.444458643932363e-06,119,0.1735581932034006,9.09173968194581e-06,True
TNPO2,30000,0.22874831758660708,9.89530950281948e-17,119,0.4468136107954561,6.0471335850563486e-15,True
HCK,3055,-0.027292556237218803,0.6772990924693492,109,0.0016247829676673264,0.7361946657275534,False
NRG1,3084,-0.10771606498194951,0.0659110459276732,119,0.02861237136904915,0.09564927509292945,False
HNRNPL,3191,0.0510727397260274,0.00020779723796202087,119,0.11139184011320502,0.0005090800930027238,True
HSF1,3297,0.1870371899886234,4.309328314385942e-12,119,0.33752186697566633,6.405758305168292e-11,True
DNAJB1,3337,0.24572066062176157,2.6283682409281818e-21,119,0.5372829352990083,9.637350216736666e-19,True
ICAM1,3383,0.19057632245566977,6.034718145176353e-05,119,0.12900434807001115,0.00016678869245462282,True
ICAM3,3385,-0.02268331858407082,0.7439098519038525,67,0.0016531524804233033,0.7921595712432118,False
NRBP2,340371,0.3215439197455346,5.094016923980345e-10,117,0.2863984444609826,4.3776707940456095e-09,True
IDI1,3422,0.19910366909753865,7.89116947111199e-06,119,0.15747606992660101,2.6145441018744545e-05,True
